1683116 1669960 1653478 1639094 1633138 1623818 1616276
4875478 4835280 4795228 4759384 4719568 4680840 4644512
12799630 12768854 12735708 12708190 12670422 12622718 12601642
6038986 6193324 6242246 6311504 6382030 6427956 6439876
4124420 4193348 4362454 4500134 4630318 4754824 4878328
