DVD,HHS,total,totalA,totalB
201308,6,1406,83,123
201308,7,427,10,12
201308,8,1817,121,104
201308,9,961,71,49
201308,10,402,18,7
201309,1,158,6,11
201309,2,1127,34,121
201309,3,842,25,111
201309,4,1893,99,229
201309,5,560,27,45
201309,6,1189,54,104
201309,7,370,10,8
201309,8,1543,81,80
201309,9,887,52,39
201309,10,367,9,7
201310,1,165,7,13
201310,2,991,28,109
201310,3,873,31,165
201310,4,1902,66,238
201310,5,475,20,28
201310,6,1310,57,87
201310,7,348,8,4
201310,8,1363,61,84
201310,9,874,30,47
201310,10,359,7,8
201311,1,213,0,15
201311,2,1075,16,150
201311,3,886,19,159
201311,4,1814,91,182
201311,5,447,17,33
201311,6,1122,34,73
201311,7,326,16,7
201311,8,1194,45,47
201311,9,845,18,52
201311,10,358,7,11
201312,1,205,2,16
201312,2,995,16,129
201312,3,759,12,137
201312,4,1591,68,152
201312,5,396,11,18
201312,6,1058,28,45
201312,7,277,11,8
201312,8,1080,30,54
201312,9,759,16,39
201312,10,296,2,8
201313,1,174,4,8
201313,2,851,8,115
201313,3,671,14,93
201313,4,1487,45,119
201313,5,321,6,18
201313,6,858,12,45
201313,7,274,9,5
201313,8,971,20,46
201313,9,725,12,41
201313,10,281,5,4
201314,1,181,6,15
201314,2,718,7,70
201314,3,504,8,69
201314,4,1304,42,125
201314,5,305,8,27
201314,6,802,16,30
201314,7,279,7,4
201314,8,833,18,26
201314,9,676,16,26
201314,10,226,1,2
201315,1,188,3,17
201315,2,681,2,60
201315,3,523,6,44
201315,4,1109,31,77
201315,5,300,6,9
201315,6,793,8,17
201315,7,301,7,4
201315,8,658,13,15
201315,9,612,11,25
201315,10,212,1,3
201316,1,202,1,6
201316,2,580,1,35
201316,3,387,5,13
201316,4,1012,26,46
201316,5,283,5,14
201316,6,741,8,8
201316,7,284,7,6
201316,8,572,6,12
201316,9,540,7,20
201316,10,222,0,5
201317,1,125,0,7
201317,2,528,2,21
201317,3,363,3,8
201317,4,926,23,35
201317,5,218,5,6
201317,6,681,4,9
201317,7,293,4,0
201317,8,574,3,5
201317,9,546,11,28
201317,10,185,1,3
201318,1,159,1,8
201318,2,574,0,17
201318,3,326,1,5
201318,4,848,13,22
201318,5,196,1,5
201318,6,637,3,6
201318,7,325,3,0
201318,8,519,1,8
201318,9,516,9,19
201318,10,149,0,0
201319,1,152,0,6
201319,2,577,0,5
201319,3,284,0,0
201319,4,727,21,31
201319,5,196,1,4
201319,6,564,1,9
201319,7,304,1,0
201319,8,524,4,4
201319,9,502,3,18
201319,10,137,0,0
201320,1,165,0,2
201320,2,435,2,3
201320,3,294,0,3
201320,4,682,11,20
201320,5,202,1,2
201320,6,503,1,0
201320,7,265,0,3
201320,8,457,2,4
201320,9,556,7,19
201320,10,155,0,0
201321,1,148,0,0
201321,2,459,3,1
201321,3,266,0,1
201321,4,773,17,32
201321,5,200,0,4
201321,6,426,1,1
201321,7,269,0,0
201321,8,424,0,3
201321,9,553,2,12
201321,10,104,0,0
201322,1,148,0,0
201322,2,384,0,1
201322,3,237,0,0
201322,4,668,21,29
201322,5,178,0,0
201322,6,420,3,1
201322,7,210,1,0
201322,8,405,1,0
201322,9,449,5,13
201322,10,144,0,2
201323,1,155,0,1
201323,2,397,3,0
201323,3,260,0,0
201323,4,554,22,17
201323,5,159,0,1
201323,6,406,2,3
201323,7,251,0,0
201323,8,406,0,0
201323,9,518,6,15
201323,10,161,1,0
201324,1,129,0,0
201324,2,345,0,0
201324,3,235,0,0
201324,4,571,26,11
201324,5,158,0,0
201324,6,333,2,1
201324,7,223,0,0
201324,8,345,1,0
201324,9,426,3,13
201324,10,151,0,0
201325,1,99,0,0
201325,2,347,1,1
201325,3,203,0,0
201325,4,564,28,7
201325,5,142,0,0
201325,6,437,2,0
201325,7,224,0,0
201325,8,351,0,0
201325,9,403,1,13
201325,10,133,0,0
201326,1,110,1,0
201326,2,289,0,0
201326,3,213,0,0
201326,4,490,19,4
201326,5,147,4,0
201326,6,446,1,0
201326,7,182,0,0
201326,8,354,1,0
201326,9,310,1,2
201326,10,132,0,0
201327,1,75,0,0
201327,2,298,0,0
201327,3,220,0,0
201327,4,452,21,4
201327,5,124,1,0
201327,6,246,2,0
201327,7,166,0,0
201327,8,296,3,0
201327,9,320,1,4
201327,10,106,0,0
201328,1,98,1,0
201328,2,288,0,0
201328,3,190,0,0
201328,4,526,28,2
201328,5,137,0,0
201328,6,261,0,1
201328,7,188,1,0
201328,8,295,1,0
201328,9,327,3,2
201328,10,116,1,0
201329,1,93,0,0
201329,2,246,0,0
201329,3,220,7,0
201329,4,517,24,6
201329,5,130,0,0
201329,6,204,0,2
201329,7,196,0,0
201329,8,305,2,0
201329,9,274,2,1
201329,10,113,0,0
201330,1,81,0,0
201330,2,297,1,0
201330,3,200,0,0
201330,4,397,23,2
201330,5,104,0,0
201330,6,184,1,0
201330,7,167,0,0
201330,8,275,2,0
201330,9,226,0,2
201330,10,135,0,0
201331,1,71,0,0
201331,2,289,0,0
201331,3,183,0,0
201331,4,498,25,5
201331,5,115,0,0
201331,6,257,5,2
201331,7,196,0,0
201331,8,270,0,0
201331,9,268,1,2
201331,10,138,1,0
201332,1,82,0,0
201332,2,291,0,0
201332,3,189,0,0
201332,4,457,19,2
201332,5,120,0,0
201332,6,257,4,0
201332,7,195,0,0
201332,8,283,1,0
201332,9,280,2,1
201332,10,114,0,0
201333,1,80,0,0
201333,2,269,0,0
201333,3,159,0,0
201333,4,433,30,5
201333,5,130,0,0
201333,6,259,3,1
201333,7,195,0,0
201333,8,285,0,0
201333,9,240,0,0
201333,10,100,1,0
201334,1,71,0,0
201334,2,299,0,0
201334,3,203,1,0
201334,4,561,38,1
201334,5,134,0,0
201334,6,253,2,0
201334,7,194,0,0
201334,8,303,0,0
201334,9,252,0,0
201334,10,103,0,0
201335,1,71,0,0
201335,2,286,1,0
201335,3,220,1,0
201335,4,713,63,4
201335,5,125,0,0
201335,6,332,2,2
201335,7,270,0,2
201335,8,341,0,0
201335,9,310,0,0
201335,10,111,0,0
201336,1,61,0,0
201336,2,260,1,0
201336,3,269,0,0
201336,4,830,66,10
201336,5,132,2,0
201336,6,430,1,0
201336,7,234,0,0
201336,8,321,1,0
201336,9,274,1,0
201336,10,102,1,0
201337,1,81,0,0
201337,2,318,0,0
201337,3,262,0,0
201337,4,822,56,3
201337,5,161,0,0
201337,6,440,1,2
201337,7,265,0,0
201337,8,443,2,0
201337,9,290,1,0
201337,10,151,0,0
201338,1,92,1,0
201338,2,359,3,0
201338,3,280,0,0
201338,4,852,52,14
201338,5,206,0,0
201338,6,539,0,3
201338,7,252,0,0
201338,8,489,1,2
201338,9,284,2,0
201338,10,149,1,1
201339,1,126,0,0
201339,2,516,4,1
201339,3,325,1,0
201339,4,1036,95,13
201339,5,200,1,0
201339,6,567,0,2
201339,7,280,0,0
201339,8,483,2,0
201339,9,357,1,0
201339,10,188,2,0
201340,1,132,0,0
201340,2,473,2,1
201340,3,342,0,0
201340,4,1160,77,15
201340,5,277,3,1
201340,6,483,4,0
201340,7,316,1,1
201340,8,589,4,3
201340,9,312,1,1
201340,10,197,1,1
201341,1,156,0,0
201341,2,493,1,0
201341,3,363,0,0
201341,4,1313,107,22
201341,5,326,1,0
201341,6,665,5,2
201341,7,360,0,1
201341,8,680,2,1
201341,9,481,3,1
201341,10,200,4,1
201342,1,175,0,0
201342,2,524,1,0
201342,3,384,0,1
201342,4,1269,82,14
201342,5,341,1,1
201342,6,612,2,3
201342,7,342,0,1
201342,8,663,4,2
201342,9,485,4,0
201342,10,189,0,0
201343,1,135,1,0
201343,2,533,0,0
201343,3,387,3,0
201343,4,1372,88,11
201343,5,293,2,0
201343,6,678,9,3
201343,7,323,1,0
201343,8,639,2,0
201343,9,395,2,0
201343,10,173,0,0
201344,1,178,0,0
201344,2,542,3,0
201344,3,386,0,0
201344,4,1445,114,22
201344,5,313,3,0
201344,6,719,11,2
201344,7,382,0,1
201344,8,699,12,1
201344,9,424,1,2
201344,10,204,1,1
201345,1,188,0,0
201345,2,614,5,2
201345,3,455,1,1
201345,4,1564,144,17
201345,5,324,4,2
201345,6,830,29,6
201345,7,375,0,1
201345,8,729,12,4
201345,9,467,4,1
201345,10,230,0,1
201346,1,196,1,0
201346,2,631,4,3
201346,3,471,1,0
201346,4,1593,129,21
201346,5,275,3,0
201346,6,1000,48,6
201346,7,349,4,0
201346,8,729,29,2
201346,9,460,4,1
201346,10,233,3,0
201347,1,169,1,0
201347,2,650,4,0
201347,3,443,2,0
201347,4,1776,152,44
201347,5,311,8,0
201347,6,986,52,2
201347,7,385,3,0
201347,8,838,53,0
201347,9,511,4,0
201347,10,247,4,0
201348,1,164,2,0
201348,2,596,14,1
201348,3,402,6,1
201348,4,1873,198,27
201348,5,305,15,1
201348,6,1084,105,4
201348,7,327,11,1
201348,8,828,93,1
201348,9,474,8,1
201348,10,247,7,0
201349,1,233,6,0
201349,2,775,18,8
201349,3,547,22,0
201349,4,2274,342,34
201349,5,436,36,1
201349,6,1505,229,5
201349,7,388,15,0
201349,8,1134,130,3
201349,9,492,6,2
201349,10,260,7,0
201350,1,205,3,0
201350,2,750,31,3
201350,3,538,16,1
201350,4,2317,337,25
201350,5,460,60,2
201350,6,1793,401,8
201350,7,361,38,0
201350,8,1176,225,1
201350,9,500,10,1
201350,10,300,19,0
201351,1,194,5,0
201351,2,864,69,1
201351,3,619,62,1
201351,4,2748,519,32
201351,5,712,148,0
201351,6,3209,1018,20
201351,7,396,41,0
201351,8,1571,401,0
201351,9,578,35,1
201351,10,371,48,1
201352,1,211,7,1
201352,2,985,134,2
201352,3,692,80,0
201352,4,2886,519,55
201352,5,805,218,0
201352,6,3588,1017,18
201352,7,390,57,0
201352,8,2105,611,3
201352,9,697,58,2
201352,10,410,74,2
201401,1,293,24,0
201401,2,1130,163,2
201401,3,938,128,1
201401,4,2773,383,44
201401,5,1159,295,0
201401,6,3373,816,19
201401,7,496,69,0
201401,8,2628,655,1
201401,9,939,113,2
201401,10,500,98,0
201402,1,351,49,0
201402,2,1306,180,0
201402,3,974,165,0
201402,4,2611,300,51
201402,5,1113,229,0
201402,6,2880,557,21
201402,7,453,59,0
201402,8,2448,452,0
201402,9,1064,182,3
201402,10,598,100,0
201403,1,358,44,1
201403,2,1263,219,2
201403,3,1000,181,0
201403,4,2185,267,55
201403,5,998,147,0
201403,6,2636,447,21
201403,7,495,55,0
201403,8,2170,332,4
201403,9,1195,184,4
201403,10,534,75,3
201404,1,402,45,1
201404,2,1369,268,6
201404,3,1027,185,1
201404,4,2163,216,63
201404,5,896,129,0
201404,6,2235,281,34
201404,7,445,30,0
201404,8,1897,206,5
201404,9,1267,190,3
201404,10,509,55,0
201405,1,413,57,0
201405,2,1295,168,8
201405,3,1014,155,3
201405,4,2090,232,62
201405,5,664,69,1
201405,6,1849,173,31
201405,7,440,33,0
201405,8,1643,151,3
201405,9,1192,149,13
201405,10,487,44,0
201406,1,318,39,0
201406,2,1142,173,15
201406,3,923,147,2
201406,4,2011,151,71
201406,5,572,44,0
201406,6,1478,105,36
201406,7,431,24,0
201406,8,1445,83,0
201406,9,990,86,9
201406,10,432,28,2
201407,1,362,40,2
201407,2,1094,145,23
201407,3,869,142,2
201407,4,1591,120,42
201407,5,550,32,0
201407,6,1425,96,41
201407,7,403,18,0
201407,8,1358,60,1
201407,9,1126,67,10
201407,10,459,42,0
201408,1,367,31,2
201408,2,971,81,18
201408,3,868,116,3
201408,4,1535,84,44
201408,5,513,22,3
201408,6,1442,62,54
201408,7,400,9,0
201408,8,1366,39,4
201408,9,949,58,4
201408,10,387,24,5
201409,1,355,24,2
201409,2,948,78,39
201409,3,720,66,4
201409,4,1491,60,40
201409,5,505,11,2
201409,6,1209,47,51
201409,7,449,10,0
201409,8,1235,24,6
201409,9,987,49,8
201409,10,363,12,2
201410,1,324,30,4
201410,2,894,45,50
201410,3,665,58,6
201410,4,1371,48,32
201410,5,471,23,2
201410,6,1219,41,59
201410,7,388,12,1
201410,8,1237,27,7
201410,9,862,26,2
201410,10,314,6,2
201411,1,383,40,4
201411,2,941,57,85
201411,3,685,36,11
201411,4,1334,43,22
201411,5,412,15,7
201411,6,990,17,51
201411,7,443,9,0
201411,8,1071,22,7
201411,9,784,17,4
201411,10,300,6,1
201412,1,335,39,11
201412,2,977,60,110
201412,3,650,35,14
201412,4,1301,74,38
201412,5,367,13,6
201412,6,919,13,59
201412,7,327,6,0
201412,8,992,14,12
201412,9,665,9,5
201412,10,248,3,3
201413,1,381,38,20
201413,2,1099,68,149
201413,3,609,33,22
201413,4,1270,70,33
201413,5,305,6,8
201413,6,694,9,51
201413,7,349,3,1
201413,8,898,22,16
201413,9,629,10,7
201413,10,251,1,6
201414,1,362,24,25
201414,2,1072,82,161
201414,3,497,20,30
201414,4,1138,53,29
201414,5,300,14,10
201414,6,793,20,57
201414,7,352,10,1
201414,8,793,13,15
201414,9,548,4,5
201414,10,237,0,7
201415,1,429,47,28
201415,2,1093,74,153
201415,3,493,21,39
201415,4,1075,76,30
201415,5,286,7,9
201415,6,729,12,39
201415,7,329,11,3
201415,8,763,13,14
201415,9,512,5,9
201415,10,232,3,5
201416,1,361,43,32
201416,2,1004,65,107
201416,3,442,22,27
201416,4,995,63,45
201416,5,268,7,7
201416,6,717,7,27
201416,7,343,8,3
201416,8,716,6,19
201416,9,432,3,10
201416,10,233,1,5
201417,1,379,22,38
201417,2,846,52,63
201417,3,437,13,15
201417,4,1058,72,48
201417,5,251,8,14
201417,6,617,4,23
201417,7,334,9,6
201417,8,726,15,21
201417,9,433,0,5
201417,10,178,1,2
201418,1,321,7,37
201418,2,689,29,40
201418,3,427,18,24
201418,4,1149,89,74
201418,5,250,5,13
201418,6,629,2,30
201418,7,333,8,8
201418,8,621,12,21
201418,9,356,2,9
201418,10,149,0,3
201419,1,225,5,13
201419,2,674,21,38
201419,3,358,11,12
201419,4,1013,72,61
201419,5,226,2,7
201419,6,602,6,16
201419,7,365,5,4
201419,8,587,18,22
201419,9,365,4,5
201419,10,176,3,4
201420,1,240,3,9
201420,2,644,23,25
201420,3,325,6,4
201420,4,1002,63,55
201420,5,192,4,5
201420,6,579,5,21
201420,7,320,3,3
201420,8,636,9,27
201420,9,378,7,7
201420,10,162,3,1
201421,1,201,2,4
201421,2,551,12,7
201421,3,314,5,1
201421,4,844,37,51
201421,5,229,5,8
201421,6,528,1,13
201421,7,330,2,2
201421,8,599,10,24
201421,9,395,6,8
201421,10,159,0,1
201422,1,167,0,1
201422,2,515,4,5
201422,3,285,2,3
201422,4,865,45,56
201422,5,236,2,1
201422,6,528,2,4
201422,7,303,3,2
201422,8,570,18,13
201422,9,468,16,15
201422,10,152,0,1
201423,1,210,2,0
201423,2,437,3,1
201423,3,293,0,0
201423,4,744,30,45
201423,5,192,1,1
201423,6,495,5,13
201423,7,300,0,0
201423,8,577,7,15
201423,9,433,12,8
201423,10,111,0,1
201424,1,158,0,0
201424,2,441,1,1
201424,3,228,1,1
201424,4,755,30,47
201424,5,179,0,0
201424,6,475,13,8
201424,7,286,1,0
201424,8,528,1,6
201424,9,454,8,13
201424,10,171,1,4
201425,1,147,1,0
201425,2,369,1,1
201425,3,287,0,0
201425,4,648,26,31
201425,5,140,0,2
201425,6,441,2,2
201425,7,243,0,0
201425,8,496,6,5
201425,9,495,9,12
201425,10,160,3,4
201426,1,127,0,2
201426,2,380,1,0
201426,3,236,0,0
201426,4,522,20,25
201426,5,157,1,1
201426,6,388,0,2
201426,7,245,0,0
201426,8,417,2,5
201426,9,393,6,7
201426,10,115,2,1
201427,1,121,0,0
201427,2,390,1,0
201427,3,178,0,1
201427,4,559,19,38
201427,5,120,0,0
201427,6,338,0,1
201427,7,214,0,0
201427,8,369,1,4
201427,9,376,4,4
201427,10,135,2,2
201428,1,125,0,0
201428,2,374,3,0
201428,3,172,0,1
201428,4,525,22,22
201428,5,115,1,0
201428,6,362,0,2
201428,7,244,2,0
201428,8,377,0,0
201428,9,318,7,6
201428,10,114,1,2
201429,1,113,0,0
201429,2,342,2,0
201429,3,205,0,0
201429,4,556,15,18
201429,5,108,0,0
201429,6,409,0,2
201429,7,229,0,1
201429,8,442,0,1
201429,9,335,3,9
201429,10,105,1,0
201430,1,103,0,0
201430,2,358,0,0
201430,3,196,0,0
201430,4,569,18,18
201430,5,111,0,0
201430,6,327,0,1
201430,7,237,0,1
201430,8,374,1,0
201430,9,390,8,8
201430,10,133,0,1
201431,1,84,0,0
201431,2,330,2,0
201431,3,212,0,0
201431,4,531,12,1
201431,5,116,0,0
201431,6,298,0,0
201431,7,257,0,0
201431,8,376,2,0
201431,9,294,10,1
201431,10,110,2,0
201432,1,81,0,0
201432,2,258,0,0
201432,3,222,0,0
201432,4,581,6,6
201432,5,94,0,0
201432,6,295,2,0
201432,7,282,0,0
201432,8,386,0,2
201432,9,316,8,3
201432,10,128,0,1
201433,1,131,0,0
201433,2,309,2,0
201433,3,191,0,0
201433,4,683,16,16
201433,5,140,3,0
201433,6,281,1,0
201433,7,324,0,0
201433,8,433,0,1
201433,9,334,5,3
201433,10,117,0,1
201434,1,88,0,1
201434,2,267,2,0
201434,3,227,0,0
201434,4,687,13,19
201434,5,136,1,1
201434,6,276,0,2
201434,7,438,0,0
201434,8,447,1,0
201434,9,327,5,1
201434,10,103,0,0
201435,1,91,0,0
201435,2,292,0,0
201435,3,242,0,0
201435,4,882,17,17
201435,5,124,0,1
201435,6,339,0,3
201435,7,676,0,0
201435,8,493,1,0
201435,9,371,9,4
201435,10,108,1,0
201436,1,100,0,0
201436,2,310,1,0
201436,3,324,0,0
201436,4,834,23,14
201436,5,136,0,0
201436,6,431,0,1
201436,7,524,3,0
201436,8,639,0,1
201436,9,395,7,1
201436,10,110,0,0
201437,1,124,0,0
201437,2,326,1,0
201437,3,401,0,0
201437,4,950,24,5
201437,5,322,1,0
201437,6,578,0,2
201437,7,520,1,0
201437,8,858,0,0
201437,9,406,6,0
201437,10,157,0,0
201438,1,137,0,0
201438,2,461,0,0
201438,3,437,1,0
201438,4,1069,17,35
201438,5,272,1,0
201438,6,614,3,4
201438,7,469,2,0
201438,8,806,2,3
201438,9,464,9,1
201438,10,211,0,0
201439,1,155,1,0
201439,2,538,0,2
201439,3,408,0,0
201439,4,1195,26,27
201439,5,276,0,2
201439,6,689,6,13
201439,7,449,0,1
201439,8,764,2,0
201439,9,485,17,2
201439,10,234,2,0
201440,1,383,7,1
201440,2,1085,1,3
201440,3,664,4,4
201440,4,2272,68,56
201440,5,835,3,1
201440,6,991,7,11
201440,7,629,6,2
201440,8,768,2,3
201440,9,723,7,2
201440,10,312,1,0
201441,1,420,2,1
201441,2,1113,7,2
201441,3,839,4,4
201441,4,2900,98,83
201441,5,934,10,2
201441,6,1209,18,25
201441,7,656,7,0
201441,8,762,1,0
201441,9,729,10,6
201441,10,350,3,3
201442,1,444,2,2
201442,2,1197,6,6
201442,3,817,6,1
201442,4,3160,138,86
201442,5,1045,7,4
201442,6,1393,28,29
201442,7,622,6,3
201442,8,784,3,1
201442,9,712,10,3
201442,10,375,3,1
201443,1,416,1,1
201443,2,1150,1,0
201443,3,837,7,5
201443,4,3008,134,59
201443,5,974,18,3
201443,6,1321,45,24
201443,7,598,3,3
201443,8,711,2,2
201443,9,690,3,1
201443,10,368,8,0
201444,1,413,2,3
201444,2,1072,3,5
201444,3,817,13,6
201444,4,3091,165,59
201444,5,1044,26,4
201444,6,1315,76,20
201444,7,607,4,7
201444,8,726,9,1
201444,9,682,18,1
201444,10,382,10,1
201445,1,490,0,3
201445,2,1159,9,3
201445,3,919,13,6
201445,4,3436,276,66
201445,5,1259,71,3
201445,6,1420,123,32
201445,7,673,29,6
201445,8,714,10,3
201445,9,796,4,4
201445,10,372,20,0
201446,1,469,3,3
201446,2,1208,12,5
201446,3,908,13,3
201446,4,3695,302,73
201446,5,1520,117,3
201446,6,1694,210,28
201446,7,717,39,6
201446,8,774,15,1
201446,9,730,6,2
201446,10,408,16,2
201447,1,530,5,1
201447,2,1242,13,0
201447,3,903,37,7
201447,4,4231,454,63
201447,5,1840,274,1
201447,6,2368,480,40
201447,7,925,83,2
201447,8,879,46,3
201447,9,712,5,2
201447,10,403,29,3
201448,1,439,9,0
201448,2,1225,33,3
201448,3,1053,51,5
201448,4,5190,738,65
201448,5,2342,508,6
201448,6,2869,656,67
201448,7,1055,140,6
201448,8,995,122,2
201448,9,746,13,0
201448,10,381,19,2
201449,1,628,21,0
201449,2,1469,111,1
201449,3,1286,92,6
201449,4,5184,728,77
201449,5,3587,865,23
201449,6,3430,769,64
201449,7,1235,152,4
201449,8,1500,310,5
201449,9,783,27,4
201449,10,528,32,3
201450,1,709,48,1
201450,2,1755,195,6
201450,3,1492,171,8
201450,4,5899,996,61
201450,5,5615,1523,21
201450,6,4350,1122,99
201450,7,1584,320,4
201450,8,1977,552,6
201450,9,901,49,0
201450,10,589,81,8
201451,1,964,86,3
201451,2,2472,405,2
201451,3,2443,491,10
201451,4,8133,1789,73
201451,5,7351,2299,26
201451,6,4353,1207,85
201451,7,1910,377,4
201451,8,2756,964,11
201451,9,1077,89,3
201451,10,870,212,9
201452,1,1081,171,0
201452,2,2965,757,6
201452,3,3887,1063,13
201452,4,10203,2452,121
201452,5,7296,2269,19
201452,6,4443,1230,92
201452,7,2027,426,21
201452,8,2872,974,8
201452,9,1568,183,8
201452,10,1033,253,15
201453,1,1478,190,8
201453,2,3563,839,10
201453,3,4569,1094,34
201453,4,8607,1451,112
201453,5,6227,1327,31
201453,6,3882,873,66
201453,7,2044,336,10
201453,8,3000,892,19
201453,9,1766,210,10
201453,10,1276,308,12
201501,1,1830,239,5
201501,2,3929,794,10
201501,3,4025,781,21
201501,4,6536,713,90
201501,5,4924,708,17
201501,6,3696,678,72
201501,7,1797,237,5
201501,8,2510,565,8
201501,9,2058,385,18
201501,10,1543,355,16
201502,1,2110,383,13
201502,2,3673,768,22
201502,3,3398,591,17
201502,4,5523,545,86
201502,5,3825,407,27
201502,6,3667,802,96
201502,7,1673,227,8
201502,8,2293,362,22
201502,9,2411,523,28
201502,10,1694,371,17
201503,1,2315,482,10
201503,2,3590,834,16
201503,3,3287,600,21
201503,4,5261,459,105
201503,5,3271,302,32
201503,6,3622,642,113
201503,7,1532,185,9
201503,8,2132,279,23
201503,9,2751,588,29
201503,10,1543,292,9
201504,1,2249,452,12
201504,2,3429,768,18
201504,3,2791,415,15
201504,4,4902,369,75
201504,5,2916,190,39
201504,6,3501,487,126
201504,7,1422,140,18
201504,8,2102,177,50
201504,9,2581,498,32
201504,10,1353,199,12
201505,1,2118,374,18
201505,2,3153,629,35
201505,3,2589,313,21
201505,4,4817,312,99
201505,5,2594,149,62
201505,6,2952,296,144
201505,7,1310,70,15
201505,8,2232,158,79
201505,9,2355,424,28
201505,10,1341,163,5
201506,1,1844,273,18
201506,2,2957,490,42
201506,3,2247,220,19
201506,4,4847,281,141
201506,5,2495,102,66
201506,6,2850,216,189
201506,7,1133,55,30
201506,8,2162,103,79
201506,9,2154,253,36
201506,10,1018,74,10
201507,1,1602,164,25
201507,2,2522,358,44
201507,3,1937,152,34
201507,4,4492,234,146
201507,5,2477,57,108
201507,6,2657,136,215
201507,7,1387,70,72
201507,8,1964,81,89
201507,9,1968,189,39
201507,10,910,47,12
201508,1,1264,148,32
201508,2,2334,226,41
201508,3,1786,102,28
201508,4,4389,166,219
201508,5,2264,59,134
201508,6,2258,88,153
201508,7,1179,34,57
201508,8,1983,55,124
201508,9,1711,97,36
201508,10,804,39,12
201509,1,1088,91,25
201509,2,2054,172,70
201509,3,1517,95,44
201509,4,4288,143,283
201509,5,2160,40,184
201509,6,2228,83,173
201509,7,1222,34,90
201509,8,1695,30,110
201509,9,1502,58,33
201509,10,679,26,14
201510,1,1071,84,31
201510,2,2188,120,120
201510,3,1343,49,52
201510,4,3869,66,252
201510,5,2442,41,317
201510,6,2218,51,219
201510,7,1200,29,101
201510,8,1640,37,133
201510,9,1504,39,45
201510,10,622,18,15
201511,1,1061,66,56
201511,2,2107,86,157
201511,3,1217,29,68
201511,4,3646,66,233
201511,5,2320,33,279
201511,6,1903,23,142
201511,7,978,20,82
201511,8,1588,13,100
201511,9,1413,29,44
201511,10,598,16,21
201512,1,1078,44,69
201512,2,2039,49,202
201512,3,1191,21,74
201512,4,3072,43,153
201512,5,2477,34,323
201512,6,1644,14,79
201512,7,982,21,92
201512,8,1399,2,84
201512,9,1214,13,32
201512,10,520,6,16
201513,1,970,18,83
201513,2,1784,50,201
201513,3,1088,13,65
201513,4,2760,19,115
201513,5,2242,21,313
201513,6,1560,15,86
201513,7,797,5,60
201513,8,1313,6,72
201513,9,938,8,20
201513,10,491,9,22
201514,1,1128,27,76
201514,2,1773,19,162
201514,3,984,6,56
201514,4,2525,30,102
201514,5,2178,18,284
201514,6,1463,9,62
201514,7,801,2,60
201514,8,1225,8,76
201514,9,844,10,27
201514,10,568,3,19
201515,1,1043,14,84
201515,2,1652,17,123
201515,3,898,10,45
201515,4,2371,21,89
201515,5,1780,7,186
201515,6,1386,5,32
201515,7,691,2,39
201515,8,1194,2,64
201515,9,793,13,22
201515,10,495,4,12
201516,1,898,6,58
201516,2,1393,3,81
201516,3,805,5,27
201516,4,2163,10,69
201516,5,1473,8,113
201516,6,1241,4,24
201516,7,673,2,26
201516,8,1134,4,56
201516,9,730,6,23
201516,10,397,1,14
201517,1,732,7,43
201517,2,1328,12,47
201517,3,728,5,31
201517,4,2228,12,74
201517,5,1315,5,81
201517,6,1032,0,12
201517,7,608,1,19
201517,8,1010,2,53
201517,9,599,2,10
201517,10,359,2,13
201518,1,600,2,37
201518,2,1181,5,23
201518,3,673,2,22
201518,4,2005,10,65
201518,5,1172,4,68
201518,6,987,0,15
201518,7,541,1,15
201518,8,975,0,42
201518,9,614,2,32
201518,10,334,0,14
201519,1,496,3,15
201519,2,1053,5,23
201519,3,636,1,10
201519,4,1901,12,53
201519,5,1066,3,20
201519,6,884,2,14
201519,7,531,0,5
201519,8,1011,0,29
201519,9,644,1,27
201519,10,334,2,23
201520,1,484,1,7
201520,2,938,2,16
201520,3,528,0,13
201520,4,1755,7,49
201520,5,870,7,12
201520,6,860,1,7
201520,7,442,0,4
201520,8,967,0,19
201520,9,676,3,23
201520,10,320,0,14
201521,1,386,1,3
201521,2,896,5,6
201521,3,528,0,5
201521,4,1632,9,36
201521,5,784,7,7
201521,6,789,1,6
201521,7,390,0,3
201521,8,858,0,17
201521,9,710,1,26
201521,10,289,1,9
201522,1,326,2,1
201522,2,747,2,4
201522,3,512,0,3
201522,4,1453,8,34
201522,5,641,1,3
201522,6,740,5,9
201522,7,373,0,1
201522,8,800,3,8
201522,9,619,4,23
201522,10,287,0,8
201523,1,309,2,1
201523,2,865,3,1
201523,3,458,0,2
201523,4,1303,9,30
201523,5,626,0,2
201523,6,701,4,4
201523,7,356,0,1
201523,8,714,4,4
201523,9,676,10,21
201523,10,254,0,7
201524,1,282,1,1
201524,2,799,2,0
201524,3,448,1,1
201524,4,1252,9,10
201524,5,542,1,1
201524,6,645,5,1
201524,7,351,0,0
201524,8,636,1,5
201524,9,557,5,9
201524,10,233,1,7
201525,1,218,0,1
201525,2,725,2,0
201525,3,358,1,1
201525,4,1153,7,8
201525,5,502,1,0
201525,6,606,0,4
201525,7,303,1,0
201525,8,599,4,0
201525,9,543,12,10
201525,10,120,0,0
201526,1,213,1,1
201526,2,664,1,0
201526,3,274,0,2
201526,4,1120,20,6
201526,5,450,1,3
201526,6,604,2,1
201526,7,339,0,0
201526,8,557,1,0
201526,9,429,8,6
201526,10,232,2,6
201527,1,222,2,0
201527,2,738,3,1
201527,3,337,0,1
201527,4,1104,6,13
