5966100 5989604 5984210 5982246 6036064 6104022 6141926
15119466 15234944 15373058 15528950 15674110 15823182 15949256
34922420 35197232 35513256 35788900 36121588 36514360 36889024
13858546 14254900 14450682 14665060 14874630 15055174 15153662
8855642 9090758 9516462 9877836 10256170 10629066 11008864
