3578224 3608492 3609892 3611818 3620650 3604372 3564950
9710704 9637582 9567142 9507500 9447324 9410938 9384336
25599966 25611674 25597678 25545818 25449072 25320744 25212668
11082762 11343288 11434236 11570206 11700356 11790152 11812390
7696930 7821464 8085788 8293808 8493668 8699294 8896802
