HHS	DVD	age	rcu	pi	flu	allcause	pop	AH1P	AH3	B	RSV
2	201208	4	419	47	0	643	11396783	0.000527316804734683	0.000324502649067497	0.000232314396491504	0.00416949362967933
2	201208	5	2524	315	1	3203	7996082	0.000527316804734683	0.000324502649067497	0.000232314396491504	0.00416949362967933
2	201209	1	2	1	0	37	3609691	0.000204224148311541	0.000168706905126925	0.000124310351146155	0.00276254557378179
2	201209	2	4	0	0	7	9589922	0.000204224148311541	0.000168706905126925	0.000124310351146155	0.00276254557378179
2	201209	3	101	11	0	252	25605378	0.000204224148311541	0.000168706905126925	0.000124310351146155	0.00276254557378179
2	201209	4	429	36	0	697	11398565	0.000204224148311541	0.000168706905126925	0.000124310351146155	0.00276254557378179
2	201209	5	2608	291	0	3346	8001001	0.000204224148311541	0.000168706905126925	0.000124310351146155	0.00276254557378179
2	201210	1	9	2	0	45	3609713	0.000500868102311327	0.000393539223244614	0.000243929270606166	0.00193002487312479
2	201210	2	3	1	0	14	9588613	0.000500868102311327	0.000393539223244614	0.000243929270606166	0.00193002487312479
2	201210	3	99	15	0	258	25605062	0.000500868102311327	0.000393539223244614	0.000243929270606166	0.00193002487312479
2	201210	4	386	37	1	623	11400365	0.000500868102311327	0.000393539223244614	0.000243929270606166	0.00193002487312479
2	201210	5	2531	311	0	3224	8005901	0.000500868102311327	0.000393539223244614	0.000243929270606166	0.00193002487312479
2	201211	1	6	0	0	30	3609733	0.000916265536174807	0.00135447948825841	0.000309647048786348	0.0016949101617779
2	201211	2	4	0	0	10	9587309	0.000916265536174807	0.00135447948825841	0.000309647048786348	0.0016949101617779
2	201211	3	120	8	0	306	25604735	0.000916265536174807	0.00135447948825841	0.000309647048786348	0.0016949101617779
2	201211	4	426	27	0	670	11402183	0.000916265536174807	0.00135447948825841	0.000309647048786348	0.0016949101617779
2	201211	5	2579	295	0	3266	8010781	0.000916265536174807	0.00135447948825841	0.000309647048786348	0.0016949101617779
2	201212	1	8	0	0	44	3609753	0.000880056382278891	0.000733380318565743	0.000504198969013948	0.000899899425708439
2	201212	2	3	1	0	13	9586009	0.000880056382278891	0.000733380318565743	0.000504198969013948	0.000899899425708439
2	201212	3	105	11	0	261	25604396	0.000880056382278891	0.000733380318565743	0.000504198969013948	0.000899899425708439
2	201212	4	416	37	0	655	11404021	0.000880056382278891	0.000733380318565743	0.000504198969013948	0.000899899425708439
2	201212	5	2382	244	0	3035	8015642	0.000880056382278891	0.000733380318565743	0.000504198969013948	0.000899899425708439
2	201213	1	7	0	0	39	3609771	0.000287497076706239	0.000251559942117959	0.000449214182353498	0.00110973470076378
2	201213	2	2	1	0	11	9584714	0.000287497076706239	0.000251559942117959	0.000449214182353498	0.00110973470076378
2	201213	3	124	14	0	281	25604045	0.000287497076706239	0.000251559942117959	0.000449214182353498	0.00110973470076378
2	201213	4	351	30	0	565	11405878	0.000287497076706239	0.000251559942117959	0.000449214182353498	0.00110973470076378
2	201213	5	2412	250	0	3103	8020482	0.000287497076706239	0.000251559942117959	0.000449214182353498	0.00110973470076378
2	201214	1	9	0	0	37	3609788	0.000268047649840292	0.000363778953354682	0.00028081182364221	0.000478354526078213
2	201214	2	2	1	1	8	9583423	0.000268047649840292	0.000363778953354682	0.00028081182364221	0.000478354526078213
2	201214	3	122	11	0	283	25603681	0.000268047649840292	0.000363778953354682	0.00028081182364221	0.000478354526078213
2	201214	4	425	52	1	633	11407756	0.000268047649840292	0.000363778953354682	0.00028081182364221	0.000478354526078213
2	201214	5	2469	254	1	3151	8025301	0.000268047649840292	0.000363778953354682	0.00028081182364221	0.000478354526078213
2	201215	1	14	0	0	39	3609804	0.000238070650712017	0.000389570155710573	0.000502112645138072	0.000589797757800051
2	201215	2	6	2	0	24	9582138	0.000238070650712017	0.000389570155710573	0.000502112645138072	0.000589797757800051
2	201215	3	122	11	0	302	25603305	0.000238070650712017	0.000389570155710573	0.000502112645138072	0.000589797757800051
2	201215	4	404	30	1	628	11409654	0.000238070650712017	0.000389570155710573	0.000502112645138072	0.000589797757800051
2	201215	5	2473	255	1	3194	8030098	0.000238070650712017	0.000389570155710573	0.000502112645138072	0.000589797757800051
2	201216	1	6	1	0	44	3609819	0.00042635696230051	0.000581395857682514	0.000549683356354377	0.000678621427597996
2	201216	2	7	1	0	14	9580857	0.00042635696230051	0.000581395857682514	0.000549683356354377	0.000678621427597996
2	201216	3	132	17	0	292	25602916	0.00042635696230051	0.000581395857682514	0.000549683356354377	0.000678621427597996
2	201216	4	415	47	0	643	11411573	0.00042635696230051	0.000581395857682514	0.000549683356354377	0.000678621427597996
2	201216	5	2635	279	0	3332	8034874	0.00042635696230051	0.000581395857682514	0.000549683356354377	0.000678621427597996
2	201217	1	7	0	0	37	3609832	0.000235926116112235	0.000438148501351293	0.000577778243540167	0.000171022360087889
2	201217	2	6	0	0	11	9579582	0.000235926116112235	0.000438148501351293	0.000577778243540167	0.000171022360087889
2	201217	3	123	18	1	253	25602513	0.000235926116112235	0.000438148501351293	0.000577778243540167	0.000171022360087889
2	201217	4	423	48	0	684	11413515	0.000235926116112235	0.000438148501351293	0.000577778243540167	0.000171022360087889
2	201217	5	2422	261	1	3068	8039626	0.000235926116112235	0.000438148501351293	0.000577778243540167	0.000171022360087889
2	201218	1	7	2	0	39	3609845	0.000218338485137116	0.000742350849466193	0.000840603167777895	0.000127498893172661
2	201218	2	4	1	0	18	9578312	0.000218338485137116	0.000742350849466193	0.000840603167777895	0.000127498893172661
2	201218	3	113	13	0	281	25602096	0.000218338485137116	0.000742350849466193	0.000840603167777895	0.000127498893172661
2	201218	4	409	27	0	654	11415478	0.000218338485137116	0.000742350849466193	0.000840603167777895	0.000127498893172661
2	201218	5	2468	281	2	3157	8044356	0.000218338485137116	0.000742350849466193	0.000840603167777895	0.000127498893172661
2	201219	1	8	1	0	33	3609856	0.00011465716255184	0.00120390020679432	0.000709992429647935	0.00020285497989941
2	201219	2	2	1	1	8	9577047	0.00011465716255184	0.00120390020679432	0.000709992429647935	0.00020285497989941
2	201219	3	133	17	0	265	25601666	0.00011465716255184	0.00120390020679432	0.000709992429647935	0.00020285497989941
2	201219	4	402	49	0	648	11417464	0.00011465716255184	0.00120390020679432	0.000709992429647935	0.00020285497989941
2	201219	5	2345	261	0	3025	8049061	0.00011465716255184	0.00120390020679432	0.000709992429647935	0.00020285497989941
2	201220	1	4	0	0	25	3609865	6.5508214671664e-05	0.00065508214671664	0.000720590361388304	0.000231098423980593
2	201220	2	1	0	0	8	9575788	6.5508214671664e-05	0.00065508214671664	0.000720590361388304	0.000231098423980593
2	201220	3	118	8	0	287	25601221	6.5508214671664e-05	0.00065508214671664	0.000720590361388304	0.000231098423980593
2	201220	4	408	32	0	653	11419474	6.5508214671664e-05	0.00065508214671664	0.000720590361388304	0.000231098423980593
2	201220	5	2360	255	1	3024	8053743	6.5508214671664e-05	0.00065508214671664	0.000720590361388304	0.000231098423980593
2	201221	1	5	0	0	38	3609873	8.94791824319585e-05	0.00062635427702371	0.000357916729727834	0.000164157297093217
2	201221	2	2	0	0	8	9574535	8.94791824319585e-05	0.00062635427702371	0.000357916729727834	0.000164157297093217
2	201221	3	118	16	0	289	25600761	8.94791824319585e-05	0.00062635427702371	0.000357916729727834	0.000164157297093217
2	201221	4	412	36	0	647	11421507	8.94791824319585e-05	0.00062635427702371	0.000357916729727834	0.000164157297093217
2	201221	5	2275	257	0	2939	8058399	8.94791824319585e-05	0.00062635427702371	0.000357916729727834	0.000164157297093217
2	201222	1	6	1	0	33	3609880	0	0	0.000411557427125153	0.000120111180448542
2	201222	2	3	1	0	11	9573288	0	0	0.000411557427125153	0.000120111180448542
2	201222	3	116	11	0	296	25600287	0	0	0.000411557427125153	0.000120111180448542
2	201222	4	394	33	0	626	11423565	0	0	0.000411557427125153	0.000120111180448542
2	201222	5	2259	234	1	2911	8063031	0	0	0.000411557427125153	0.000120111180448542
2	201223	1	9	0	0	35	3609885	3.32619200874461e-05	9.97857602623383e-05	0	6.20086474028407e-05
2	201223	2	6	1	1	17	9572046	3.32619200874461e-05	9.97857602623383e-05	0	6.20086474028407e-05
2	201223	3	123	13	0	287	25599797	3.32619200874461e-05	9.97857602623383e-05	0	6.20086474028407e-05
2	201223	4	390	47	0	613	11425647	3.32619200874461e-05	9.97857602623383e-05	0	6.20086474028407e-05
2	201223	5	2298	256	1	2940	8067636	3.32619200874461e-05	9.97857602623383e-05	0	6.20086474028407e-05
2	201224	1	7	1	0	32	3609889	0	0	0.000373590474807489	5.87303803190812e-05
2	201224	2	7	0	0	15	9570811	0	0	0.000373590474807489	5.87303803190812e-05
2	201224	3	119	12	0	303	25599291	0	0	0.000373590474807489	5.87303803190812e-05
2	201224	4	407	28	0	615	11427755	0	0	0.000373590474807489	5.87303803190812e-05
2	201224	5	2312	212	0	2956	8072215	0	0	0.000373590474807489	5.87303803190812e-05
2	201225	1	8	1	0	32	3609892	0	0	0	6.71286109598645e-05
2	201225	2	1	0	0	13	9569581	0	0	0	6.71286109598645e-05
2	201225	3	153	13	0	364	25598770	0	0	0	6.71286109598645e-05
2	201225	4	396	39	0	637	11429889	0	0	0	6.71286109598645e-05
2	201225	5	2347	238	0	3017	8076767	0	0	0	6.71286109598645e-05
2	201226	1	3	0	0	41	3609893	0	0	0	6.75262105515161e-05
2	201226	2	5	1	0	13	9568359	0	0	0	6.75262105515161e-05
2	201226	3	138	11	0	334	25598232	0	0	0	6.75262105515161e-05
2	201226	4	376	34	0	654	11432049	0	0	0	6.75262105515161e-05
2	201226	5	2308	244	0	3015	8081292	0	0	0	6.75262105515161e-05
2	201227	1	5	1	0	35	3609892	0	0	0	6.98677118750191e-05
2	201227	2	4	0	0	21	9567142	0	0	0	6.98677118750191e-05
2	201227	3	114	11	0	314	25597678	0	0	0	6.98677118750191e-05
2	201227	4	414	41	0	656	11434236	0	0	0	6.98677118750191e-05
2	201227	5	2282	226	0	2938	8085788	0	0	0	6.98677118750191e-05
2	201228	1	9	2	0	41	3609890	0	0.000205451226885996	0	0.000129979347621753
2	201228	2	7	0	0	22	9565932	0	0.000205451226885996	0	0.000129979347621753
2	201228	3	113	11	0	312	25597107	0	0.000205451226885996	0	0.000129979347621753
2	201228	4	398	26	0	629	11436450	0	0.000205451226885996	0	0.000129979347621753
2	201228	5	2289	240	0	2920	8090256	0	0.000205451226885996	0	0.000129979347621753
2	201229	1	4	0	0	34	3609886	0	0	0	0.000157039245096983
2	201229	2	0	0	0	17	9564728	0	0	0	0.000157039245096983
2	201229	3	130	19	0	319	25596519	0	0	0	0.000157039245096983
2	201229	4	349	33	0	585	11438691	0	0	0	0.000157039245096983
2	201229	5	2280	241	0	2939	8094696	0	0	0	0.000157039245096983
2	201230	1	11	1	0	38	3609881	0	0	0	0.000130651152881008
2	201230	2	1	0	0	11	9563531	0	0	0	0.000130651152881008
2	201230	3	111	11	0	282	25595914	0	0	0	0.000130651152881008
2	201230	4	407	31	0	628	11440959	0	0	0	0.000130651152881008
2	201230	5	2264	232	0	2931	8099109	0	0	0	0.000130651152881008
2	201231	1	4	0	0	27	3609876	0	0	0	0
2	201231	2	4	0	0	17	9562339	0	0	0	0
2	201231	3	120	7	0	318	25595292	0	0	0	0
2	201231	4	341	34	0	572	11443251	0	0	0	0
2	201231	5	2247	254	0	2924	8103494	0	0	0	0
2	201232	1	4	0	0	39	3609869	0	0	0	0.000246104657478227
2	201232	2	3	0	0	9	9561153	0	0	0	0.000246104657478227
2	201232	3	118	13	0	312	25594653	0	0	0	0.000246104657478227
2	201232	4	381	25	0	615	11445569	0	0	0	0.000246104657478227
2	201232	5	2285	256	0	2951	8107854	0	0	0	0.000246104657478227
2	201233	1	1	0	0	20	3609861	0	0	0	0.000105067772431491
2	201233	2	2	0	0	5	9559972	0	0	0	0.000105067772431491
2	201233	3	122	13	0	278	25593998	0	0	0	0.000105067772431491
2	201233	4	383	27	0	621	11447910	0	0	0	0.000105067772431491
2	201233	5	2242	254	0	2878	8112188	0	0	0	0.000105067772431491
2	201234	1	11	1	0	47	3609854	0	0	0	0.000180128465246093
2	201234	2	4	0	0	11	9558796	0	0	0	0.000180128465246093
2	201234	3	115	12	0	308	25593326	0	0	0	0.000180128465246093
2	201234	4	378	26	0	596	11450275	0	0	0	0.000180128465246093
2	201234	5	2317	259	0	2993	8116497	0	0	0	0.000180128465246093
2	201235	1	2	0	0	33	3609845	0	0	0	0.000101393393235675
2	201235	2	5	0	0	16	9557626	0	0	0	0.000101393393235675
2	201235	3	118	15	0	331	25592637	0	0	0	0.000101393393235675
2	201235	4	398	36	0	643	11452663	0	0	0	0.000101393393235675
2	201235	5	2295	227	0	2971	8120781	0	0	0	0.000101393393235675
2	201236	1	5	2	0	38	3609837	0	0	0	0.000229225739727338
2	201236	2	0	0	0	2	9556460	0	0	0	0.000229225739727338
2	201236	3	103	7	0	292	25591931	0	0	0	0.000229225739727338
2	201236	4	397	28	0	629	11455073	0	0	0	0.000229225739727338
2	201236	5	2276	240	0	3001	8125041	0	0	0	0.000229225739727338
2	201237	1	6	0	0	29	3609828	0	0	0	0.000295551966792415
2	201237	2	5	2	0	9	9555298	0	0	0	0.000295551966792415
2	201237	3	129	15	0	280	25591208	0	0	0	0.000295551966792415
2	201237	4	384	27	0	641	11457504	0	0	0	0.000295551966792415
2	201237	5	2247	240	0	2925	8129278	0	0	0	0.000295551966792415
2	201238	1	9	1	0	33	3609820	0	0	0	9.65187729699416e-05
2	201238	2	0	0	0	5	9554141	0	0	0	9.65187729699416e-05
2	201238	3	120	10	0	277	25590468	0	0	0	9.65187729699416e-05
2	201238	4	422	47	0	649	11459956	0	0	0	9.65187729699416e-05
2	201238	5	2361	233	0	3060	8133492	0	0	0	9.65187729699416e-05
2	201239	1	4	0	0	43	3609812	0	0	0	0.000128902425359532
2	201239	2	5	0	0	11	9552988	0	0	0	0.000128902425359532
2	201239	3	125	12	0	281	25589712	0	0	0	0.000128902425359532
2	201239	4	383	30	0	609	11462428	0	0	0	0.000128902425359532
2	201239	5	2323	237	0	3014	8137684	0	0	0	0.000128902425359532
2	201240	1	5	1	0	41	3609805	0	0	3.34127919320323e-05	0.000168478833585622
2	201240	2	5	2	0	10	9551839	0	0	3.34127919320323e-05	0.000168478833585622
2	201240	3	119	10	0	278	25588939	0	0	3.34127919320323e-05	0.000168478833585622
2	201240	4	401	38	0	656	11464920	0	0	3.34127919320323e-05	0.000168478833585622
2	201240	5	2442	248	0	3182	8141854	0	0	3.34127919320323e-05	0.000168478833585622
2	201241	1	3	0	0	31	3609798	0	7.30321376784675e-05	7.30321376784675e-05	0.00056339077637675
2	201241	2	3	0	0	12	9550693	0	7.30321376784675e-05	7.30321376784675e-05	0.00056339077637675
2	201241	3	147	19	0	295	25588149	0	7.30321376784675e-05	7.30321376784675e-05	0.00056339077637675
2	201241	4	403	33	0	627	11467431	0	7.30321376784675e-05	7.30321376784675e-05	0.00056339077637675
2	201241	5	2333	227	0	3040	8146003	0	7.30321376784675e-05	7.30321376784675e-05	0.00056339077637675
2	201242	1	6	0	0	40	3609793	0	0.000177412747330317	0	0.000418325205710049
2	201242	2	1	0	0	7	9549550	0	0.000177412747330317	0	0.000418325205710049
2	201242	3	112	10	0	295	25587342	0	0.000177412747330317	0	0.000418325205710049
2	201242	4	407	29	0	621	11469959	0	0.000177412747330317	0	0.000418325205710049
2	201242	5	2540	246	0	3313	8150132	0	0.000177412747330317	0	0.000418325205710049
2	201243	1	3	0	0	36	3609788	0	0.000180254882034463	3.60509764068925e-05	0.000190909624049455
2	201243	2	1	1	0	10	9548411	0	0.000180254882034463	3.60509764068925e-05	0.000190909624049455
2	201243	3	103	10	0	262	25586519	0	0.000180254882034463	3.60509764068925e-05	0.000190909624049455
2	201243	4	364	38	0	616	11472506	0	0.000180254882034463	3.60509764068925e-05	0.000190909624049455
2	201243	5	2455	288	0	3174	8154241	0	0.000180254882034463	3.60509764068925e-05	0.000190909624049455
2	201244	1	5	1	0	30	3609784	0	0.000206214926009492	5.1553731502373e-05	0.0008483828547508
2	201244	2	3	0	0	9	9547274	0	0.000206214926009492	5.1553731502373e-05	0.0008483828547508
2	201244	3	121	14	0	304	25585679	0	0.000206214926009492	5.1553731502373e-05	0.0008483828547508
2	201244	4	421	33	0	666	11475069	0	0.000206214926009492	5.1553731502373e-05	0.0008483828547508
2	201244	5	2470	221	0	3231	8158330	0	0.000206214926009492	5.1553731502373e-05	0.0008483828547508
2	201245	1	8	2	0	40	3609782	2.39876754005644e-05	0.000215889078605079	3.4268107715092e-05	0.00114590258100006
2	201245	2	6	0	0	11	9546140	2.39876754005644e-05	0.000215889078605079	3.4268107715092e-05	0.00114590258100006
2	201245	3	127	16	0	268	25584822	2.39876754005644e-05	0.000215889078605079	3.4268107715092e-05	0.00114590258100006
2	201245	4	469	43	0	721	11477648	2.39876754005644e-05	0.000215889078605079	3.4268107715092e-05	0.00114590258100006
2	201245	5	2812	318	0	3622	8162401	2.39876754005644e-05	0.000215889078605079	3.4268107715092e-05	0.00114590258100006
2	201246	1	8	1	0	40	3609782	0	0.000602760125871864	6.6973347319096e-05	0.00106527858163078
2	201246	2	4	2	1	14	9545009	0	0.000602760125871864	6.6973347319096e-05	0.00106527858163078
2	201246	3	130	12	0	299	25583948	0	0.000602760125871864	6.6973347319096e-05	0.00106527858163078
2	201246	4	410	36	0	672	11480242	0	0.000602760125871864	6.6973347319096e-05	0.00106527858163078
2	201246	5	2628	293	0	3348	8166454	0	0.000602760125871864	6.6973347319096e-05	0.00106527858163078
2	201247	1	3	1	0	33	3609783	3.08698466017441e-05	0.00067913662523837	0.000125295259736491	0.00227851750113396
2	201247	2	8	2	0	16	9543879	3.08698466017441e-05	0.00067913662523837	0.000125295259736491	0.00227851750113396
2	201247	3	118	11	0	282	25583058	3.08698466017441e-05	0.00067913662523837	0.000125295259736491	0.00227851750113396
2	201247	4	398	42	0	620	11482852	3.08698466017441e-05	0.00067913662523837	0.000125295259736491	0.00227851750113396
2	201247	5	2642	298	1	3362	8170489	3.08698466017441e-05	0.00067913662523837	0.000125295259736491	0.00227851750113396
2	201248	1	8	2	1	34	3609787	5.30523972015212e-05	0.0017507291076502	0.000225472688106465	0.00240369990713499
2	201248	2	4	1	1	16	9542752	5.30523972015212e-05	0.0017507291076502	0.000225472688106465	0.00240369990713499
2	201248	3	109	13	0	267	25582151	5.30523972015212e-05	0.0017507291076502	0.000225472688106465	0.00240369990713499
2	201248	4	429	36	0	647	11485475	5.30523972015212e-05	0.0017507291076502	0.000225472688106465	0.00240369990713499
2	201248	5	2594	323	2	3361	8174507	5.30523972015212e-05	0.0017507291076502	0.000225472688106465	0.00240369990713499
2	201249	1	8	1	0	44	3609792	0.000149327129304828	0.00258122609226917	0.00034131915269675	0.00305547132407623
2	201249	2	6	1	0	16	9541626	0.000149327129304828	0.00258122609226917	0.00034131915269675	0.00305547132407623
2	201249	3	133	23	1	309	25581227	0.000149327129304828	0.00258122609226917	0.00034131915269675	0.00305547132407623
2	201249	4	429	35	0	663	11488112	0.000149327129304828	0.00258122609226917	0.00034131915269675	0.00305547132407623
2	201249	5	2793	331	9	3514	8178509	0.000149327129304828	0.00258122609226917	0.00034131915269675	0.00305547132407623
2	201250	1	7	0	0	29	3609800	0.000191469589394357	0.00597385118910394	0.000252217668211294	0.00446050480506469
2	201250	2	8	2	1	14	9540502	0.000191469589394357	0.00597385118910394	0.000252217668211294	0.00446050480506469
2	201250	3	134	12	0	311	25580287	0.000191469589394357	0.00597385118910394	0.000252217668211294	0.00446050480506469
2	201250	4	419	35	0	651	11490762	0.000191469589394357	0.00597385118910394	0.000252217668211294	0.00446050480506469
2	201250	5	2708	338	6	3422	8182495	0.000191469589394357	0.00597385118910394	0.000252217668211294	0.00446050480506469
2	201251	1	8	1	0	38	3609810	0.000178137354451683	0.0104507247944987	0.00051478819524831	0.00529595761702104
2	201251	2	3	0	0	7	9539379	0.000178137354451683	0.0104507247944987	0.00051478819524831	0.00529595761702104
2	201251	3	124	7	0	335	25579330	0.000178137354451683	0.0104507247944987	0.00051478819524831	0.00529595761702104
2	201251	4	470	47	0	725	11493424	0.000178137354451683	0.0104507247944987	0.00051478819524831	0.00529595761702104
2	201251	5	2819	345	14	3501	8186465	0.000178137354451683	0.0104507247944987	0.00051478819524831	0.00529595761702104
2	201252	1	5	1	0	35	3609823	0.000167366963767455	0.0117993709456055	0.000474601503487881	0.00659785589509015
2	201252	2	4	0	0	11	9538257	0.000167366963767455	0.0117993709456055	0.000474601503487881	0.00659785589509015
2	201252	3	135	19	1	307	25578357	0.000167366963767455	0.0117993709456055	0.000474601503487881	0.00659785589509015
2	201252	4	496	52	2	727	11496098	0.000167366963767455	0.0117993709456055	0.000474601503487881	0.00659785589509015
2	201252	5	2934	360	25	3671	8190421	0.000167366963767455	0.0117993709456055	0.000474601503487881	0.00659785589509015
2	201301	1	11	2	0	35	3609839	0.000455530733926664	0.0113882683481666	0.000598697536017902	0.00591840119764869
2	201301	2	7	4	1	17	9537135	0.000455530733926664	0.0113882683481666	0.000598697536017902	0.00591840119764869
2	201301	3	138	23	2	319	25577366	0.000455530733926664	0.0113882683481666	0.000598697536017902	0.00591840119764869
2	201301	4	454	49	2	725	11498782	0.000455530733926664	0.0113882683481666	0.000598697536017902	0.00591840119764869
2	201301	5	3284	450	19	4023	8194363	0.000455530733926664	0.0113882683481666	0.000598697536017902	0.00591840119764869
2	201302	1	9	3	0	40	3609857	0.00175290170487829	0.0114912445097577	0.00122364394374354	0.00572692932118769
2	201302	2	6	3	1	14	9536015	0.00175290170487829	0.0114912445097577	0.00122364394374354	0.00572692932118769
2	201302	3	133	18	1	297	25576360	0.00175290170487829	0.0114912445097577	0.00122364394374354	0.00572692932118769
2	201302	4	520	73	2	759	11501477	0.00175290170487829	0.0114912445097577	0.00122364394374354	0.00572692932118769
2	201302	5	3435	563	51	4283	8198292	0.00175290170487829	0.0114912445097577	0.00122364394374354	0.00572692932118769
2	201303	1	5	1	0	28	3609879	0.000904184087862139	0.0106036133940196	0.0014111041309707	0.00654524417449619
2	201303	2	3	1	1	13	9534894	0.000904184087862139	0.0106036133940196	0.0014111041309707	0.00654524417449619
2	201303	3	140	23	4	302	25575336	0.000904184087862139	0.0106036133940196	0.0014111041309707	0.00654524417449619
2	201303	4	463	64	5	703	11504181	0.000904184087862139	0.0106036133940196	0.0014111041309707	0.00654524417449619
2	201303	5	3319	551	38	4072	8202207	0.000904184087862139	0.0106036133940196	0.0014111041309707	0.00654524417449619
2	201304	1	13	0	0	37	3609905	0.000772946378353135	0.00661298568146571	0.00126906049137781	0.00576724398985878
2	201304	2	1	1	1	7	9533774	0.000772946378353135	0.00661298568146571	0.00126906049137781	0.00576724398985878
2	201304	3	131	19	3	301	25574296	0.000772946378353135	0.00661298568146571	0.00126906049137781	0.00576724398985878
2	201304	4	513	66	1	771	11506894	0.000772946378353135	0.00661298568146571	0.00126906049137781	0.00576724398985878
2	201304	5	3203	507	35	3967	8206110	0.000772946378353135	0.00661298568146571	0.00126906049137781	0.00576724398985878
2	201305	1	10	1	0	30	3609933	0.00047210163546735	0.0050357507783184	0.00138873201886051	0.00414393840443872
2	201305	2	5	2	2	14	9532654	0.00047210163546735	0.0050357507783184	0.00138873201886051	0.00414393840443872
2	201305	3	148	23	0	303	25573240	0.00047210163546735	0.0050357507783184	0.00138873201886051	0.00414393840443872
2	201305	4	425	36	0	693	11509615	0.00047210163546735	0.0050357507783184	0.00138873201886051	0.00414393840443872
2	201305	5	3136	457	27	3937	8210002	0.00047210163546735	0.0050357507783184	0.00138873201886051	0.00414393840443872
2	201306	1	7	3	0	33	3609966	0.000553189524870114	0.00221275809948045	0.00281716887665336	0.00491609347661314
2	201306	2	2	2	2	10	9531533	0.000553189524870114	0.00221275809948045	0.00281716887665336	0.00491609347661314
2	201306	3	134	15	0	321	25572166	0.000553189524870114	0.00221275809948045	0.00281716887665336	0.00491609347661314
2	201306	4	475	63	3	716	11512344	0.000553189524870114	0.00221275809948045	0.00281716887665336	0.00491609347661314
2	201306	5	3000	406	21	3756	8213882	0.000553189524870114	0.00221275809948045	0.00281716887665336	0.00491609347661314
2	201307	1	13	1	0	49	3610002	0.000453513903329656	0.00173159853998596	0.00290491418934899	0.00437598892405063
2	201307	2	5	2	1	15	9530411	0.000453513903329656	0.00173159853998596	0.00290491418934899	0.00437598892405063
2	201307	3	123	20	0	274	25571077	0.000453513903329656	0.00173159853998596	0.00290491418934899	0.00437598892405063
2	201307	4	473	45	1	698	11515079	0.000453513903329656	0.00173159853998596	0.00290491418934899	0.00437598892405063
2	201307	5	2811	367	7	3549	8217751	0.000453513903329656	0.00173159853998596	0.00290491418934899	0.00437598892405063
2	201308	1	7	2	0	42	3610043	0.000420370037944674	0.00162142728921517	0.00402264548037462	0.00437031105635972
2	201308	2	8	1	0	15	9529289	0.000420370037944674	0.00162142728921517	0.00402264548037462	0.00437031105635972
2	201308	3	118	12	0	293	25569970	0.000420370037944674	0.00162142728921517	0.00402264548037462	0.00437031105635972
2	201308	4	465	45	2	702	11517821	0.000420370037944674	0.00162142728921517	0.00402264548037462	0.00437031105635972
2	201308	5	2757	330	6	3503	8221611	0.000420370037944674	0.00162142728921517	0.00402264548037462	0.00437031105635972
2	201309	1	7	1	0	32	3610087	0.000247365261174058	0.000618413152935145	0.00308115259138863	0.00336125737242396
2	201309	2	2	0	0	7	9528166	0.000247365261174058	0.000618413152935145	0.00308115259138863	0.00336125737242396
2	201309	3	125	12	2	296	25568847	0.000247365261174058	0.000618413152935145	0.00308115259138863	0.00336125737242396
2	201309	4	422	43	1	649	11520568	0.000247365261174058	0.000618413152935145	0.00308115259138863	0.00336125737242396
2	201309	5	2699	336	5	3474	8225461	0.000247365261174058	0.000618413152935145	0.00308115259138863	0.00336125737242396
2	201310	1	8	1	0	42	3610137	0.000263474286551775	0.000570860954195512	0.00324794790148051	0.00284162924062197
2	201310	2	2	1	1	6	9527041	0.000263474286551775	0.000570860954195512	0.00324794790148051	0.00284162924062197
2	201310	3	116	14	1	283	25567708	0.000263474286551775	0.000570860954195512	0.00324794790148051	0.00284162924062197
2	201310	4	427	52	0	662	11523320	0.000263474286551775	0.000570860954195512	0.00324794790148051	0.00284162924062197
2	201310	5	2746	327	2	3483	8229302	0.000263474286551775	0.000570860954195512	0.00324794790148051	0.00284162924062197
2	201311	1	5	0	0	47	3610190	0.00012753392909954	0.000280574644018988	0.0038260178729862	0.00194712550312965
2	201311	2	4	0	0	12	9525915	0.00012753392909954	0.000280574644018988	0.0038260178729862	0.00194712550312965
2	201311	3	121	14	1	277	25566552	0.00012753392909954	0.000280574644018988	0.0038260178729862	0.00194712550312965
2	201311	4	433	39	0	683	11526077	0.00012753392909954	0.000280574644018988	0.0038260178729862	0.00194712550312965
2	201311	5	2606	329	7	3312	8233135	0.00012753392909954	0.000280574644018988	0.0038260178729862	0.00194712550312965
2	201312	1	12	1	0	35	3610249	0.000117328199032266	0.000293320497580665	0.00331085511644175	0.00179909935331154
2	201312	2	4	1	1	15	9524787	0.000117328199032266	0.000293320497580665	0.00331085511644175	0.00179909935331154
2	201312	3	132	16	0	303	25565379	0.000117328199032266	0.000293320497580665	0.00331085511644175	0.00179909935331154
2	201312	4	442	43	0	678	11528836	0.000117328199032266	0.000293320497580665	0.00331085511644175	0.00179909935331154
2	201312	5	2659	311	2	3337	8236960	0.000117328199032266	0.000293320497580665	0.00331085511644175	0.00179909935331154
2	201313	1	7	0	0	34	3610312	8.57124124685974e-05	0.000128568618702896	0.00308028982309022	0.00199476782447121
2	201313	2	5	0	0	13	9523657	8.57124124685974e-05	0.000128568618702896	0.00308028982309022	0.00199476782447121
