DVD	age	rcu	pi	flu	allcause	pop	AH1P	AH3	B	RSV
201519	1	47	1	0	143	18615325	6.55113620578993e-06	3.93068172347396e-05	0.000346306613912964	0.000191792039565484
201519	2	113	10	0	267	48791391	6.55113620578993e-06	3.93068172347396e-05	0.000346306613912964	0.000191792039565484
201519	3	110	14	0	359	120783881	6.55113620578993e-06	3.93068172347396e-05	0.000346306613912964	0.000191792039565484
201519	4	352	30	3	932	54580617	6.55113620578993e-06	3.93068172347396e-05	0.000346306613912964	0.000191792039565484
201519	5	218	27	0	624	40550724	6.55113620578993e-06	3.93068172347396e-05	0.000346306613912964	0.000191792039565484
201520	1	211	23	0	527	18618849	1.78249326139589e-06	3.3867371966522e-05	0.00027840847130374	0.000193199269622265
201520	2	57	4	0	160	48798848	1.78249326139589e-06	3.3867371966522e-05	0.00027840847130374	0.000193199269622265
201520	3	35	4	0	125	120820337	1.78249326139589e-06	3.3867371966522e-05	0.00027840847130374	0.000193199269622265
201520	4	201	21	0	546	54585166	1.78249326139589e-06	3.3867371966522e-05	0.00027840847130374	0.000193199269622265
201520	5	48	3	0	139	40584532	1.78249326139589e-06	3.3867371966522e-05	0.00027840847130374	0.000193199269622265
201521	1	187	10	0	356	18622484	0	4.42103217276863e-05	0.000208672718554679	0.000118479183615842
201521	2	383	34	0	612	48806346	0	4.42103217276863e-05	0.000208672718554679	0.000118479183615842
201521	3	450	42	0	855	120857187	0	4.42103217276863e-05	0.000208672718554679	0.000118479183615842
201521	4	1115	101	1	1910	54589642	0	4.42103217276863e-05	0.000208672718554679	0.000118479183615842
201521	5	772	63	0	1364	40618374	0	4.42103217276863e-05	0.000208672718554679	0.000118479183615842
201522	1	627	43	0	1083	18626232	0	4.38170218346778e-05	0.000164752002098388	0.000101411214576538
201522	2	232	20	0	402	48813886	0	4.38170218346778e-05	0.000164752002098388	0.000101411214576538
201522	3	127	13	0	250	120894438	0	4.38170218346778e-05	0.000164752002098388	0.000101411214576538
201522	4	633	57	0	1011	54594044	0	4.38170218346778e-05	0.000164752002098388	0.000101411214576538
201522	5	171	19	0	329	40652251	0	4.38170218346778e-05	0.000164752002098388	0.000101411214576538
201523	1	1176	128	0	1690	18630096	3.52421599174837e-06	5.28632398762255e-05	0.000128633883698815	7.63545293506811e-05
201523	2	2364	249	0	3031	48821467	3.52421599174837e-06	5.28632398762255e-05	0.000128633883698815	7.63545293506811e-05
201523	3	2445	265	0	3626	120932094	3.52421599174837e-06	5.28632398762255e-05	0.000128633883698815	7.63545293506811e-05
201523	4	5119	530	0	7410	54598368	3.52421599174837e-06	5.28632398762255e-05	0.000128633883698815	7.63545293506811e-05
201523	5	4256	435	0	6206	40686163	3.52421599174837e-06	5.28632398762255e-05	0.000128633883698815	7.63545293506811e-05
201524	1	2679	247	0	3818	18634077	0	4.39329002675852e-05	5.91404426679031e-05	5.12214079369088e-05
201524	2	1234	134	0	1787	48829090	0	4.39329002675852e-05	5.91404426679031e-05	5.12214079369088e-05
201524	3	667	81	0	971	120970163	0	4.39329002675852e-05	5.91404426679031e-05	5.12214079369088e-05
201524	4	3134	342	0	4192	54602614	0	4.39329002675852e-05	5.91404426679031e-05	5.12214079369088e-05
201524	5	848	74	0	1294	40720111	0	4.39329002675852e-05	5.91404426679031e-05	5.12214079369088e-05
201525	1	1	0	0	11	18638177	0	5.45407955223307e-05	4.67492533048549e-05	7.06828964280225e-05
201525	2	4	0	0	30	48836754	0	5.45407955223307e-05	4.67492533048549e-05	7.06828964280225e-05
201525	3	8	0	0	53	121008650	0	5.45407955223307e-05	4.67492533048549e-05	7.06828964280225e-05
201525	4	19	0	0	111	54606778	0	5.45407955223307e-05	4.67492533048549e-05	7.06828964280225e-05
201525	5	15	0	0	81	40754097	0	5.45407955223307e-05	4.67492533048549e-05	7.06828964280225e-05
201526	1	10	1	0	95	18642400	2.67119287228819e-06	6.94510146794929e-05	5.00848663554036e-05	6.648604895672e-05
201526	2	5	2	1	25	48844460	2.67119287228819e-06	6.94510146794929e-05	5.00848663554036e-05	6.648604895672e-05
201526	3	4	0	0	23	121047560	2.67119287228819e-06	6.94510146794929e-05	5.00848663554036e-05	6.648604895672e-05
201526	4	21	2	0	87	54610860	2.67119287228819e-06	6.94510146794929e-05	5.00848663554036e-05	6.648604895672e-05
201526	5	3	0	0	22	40788120	2.67119287228819e-06	6.94510146794929e-05	5.00848663554036e-05	6.648604895672e-05
201527	1	2	1	0	8	18646746	4.1200670502037e-06	3.50205699267314e-05	4.09197568395231e-05	5.65766754809921e-05
201527	2	4	1	0	11	48852208	4.1200670502037e-06	3.50205699267314e-05	4.09197568395231e-05	5.65766754809921e-05
201527	3	9	0	0	22	121086897	4.1200670502037e-06	3.50205699267314e-05	4.09197568395231e-05	5.65766754809921e-05
201527	4	8	2	0	42	54614858	4.1200670502037e-06	3.50205699267314e-05	4.09197568395231e-05	5.65766754809921e-05
201527	5	17	0	0	38	40822182	4.1200670502037e-06	3.50205699267314e-05	4.09197568395231e-05	5.65766754809921e-05
201528	1	7	2	1	22	18651213	2.44801916650819e-06	2.36641852762459e-05	4.00387134788896e-05	6.48155173172377e-05
201528	2	0	0	0	10	48859997	2.44801916650819e-06	2.36641852762459e-05	4.00387134788896e-05	6.48155173172377e-05
201528	3	2	0	0	7	121126656	2.44801916650819e-06	2.36641852762459e-05	4.00387134788896e-05	6.48155173172377e-05
201528	4	7	1	0	26	54618772	2.44801916650819e-06	2.36641852762459e-05	4.00387134788896e-05	6.48155173172377e-05
201528	5	0	0	0	7	40856282	2.44801916650819e-06	2.36641852762459e-05	4.00387134788896e-05	6.48155173172377e-05
201529	1	46	4	0	154	18655799	3.04124249475916e-06	3.80155311844895e-05	2.4991079630847e-05	4.71587556923764e-05
201529	2	144	16	0	327	48867827	3.04124249475916e-06	3.80155311844895e-05	2.4991079630847e-05	4.71587556923764e-05
201529	3	127	13	1	363	121166827	3.04124249475916e-06	3.80155311844895e-05	2.4991079630847e-05	4.71587556923764e-05
201529	4	358	35	2	872	54622605	3.04124249475916e-06	3.80155311844895e-05	2.4991079630847e-05	4.71587556923764e-05
201529	5	222	17	0	642	40890420	3.04124249475916e-06	3.80155311844895e-05	2.4991079630847e-05	4.71587556923764e-05
201530	1	201	17	0	534	18660502	0	4.39686038961425e-05	1.46562012987142e-05	6.94223640172418e-05
201530	2	62	6	0	172	48875696	0	4.39686038961425e-05	1.46562012987142e-05	6.94223640172418e-05
201530	3	27	4	0	118	121207403	0	4.39686038961425e-05	1.46562012987142e-05	6.94223640172418e-05
201530	4	205	18	0	511	54626358	0	4.39686038961425e-05	1.46562012987142e-05	6.94223640172418e-05
201530	5	45	1	0	135	40924595	0	4.39686038961425e-05	1.46562012987142e-05	6.94223640172418e-05
201531	1	180	14	0	332	18665319	3.55018302767985e-06	4.08271048183183e-05	1.29433756217494e-05	4.91838121597399e-05
201531	2	394	23	0	641	48883604	3.55018302767985e-06	4.08271048183183e-05	1.29433756217494e-05	4.91838121597399e-05
201531	3	480	33	0	862	121248375	3.55018302767985e-06	4.08271048183183e-05	1.29433756217494e-05	4.91838121597399e-05
201531	4	1195	110	1	1958	54630033	3.55018302767985e-06	4.08271048183183e-05	1.29433756217494e-05	4.91838121597399e-05
201531	5	787	72	0	1416	40958805	3.55018302767985e-06	4.08271048183183e-05	1.29433756217494e-05	4.91838121597399e-05
201532	1	638	58	0	1079	18670248	2.45020479849505e-06	6.37053247608714e-05	1.07279237123297e-05	5.97225499218649e-05
201532	2	203	20	0	364	48891550	2.45020479849505e-06	6.37053247608714e-05	1.07279237123297e-05	5.97225499218649e-05
201532	3	120	10	0	250	121289736	2.45020479849505e-06	6.37053247608714e-05	1.07279237123297e-05	5.97225499218649e-05
201532	4	592	54	0	952	54633631	2.45020479849505e-06	6.37053247608714e-05	1.07279237123297e-05	5.97225499218649e-05
201532	5	167	9	0	316	40993051	2.45020479849505e-06	6.37053247608714e-05	1.07279237123297e-05	5.97225499218649e-05
201533	1	1267	141	2	1785	18675287	1.10942062830114e-06	5.32521901584548e-05	2.10432041755184e-05	5.93035754037338e-05
201533	2	2283	264	0	3052	48899533	1.10942062830114e-06	5.32521901584548e-05	2.10432041755184e-05	5.93035754037338e-05
201533	3	2428	245	0	3568	121331476	1.10942062830114e-06	5.32521901584548e-05	2.10432041755184e-05	5.93035754037338e-05
201533	4	5148	535	0	7418	54637154	1.10942062830114e-06	5.32521901584548e-05	2.10432041755184e-05	5.93035754037338e-05
201533	5	4284	450	2	6178	41027331	1.10942062830114e-06	5.32521901584548e-05	2.10432041755184e-05	5.93035754037338e-05
201534	1	2625	296	0	3756	18680433	5.5989365240196e-06	6.71872382882352e-05	2.13032706767575e-05	4.74934831791409e-05
201534	2	1185	137	0	1726	48907552	5.5989365240196e-06	6.71872382882352e-05	2.13032706767575e-05	4.74934831791409e-05
201534	3	702	70	1	1064	121373588	5.5989365240196e-06	6.71872382882352e-05	2.13032706767575e-05	4.74934831791409e-05
201534	4	3221	306	0	4226	54640604	5.5989365240196e-06	6.71872382882352e-05	2.13032706767575e-05	4.74934831791409e-05
201534	5	928	76	0	1328	41061645	5.5989365240196e-06	6.71872382882352e-05	2.13032706767575e-05	4.74934831791409e-05
201535	1	2	0	0	22	18685683	4.02639438110143e-06	7.78436247012942e-05	3.07012571558984e-05	4.67013194947578e-05
201535	2	4	0	0	33	48915607	4.02639438110143e-06	7.78436247012942e-05	3.07012571558984e-05	4.67013194947578e-05
201535	3	6	1	0	58	121416064	4.02639438110143e-06	7.78436247012942e-05	3.07012571558984e-05	4.67013194947578e-05
201535	4	19	2	0	116	54643981	4.02639438110143e-06	7.78436247012942e-05	3.07012571558984e-05	4.67013194947578e-05
201535	5	12	1	0	95	41095991	4.02639438110143e-06	7.78436247012942e-05	3.07012571558984e-05	4.67013194947578e-05
201536	1	13	2	0	68	18691036	1.07234425476124e-06	6.86300323047193e-05	3.56616810304319e-05	6.08641460876527e-05
201536	2	4	0	0	18	48923697	1.07234425476124e-06	6.86300323047193e-05	3.56616810304319e-05	6.08641460876527e-05
201536	3	2	0	0	27	121458894	1.07234425476124e-06	6.86300323047193e-05	3.56616810304319e-05	6.08641460876527e-05
201536	4	15	2	1	77	54647289	1.07234425476124e-06	6.86300323047193e-05	3.56616810304319e-05	6.08641460876527e-05
201536	5	2	0	0	16	41130370	1.07234425476124e-06	6.86300323047193e-05	3.56616810304319e-05	6.08641460876527e-05
201537	1	0	0	0	4	18696489	4.47751114621756e-06	9.29083562840143e-05	3.86451854881872e-05	8.76327835353403e-05
201537	2	4	1	0	9	48931821	4.47751114621756e-06	9.29083562840143e-05	3.86451854881872e-05	8.76327835353403e-05
201537	3	3	0	0	16	121502072	4.47751114621756e-06	9.29083562840143e-05	3.86451854881872e-05	8.76327835353403e-05
201537	4	11	1	0	28	54650529	4.47751114621756e-06	9.29083562840143e-05	3.86451854881872e-05	8.76327835353403e-05
201537	5	10	2	1	21	41164780	4.47751114621756e-06	9.29083562840143e-05	3.86451854881872e-05	8.76327835353403e-05
201538	1	6	1	0	32	18702040	1.68417228657514e-06	8.92611311884822e-05	4.61944398603466e-05	0.000137988194879641
201538	2	1	0	0	10	48939977	1.68417228657514e-06	8.92611311884822e-05	4.61944398603466e-05	0.000137988194879641
201538	3	2	0	0	7	121545587	1.68417228657514e-06	8.92611311884822e-05	4.61944398603466e-05	0.000137988194879641
201538	4	9	2	0	21	54653701	1.68417228657514e-06	8.92611311884822e-05	4.61944398603466e-05	0.000137988194879641
201538	5	1	0	0	4	41199221	1.68417228657514e-06	8.92611311884822e-05	4.61944398603466e-05	0.000137988194879641
201539	1	43	6	0	159	18707686	3.97297294171433e-06	8.74054047177154e-05	4.30783780394454e-05	0.000122351326196238
201539	2	123	13	0	304	48948167	3.97297294171433e-06	8.74054047177154e-05	4.30783780394454e-05	0.000122351326196238
201539	3	125	10	0	382	121589434	3.97297294171433e-06	8.74054047177154e-05	4.30783780394454e-05	0.000122351326196238
201539	4	383	37	1	923	54656808	3.97297294171433e-06	8.74054047177154e-05	4.30783780394454e-05	0.000122351326196238
201539	5	236	26	0	611	41233692	3.97297294171433e-06	8.74054047177154e-05	4.30783780394454e-05	0.000122351326196238
201540	1	213	26	0	554	18713425	5.03289551165477e-06	8.178455206439e-05	4.44422648305943e-05	0.000134071174469615
201540	2	61	5	0	142	48956387	5.03289551165477e-06	8.178455206439e-05	4.44422648305943e-05	0.000134071174469615
201540	3	35	5	0	141	121633602	5.03289551165477e-06	8.178455206439e-05	4.44422648305943e-05	0.000134071174469615
201540	4	207	20	0	510	54659852	5.03289551165477e-06	8.178455206439e-05	4.44422648305943e-05	0.000134071174469615
201540	5	42	6	0	142	41268193	5.03289551165477e-06	8.178455206439e-05	4.44422648305943e-05	0.000134071174469615
201541	1	165	19	0	330	18719255	1.27269352830233e-05	0.000104360869320791	5.45063917983274e-05	0.000208656880374559
201541	2	381	28	0	605	48964639	1.27269352830233e-05	0.000104360869320791	5.45063917983274e-05	0.000208656880374559
201541	3	482	30	0	880	121678084	1.27269352830233e-05	0.000104360869320791	5.45063917983274e-05	0.000208656880374559
201541	4	1175	80	0	2020	54662834	1.27269352830233e-05	0.000104360869320791	5.45063917983274e-05	0.000208656880374559
201541	5	844	62	0	1460	41302721	1.27269352830233e-05	0.000104360869320791	5.45063917983274e-05	0.000208656880374559
201542	1	630	48	0	1059	18725172	1.68869772420107e-05	8.44348862100534e-05	5.43168752526529e-05	0.000262040752704157
201542	2	236	26	0	421	48972920	1.68869772420107e-05	8.44348862100534e-05	5.43168752526529e-05	0.000262040752704157
201542	3	132	12	0	239	121722872	1.68869772420107e-05	8.44348862100534e-05	5.43168752526529e-05	0.000262040752704157
201542	4	638	53	0	1076	54665755	1.68869772420107e-05	8.44348862100534e-05	5.43168752526529e-05	0.000262040752704157
201542	5	162	19	0	318	41337278	1.68869772420107e-05	8.44348862100534e-05	5.43168752526529e-05	0.000262040752704157
201543	1	1240	172	0	1838	18731175	2.24179960947179e-05	7.72175421040282e-05	5.2867836595253e-05	0.000319440146247427
201543	2	2306	232	0	2992	48981230	2.24179960947179e-05	7.72175421040282e-05	5.2867836595253e-05	0.000319440146247427
201543	3	2521	310	0	3777	121767957	2.24179960947179e-05	7.72175421040282e-05	5.2867836595253e-05	0.000319440146247427
201543	4	5060	501	0	7446	54668618	2.24179960947179e-05	7.72175421040282e-05	5.2867836595253e-05	0.000319440146247427
201543	5	4385	459	0	6333	41371861	2.24179960947179e-05	7.72175421040282e-05	5.2867836595253e-05	0.000319440146247427
201544	1	2731	291	0	3748	18737262	1.43699468658388e-05	8.26271944785728e-05	6.79979959940205e-05	0.000435135316470366
201544	2	1156	114	0	1683	48989569	1.43699468658388e-05	8.26271944785728e-05	6.79979959940205e-05	0.000435135316470366
201544	3	709	77	0	1050	121813331	1.43699468658388e-05	8.26271944785728e-05	6.79979959940205e-05	0.000435135316470366
201544	4	3299	354	0	4402	54671424	1.43699468658388e-05	8.26271944785728e-05	6.79979959940205e-05	0.000435135316470366
201544	5	997	98	0	1460	41406470	1.43699468658388e-05	8.26271944785728e-05	6.79979959940205e-05	0.000435135316470366
201545	1	2	0	0	15	18743430	3.03810331135934e-05	9.39050114420159e-05	8.76114740310032e-05	0.000566048207818057
201545	2	5	1	0	42	48997935	3.03810331135934e-05	9.39050114420159e-05	8.76114740310032e-05	0.000566048207818057
201545	3	9	0	0	58	121858986	3.03810331135934e-05	9.39050114420159e-05	8.76114740310032e-05	0.000566048207818057
201545	4	24	1	0	124	54674174	3.03810331135934e-05	9.39050114420159e-05	8.76114740310032e-05	0.000566048207818057
201545	5	12	2	0	80	41441105	3.03810331135934e-05	9.39050114420159e-05	8.76114740310032e-05	0.000566048207818057
201546	1	8	0	0	74	18749676	2.55271796932513e-05	6.30671498303857e-05	0.00010336005111091	0.000671052036858165
201546	2	5	1	0	32	49006328	2.55271796932513e-05	6.30671498303857e-05	0.00010336005111091	0.000671052036858165
201546	3	4	0	0	21	121904913	2.55271796932513e-05	6.30671498303857e-05	0.00010336005111091	0.000671052036858165
201546	4	15	4	0	94	54676870	2.55271796932513e-05	6.30671498303857e-05	0.00010336005111091	0.000671052036858165
201546	5	2	0	0	15	41475765	2.55271796932513e-05	6.30671498303857e-05	0.00010336005111091	0.000671052036858165
201547	1	2	0	0	4	18755998	6.15542530459969e-05	8.69001219472897e-05	0.000114771449574642	0.00124087914696842
201547	2	5	0	0	10	49014746	6.15542530459969e-05	8.69001219472897e-05	0.000114771449574642	0.00124087914696842
201547	3	3	0	0	15	121951104	6.15542530459969e-05	8.69001219472897e-05	0.000114771449574642	0.00124087914696842
201547	4	13	3	0	35	54679514	6.15542530459969e-05	8.69001219472897e-05	0.000114771449574642	0.00124087914696842
201547	5	7	1	0	25	41510449	6.15542530459969e-05	8.69001219472897e-05	0.000114771449574642	0.00124087914696842
201548	1	6	2	0	15	18762394	6.66055757249267e-05	8.88074342999022e-05	8.68169228414561e-05	0.00122496034296845
201548	2	2	0	0	12	49023190	6.66055757249267e-05	8.88074342999022e-05	8.68169228414561e-05	0.00122496034296845
201548	3	3	1	0	7	121997552	6.66055757249267e-05	8.88074342999022e-05	8.68169228414561e-05	0.00122496034296845
201548	4	7	0	0	19	54682108	6.66055757249267e-05	8.88074342999022e-05	8.68169228414561e-05	0.00122496034296845
201548	5	0	0	0	1	41545155	6.66055757249267e-05	8.88074342999022e-05	8.68169228414561e-05	0.00122496034296845
201549	1	45	2	0	162	18768862	7.74062366352907e-05	7.53692304080462e-05	0.000115672853618527	0.00157606100830468
201549	2	132	12	1	295	49031658	7.74062366352907e-05	7.53692304080462e-05	0.000115672853618527	0.00157606100830468
201549	3	124	8	0	393	122044247	7.74062366352907e-05	7.53692304080462e-05	0.000115672853618527	0.00157606100830468
201549	4	369	39	1	944	54684653	7.74062366352907e-05	7.53692304080462e-05	0.000115672853618527	0.00157606100830468
201549	5	219	16	0	598	41579885	7.74062366352907e-05	7.53692304080462e-05	0.000115672853618527	0.00157606100830468
201550	1	193	16	0	540	18775399	0.00017653699492297	9.97817797390702e-05	0.000217431166947179	0.00215967023489208
201550	2	49	4	0	171	49040149	0.00017653699492297	9.97817797390702e-05	0.000217431166947179	0.00215967023489208
201550	3	48	4	0	150	122091182	0.00017653699492297	9.97817797390702e-05	0.000217431166947179	0.00215967023489208
201550	4	231	18	0	528	54687150	0.00017653699492297	9.97817797390702e-05	0.000217431166947179	0.00215967023489208
201550	5	57	9	0	157	41614636	0.00017653699492297	9.97817797390702e-05	0.000217431166947179	0.00215967023489208
201551	1	163	15	0	299	18782002	0.000230136423411067	8.53314828378112e-05	0.000238034874715062	0.00314563417846346
201551	2	385	28	0	625	49048663	0.000230136423411067	8.53314828378112e-05	0.000238034874715062	0.00314563417846346
201551	3	472	44	0	855	122138348	0.000230136423411067	8.53314828378112e-05	0.000238034874715062	0.00314563417846346
201551	4	1166	89	1	1965	54689602	0.000230136423411067	8.53314828378112e-05	0.000238034874715062	0.00314563417846346
201551	5	763	63	0	1388	41649408	0.000230136423411067	8.53314828378112e-05	0.000238034874715062	0.00314563417846346
201552	1	691	58	0	1154	18788670	0.000243846099156138	9.35300106352309e-05	0.000255587961963158	0.00351057471351135
201552	2	199	16	0	390	49057199	0.000243846099156138	9.35300106352309e-05	0.000255587961963158	0.00351057471351135
201552	3	151	11	0	268	122185737	0.000243846099156138	9.35300106352309e-05	0.000255587961963158	0.00351057471351135
201552	4	661	59	1	1085	54692010	0.000243846099156138	9.35300106352309e-05	0.000255587961963158	0.00351057471351135
201552	5	169	16	0	319	41684200	0.000243846099156138	9.35300106352309e-05	0.000255587961963158	0.00351057471351135
201601	1	1234	157	1	1765	18795400	0.000307785792661197	9.02130771593164e-05	0.00018492876779539	0.00252740797560244
201601	2	2277	228	2	2987	49065756	0.000307785792661197	9.02130771593164e-05	0.00018492876779539	0.00252740797560244
201601	3	2394	267	1	3529	122233341	0.000307785792661197	9.02130771593164e-05	0.00018492876779539	0.00252740797560244
201601	4	5030	507	0	7442	54694375	0.000307785792661197	9.02130771593164e-05	0.00018492876779539	0.00252740797560244
201601	5	4252	469	1	6240	41719012	0.000307785792661197	9.02130771593164e-05	0.00018492876779539	0.00252740797560244
201602	1	2705	270	3	3833	18802189	0.000451118285881615	0.00015683409157603	0.000238496204116484	0.00247216289167321
201602	2	1172	130	0	1741	49074333	0.000451118285881615	0.00015683409157603	0.000238496204116484	0.00247216289167321
201602	3	818	116	0	1157	122281151	0.000451118285881615	0.00015683409157603	0.000238496204116484	0.00247216289167321
201602	4	3314	368	0	4384	54696700	0.000451118285881615	0.00015683409157603	0.000238496204116484	0.00247216289167321
201602	5	989	102	0	1429	41753842	0.000451118285881615	0.00015683409157603	0.000238496204116484	0.00247216289167321
201603	1	2	0	0	15	18809035	0.000628481950430478	0.000174094723110936	0.000353088899672549	0.00318712192453278
201603	2	3	0	0	41	49082929	0.000628481950430478	0.000174094723110936	0.000353088899672549	0.00318712192453278
201603	3	8	2	0	65	122329159	0.000628481950430478	0.000174094723110936	0.000353088899672549	0.00318712192453278
201603	4	22	2	1	105	54698985	0.000628481950430478	0.000174094723110936	0.000353088899672549	0.00318712192453278
201603	5	14	2	0	92	41788690	0.000628481950430478	0.000174094723110936	0.000353088899672549	0.00318712192453278
201604	1	20	5	0	85	18815936	0.000836906893182525	0.000254572438990882	0.00043448259406323	0.00328825344095296
201604	2	6	2	0	23	49091544	0.000836906893182525	0.000254572438990882	0.00043448259406323	0.00328825344095296
201604	3	5	0	0	24	122377358	0.000836906893182525	0.000254572438990882	0.00043448259406323	0.00328825344095296
201604	4	12	4	1	59	54701233	0.000836906893182525	0.000254572438990882	0.00043448259406323	0.00328825344095296
201604	5	2	0	0	15	41823556	0.000836906893182525	0.000254572438990882	0.00043448259406323	0.00328825344095296
201605	1	0	0	0	10	18822890	0.00129480349487699	0.000329481246464234	0.00060652362796902	0.00342233937640452
201605	2	1	0	0	9	49100177	0.00129480349487699	0.000329481246464234	0.00060652362796902	0.00342233937640452
201605	3	3	0	0	11	122425738	0.00129480349487699	0.000329481246464234	0.00060652362796902	0.00342233937640452
201605	4	4	0	0	32	54703445	0.00129480349487699	0.000329481246464234	0.00060652362796902	0.00342233937640452
201605	5	8	0	0	31	41858438	0.00129480349487699	0.000329481246464234	0.00060652362796902	0.00342233937640452
201606	1	8	2	0	30	18829893	0.00192165131632842	0.000508989574246361	0.000927184869517268	0.0035283891233998
201606	2	3	0	0	8	49108827	0.00192165131632842	0.000508989574246361	0.000927184869517268	0.0035283891233998
201606	3	3	1	0	8	122474291	0.00192165131632842	0.000508989574246361	0.000927184869517268	0.0035283891233998
201606	4	7	1	0	20	54705623	0.00192165131632842	0.000508989574246361	0.000927184869517268	0.0035283891233998
201606	5	0	0	0	6	41893336	0.00192165131632842	0.000508989574246361	0.000927184869517268	0.0035283891233998
201607	1	39	4	0	129	18836945	0.00292572347318576	0.000558944185922056	0.00121379811283755	0.00368536451105881
201607	2	122	13	0	262	49117492	0.00292572347318576	0.000558944185922056	0.00121379811283755	0.00368536451105881
201607	3	135	17	0	371	122523010	0.00292572347318576	0.000558944185922056	0.00121379811283755	0.00368536451105881
201607	4	365	27	0	882	54707768	0.00292572347318576	0.000558944185922056	0.00121379811283755	0.00368536451105881
201607	5	247	33	0	629	41928248	0.00292572347318576	0.000558944185922056	0.00121379811283755	0.00368536451105881
201608	1	189	20	1	508	18844041	0.00389351202951125	0.000540248080649887	0.00128287480738449	0.00346770697715621
201608	2	64	4	0	179	49126174	0.00389351202951125	0.000540248080649887	0.00128287480738449	0.00346770697715621
201608	3	39	4	0	139	122571885	0.00389351202951125	0.000540248080649887	0.00128287480738449	0.00346770697715621
201608	4	237	21	0	520	54709882	0.00389351202951125	0.000540248080649887	0.00128287480738449	0.00346770697715621
201608	5	60	2	0	164	41963175	0.00389351202951125	0.000540248080649887	0.00128287480738449	0.00346770697715621
201609	1	208	25	0	365	18851180	0.00465281742857152	0.000772180198909272	0.00160009435726348	0.00334353379367461
201609	2	366	35	0	609	49134869	0.00465281742857152	0.000772180198909272	0.00160009435726348	0.00334353379367461
201609	3	446	38	0	837	122620909	0.00465281742857152	0.000772180198909272	0.00160009435726348	0.00334353379367461
201609	4	1180	109	2	2008	54711967	0.00465281742857152	0.000772180198909272	0.00160009435726348	0.00334353379367461
201609	5	779	61	0	1417	41998116	0.00465281742857152	0.000772180198909272	0.00160009435726348	0.00334353379367461
201610	1	602	48	0	1046	18858360	0.00570109616698472	0.000821188725387122	0.00197064993454205	0.0028261320467629
201610	2	219	21	0	404	49143579	0.00570109616698472	0.000821188725387122	0.00197064993454205	0.0028261320467629
201610	3	137	9	0	251	122670074	0.00570109616698472	0.000821188725387122	0.00197064993454205	0.0028261320467629
201610	4	682	66	0	1074	54714025	0.00570109616698472	0.000821188725387122	0.00197064993454205	0.0028261320467629
201610	5	209	16	0	360	42033069	0.00570109616698472	0.000821188725387122	0.00197064993454205	0.0028261320467629
201611	1	1206	155	2	1795	18865578	0.00399713431289238	0.000562344523544305	0.00161709275157949	0.00216510749090752
201611	2	2419	248	0	3156	49152301	0.00399713431289238	0.000562344523544305	0.00161709275157949	0.00216510749090752
201611	3	2434	241	1	3641	122719370	0.00399713431289238	0.000562344523544305	0.00161709275157949	0.00216510749090752
201611	4	5128	513	1	7398	54716056	0.00399713431289238	0.000562344523544305	0.00161709275157949	0.00216510749090752
201611	5	4393	481	0	6248	42068034	0.00399713431289238	0.000562344523544305	0.00161709275157949	0.00216510749090752
201612	1	2777	299	0	3929	18872832	0.00305156598240974	0.000571087017502012	0.00152707903951371	0.00163630230356953
201612	2	1258	145	0	1822	49161036	0.00305156598240974	0.000571087017502012	0.00152707903951371	0.00163630230356953
201612	3	723	82	1	1041	122768791	0.00305156598240974	0.000571087017502012	0.00152707903951371	0.00163630230356953
201612	4	3412	366	0	4445	54718062	0.00305156598240974	0.000571087017502012	0.00152707903951371	0.00163630230356953
201612	5	950	109	1	1420	42103011	0.00305156598240974	0.000571087017502012	0.00152707903951371	0.00163630230356953
201613	1	3	0	0	14	18880119	0.00221648580390469	0.000494383450685061	0.00138423475596927	0.00126382331506787
201613	2	4	0	0	30	49169782	0.00221648580390469	0.000494383450685061	0.00138423475596927	0.00126382331506787
201613	3	9	1	0	49	122818327	0.00221648580390469	0.000494383450685061	0.00138423475596927	0.00126382331506787
201613	4	13	1	0	98	54720046	0.00221648580390469	0.000494383450685061	0.00138423475596927	0.00126382331506787
201613	5	14	0	0	94	42137997	0.00221648580390469	0.000494383450685061	0.00138423475596927	0.00126382331506787
201614	1	14	2	0	72	18887437	0.00139702309229233	0.000353179995242442	0.00123428832657196	0.000948428151766508
201614	2	2	0	0	35	49178538	0.00139702309229233	0.000353179995242442	0.00123428832657196	0.000948428151766508
201614	3	3	0	0	20	122867970	0.00139702309229233	0.000353179995242442	0.00123428832657196	0.000948428151766508
201614	4	12	1	0	77	54722009	0.00139702309229233	0.000353179995242442	0.00123428832657196	0.000948428151766508
201614	5	7	1	0	31	42172994	0.00139702309229233	0.000353179995242442	0.00123428832657196	0.000948428151766508
201615	1	3	0	0	4	18894783	0.00109141044028048	0.000333407366874194	0.00129047243622774	0.000792339300533624
201615	2	4	0	0	12	49187304	0.00109141044028048	0.000333407366874194	0.00129047243622774	0.000792339300533624
201615	3	1	0	0	14	122917713	0.00109141044028048	0.000333407366874194	0.00129047243622774	0.000792339300533624
201615	4	11	0	0	36	54723952	0.00109141044028048	0.000333407366874194	0.00129047243622774	0.000792339300533624
201615	5	12	0	0	29	42208000	0.00109141044028048	0.000333407366874194	0.00129047243622774	0.000792339300533624
201616	1	7	0	0	25	18902156	0.000770485551383391	0.000354535018209024	0.00133139121726476	0.000584207072389148
