7119408 7117492 7064982 7026170 7037320 7053240 7048944
18525676 18463908 18443726 18438686 18424160 18421702 18449274
45137558 45339496 45622328 45847318 46117026 46361400 46640428
17546492 18023998 18275894 18566406 18861038 19091462 19239282
11565476 11923742 12501158 13036436 13584552 14148468 14669496
