studywk,agecat,region,rcu,pi,flu,allcause
2162,5,1,1225,156,0,1756
2162,5,2,2338,259,0,2982
2162,5,3,2400,282,0,3511
2162,5,4,5273,611,2,7546
2162,5,5,4167,448,1,5960
2162,5,6,2685,322,0,3816
2162,5,7,1174,145,0,1715
2162,5,8,708,71,1,1012
2162,5,9,3234,356,0,4312
2162,5,10,950,98,0,1384
2163,1,1,2,0,0,13
2163,1,2,2,0,0,29
2163,1,3,7,1,0,60
2163,1,4,16,1,0,126
2163,1,5,20,0,0,97
2163,1,6,12,2,0,86
2163,1,7,3,0,0,25
2163,1,8,6,1,0,23
2163,1,9,14,1,0,63
2163,1,10,3,0,0,19
2163,2,1,1,0,0,3
2163,2,2,3,0,0,8
2163,2,3,3,0,0,18
2163,2,4,11,1,0,51
2163,2,5,8,1,0,25
2163,2,6,9,2,0,40
2163,2,7,2,0,0,10
2163,2,8,2,0,0,12
2163,2,9,5,0,0,22
2163,2,10,3,1,0,11
2163,3,1,50,3,0,155
2163,3,2,106,10,0,269
2163,3,3,131,16,0,390
2163,3,4,387,33,1,984
2163,3,5,215,17,0,621
2163,3,6,200,18,0,565
2163,3,7,60,9,0,185
2163,3,8,41,3,0,119
2163,3,9,210,29,1,564
2163,3,10,49,6,0,140
2163,4,1,180,15,0,346
2163,4,2,365,39,0,584
2163,4,3,448,34,0,828
2163,4,4,1124,103,1,1949
2163,4,5,823,61,0,1420
2163,4,6,641,46,0,1126
2163,4,7,213,19,0,380
2163,4,8,141,14,0,250
2163,4,9,678,64,0,1086
2163,4,10,183,11,0,327
2163,5,1,1244,162,0,1717
2163,5,2,2251,263,0,2913
2163,5,3,2404,259,0,3509
2163,5,4,5168,579,2,7419
2163,5,5,4112,480,1,5859
2163,5,6,2766,311,0,3906
2163,5,7,1205,131,0,1692
2163,5,8,705,76,0,1029
2163,5,9,3293,387,0,4304
2163,5,10,871,82,0,1332
2164,1,1,0,0,0,16
2164,1,2,4,0,0,36
2164,1,3,5,0,0,49
2164,1,4,21,0,0,148
2164,1,5,11,2,0,100
2164,1,6,13,0,0,76
2164,1,7,2,0,0,26
2164,1,8,2,0,0,18
2164,1,9,12,3,0,69
2164,1,10,2,1,0,20
2164,2,1,1,0,0,4
2164,2,2,4,0,0,13
2164,2,3,6,1,0,20
2164,2,4,8,0,0,48
2164,2,5,5,2,0,24
2164,2,6,3,1,0,33
2164,2,7,3,1,0,14
2164,2,8,0,0,0,8
2164,2,9,9,3,0,32
2164,2,10,2,0,0,10
2164,3,1,46,1,0,163
2164,3,2,108,16,0,268
2164,3,3,136,15,0,401
2164,3,4,364,24,0,905
2164,3,5,216,14,1,642
2164,3,6,216,20,0,604
2164,3,7,60,6,0,168
2164,3,8,45,1,0,155
2164,3,9,210,16,0,486
2164,3,10,46,4,0,139
2164,4,1,188,14,0,342
2164,4,2,427,34,0,648
2164,4,3,472,50,0,887
2164,4,4,1150,99,0,1962
2164,4,5,839,73,0,1445
2164,4,6,732,75,0,1178
2164,4,7,205,21,0,380
2164,4,8,135,13,0,271
2164,4,9,654,63,0,1060
2164,4,10,175,13,0,337
2164,5,1,1219,138,0,1662
2164,5,2,2206,251,0,2810
2164,5,3,2456,267,0,3567
2164,5,4,5121,541,1,7427
2164,5,5,4150,458,1,5958
2164,5,6,2678,289,1,3783
2164,5,7,1188,138,0,1716
2164,5,8,684,65,0,1011
2164,5,9,3177,317,0,4161
2164,5,10,924,87,0,1305
2165,1,1,2,0,0,17
2165,1,2,4,0,0,39
2165,1,3,8,1,0,51
2165,1,4,19,1,0,115
2165,1,5,10,0,0,91
2165,1,6,18,1,0,88
2165,1,7,3,0,0,29
2165,1,8,2,0,0,16
2165,1,9,16,3,0,78
2165,1,10,1,0,0,20
2165,2,1,1,0,0,3
2165,2,2,2,0,0,9
2165,2,3,6,0,0,15
2165,2,4,9,1,0,44
2165,2,5,7,1,0,37
2165,2,6,7,0,0,35
2165,2,7,0,0,0,9
2165,2,8,0,0,0,11
2165,2,9,10,1,0,27
2165,2,10,2,0,0,10
2165,3,1,67,8,0,176
2165,3,2,120,12,0,310
2165,3,3,141,7,0,393
2165,3,4,327,31,1,859
2165,3,5,238,29,0,655
2165,3,6,207,18,0,573
2165,3,7,49,5,0,167
2165,3,8,42,2,0,152
2165,3,9,196,11,0,547
2165,3,10,38,3,0,125
2165,4,1,178,19,0,318
2165,4,2,408,32,1,680
2165,4,3,469,39,0,858
2165,4,4,1181,93,0,2025
2165,4,5,783,67,0,1378
2165,4,6,640,65,0,1094
2165,4,7,219,25,0,395
2165,4,8,125,9,0,244
2165,4,9,629,44,0,1041
2165,4,10,163,13,0,310
2165,5,1,1227,158,0,1769
2165,5,2,2265,219,0,2916
2165,5,3,2423,238,0,3489
2165,5,4,5151,550,0,7403
2165,5,5,4103,418,1,5917
2165,5,6,2669,270,0,3777
2165,5,7,1105,111,0,1605
2165,5,8,663,70,0,988
2165,5,9,3293,404,0,4316
2165,5,10,913,93,0,1326
2166,1,1,2,0,0,14
2166,1,2,4,1,0,32
2166,1,3,6,0,0,59
2166,1,4,10,1,0,91
2166,1,5,18,3,1,96
2166,1,6,13,2,0,101
2166,1,7,4,0,0,21
2166,1,8,1,1,0,17
2166,1,9,13,3,0,89
2166,1,10,3,0,0,20
2166,2,1,3,0,0,12
2166,2,2,1,0,0,12
2166,2,3,4,0,0,26
2166,2,4,15,1,0,35
2166,2,5,7,0,0,31
2166,2,6,6,2,0,40
2166,2,7,3,0,0,15
2166,2,8,0,0,0,3
2166,2,9,7,1,0,23
2166,2,10,1,0,0,8
2166,3,1,41,2,0,185
2166,3,2,122,12,0,324
2166,3,3,125,13,0,431
2166,3,4,333,29,1,887
2166,3,5,224,23,0,710
2166,3,6,176,10,0,576
2166,3,7,56,4,0,185
2166,3,8,40,2,0,160
2166,3,9,230,12,0,610
2166,3,10,42,3,0,167
2166,4,1,171,13,0,339
2166,4,2,382,27,0,588
2166,4,3,435,30,0,851
2166,4,4,1171,98,0,1967
2166,4,5,737,66,0,1385
2166,4,6,672,64,1,1096
2166,4,7,217,15,0,368
2166,4,8,130,15,0,254
2166,4,9,714,61,0,1159
2166,4,10,171,14,1,339
2166,5,1,1169,149,0,1661
2166,5,2,2267,231,0,2990
2166,5,3,2331,230,0,3493
2166,5,4,5124,518,0,7371
2166,5,5,4017,417,0,5863
2166,5,6,2699,295,0,3859
2166,5,7,1138,113,1,1662
2166,5,8,675,71,0,1005
2166,5,9,3228,340,0,4289
2166,5,10,880,97,0,1303
2167,1,1,0,0,0,10
2167,1,2,4,0,0,37
2167,1,3,6,2,0,35
2167,1,4,9,0,0,98
2167,1,5,19,1,0,83
2167,1,6,21,3,0,104
2167,1,7,5,0,0,20
2167,1,8,0,0,0,16
2167,1,9,20,3,0,77
2167,1,10,0,0,0,13
2167,2,1,2,0,0,8
2167,2,2,4,0,0,8
2167,2,3,3,0,0,18
2167,2,4,7,0,0,38
2167,2,5,16,2,0,45
2167,2,6,10,3,0,40
2167,2,7,4,0,0,15
2167,2,8,0,0,0,9
2167,2,9,7,0,0,23
2167,2,10,1,0,0,11
2167,3,1,57,6,0,172
2167,3,2,127,19,0,282
2167,3,3,135,16,0,377
2167,3,4,353,25,0,931
2167,3,5,248,21,0,683
2167,3,6,195,24,0,538
2167,3,7,69,7,1,176
2167,3,8,42,6,0,164
2167,3,9,202,27,0,535
2167,3,10,55,4,0,151
2167,4,1,203,21,0,368
2167,4,2,388,50,0,619
2167,4,3,455,40,0,867
2167,4,4,1105,102,0,1882
2167,4,5,840,72,0,1426
2167,4,6,678,58,0,1099
2167,4,7,206,16,0,361
2167,4,8,120,9,0,236
2167,4,9,706,65,0,1113
2167,4,10,190,12,0,347
2167,5,1,1229,154,0,1762
2167,5,2,2212,215,0,2805
2167,5,3,2323,257,0,3418
2167,5,4,5015,501,0,7255
2167,5,5,4001,419,0,5830
2167,5,6,2587,275,0,3674
2167,5,7,1195,133,0,1725
2167,5,8,689,69,0,990
2167,5,9,3173,320,0,4162
2167,5,10,893,91,1,1287
2168,1,1,2,1,0,17
2168,1,2,2,0,0,29
2168,1,3,6,1,0,58
2168,1,4,11,1,0,122
2168,1,5,15,2,0,105
2168,1,6,15,0,0,71
2168,1,7,8,0,0,22
2168,1,8,2,1,0,21
2168,1,9,14,4,2,63
2168,1,10,4,0,0,19
2168,2,1,2,0,0,7
2168,2,2,1,0,0,10
2168,2,3,6,0,0,16
2168,2,4,13,1,0,54
2168,2,5,4,3,0,45
2168,2,6,8,1,0,31
2168,2,7,2,0,0,16
2168,2,8,3,0,0,9
2168,2,9,9,0,0,28
2168,2,10,1,0,0,7
2168,3,1,56,4,0,151
2168,3,2,133,14,0,309
2168,3,3,122,9,0,411
2168,3,4,363,31,0,901
2168,3,5,233,17,0,674
2168,3,6,210,16,0,598
2168,3,7,63,2,0,186
2168,3,8,34,2,0,114
2168,3,9,216,20,0,500
2168,3,10,35,3,0,147
2168,4,1,187,14,0,340
2168,4,2,415,29,0,679
2168,4,3,431,42,0,835
2168,4,4,1121,101,0,1893
2168,4,5,831,71,2,1472
2168,4,6,624,59,0,1092
2168,4,7,195,12,0,395
2168,4,8,130,11,0,254
2168,4,9,645,62,0,1016
2168,4,10,176,14,0,351
2168,5,1,1170,114,0,1733
2168,5,2,2251,239,0,2902
2168,5,3,2408,261,0,3556
2168,5,4,4977,547,1,7139
2168,5,5,4136,459,0,6066
2168,5,6,2620,285,0,3711
2168,5,7,1091,124,1,1607
2168,5,8,641,64,1,967
2168,5,9,3152,330,0,4185
2168,5,10,925,86,0,1353
2169,1,1,3,0,0,15
2169,1,2,7,0,0,38
2169,1,3,9,0,0,62
2169,1,4,19,2,0,115
2169,1,5,20,2,0,98
2169,1,6,10,0,0,87
2169,1,7,3,0,0,25
2169,1,8,0,0,0,25
2169,1,9,13,2,0,96
2169,1,10,3,0,0,27
2169,2,1,1,0,0,7
2169,2,2,1,0,0,7
2169,2,3,2,0,0,14
2169,2,4,9,0,0,40
2169,2,5,7,0,0,32
2169,2,6,16,0,0,42
2169,2,7,5,1,0,12
2169,2,8,3,0,0,9
2169,2,9,4,0,0,32
2169,2,10,0,0,0,8
2169,3,1,49,2,0,150
2169,3,2,104,6,0,282
2169,3,3,123,7,0,383
2169,3,4,360,24,2,830
2169,3,5,207,18,0,631
2169,3,6,208,18,0,558
2169,3,7,64,4,0,163
2169,3,8,37,4,0,132
2169,3,9,200,17,0,546
2169,3,10,56,8,0,164
2169,4,1,191,20,0,360
2169,4,2,410,31,0,641
2169,4,3,445,32,0,844
2169,4,4,1146,87,0,1978
2169,4,5,797,63,0,1396
2169,4,6,651,55,0,1093
2169,4,7,218,14,0,411
2169,4,8,112,8,0,227
2169,4,9,653,50,0,1081
2169,4,10,182,17,0,367
2169,5,1,1181,119,0,1698
2169,5,2,2220,242,1,2956
2169,5,3,2373,241,0,3528
2169,5,4,5058,498,1,7389
2169,5,5,4084,436,0,5938
2169,5,6,2648,255,0,3704
2169,5,7,1066,128,1,1598
2169,5,8,645,71,0,976
2169,5,9,3222,318,0,4203
2169,5,10,875,74,0,1288
2170,1,1,2,0,0,17
2170,1,2,10,2,1,38
2170,1,3,5,0,0,36
2170,1,4,20,3,0,128
2170,1,5,17,0,0,88
2170,1,6,15,1,0,74
2170,1,7,2,0,0,21
2170,1,8,6,0,0,21
2170,1,9,6,0,0,74
2170,1,10,0,0,0,17
2170,2,1,0,0,0,4
2170,2,2,3,0,0,10
2170,2,3,5,0,0,12
2170,2,4,4,0,0,29
2170,2,5,5,0,0,27
2170,2,6,7,1,0,27
2170,2,7,2,1,0,11
2170,2,8,0,0,0,5
2170,2,9,4,0,0,20
2170,2,10,4,0,0,6
2170,3,1,51,4,0,149
2170,3,2,129,23,0,303
2170,3,3,142,12,0,406
2170,3,4,385,30,2,877
2170,3,5,232,20,0,659
2170,3,6,208,12,0,589
2170,3,7,59,5,0,171
2170,3,8,47,5,0,143
2170,3,9,192,22,0,511
2170,3,10,48,5,0,171
2170,4,1,187,15,0,354
2170,4,2,371,19,0,620
2170,4,3,469,46,0,856
2170,4,4,1170,107,1,1994
2170,4,5,750,65,0,1404
2170,4,6,664,52,0,1140
2170,4,7,204,21,0,375
2170,4,8,142,11,0,266
2170,4,9,587,56,0,989
2170,4,10,172,17,0,323
2170,5,1,1170,120,0,1690
2170,5,2,2210,258,0,2887
2170,5,3,2410,234,0,3530
2170,5,4,5012,493,1,7221
2170,5,5,4115,431,1,6078
2170,5,6,2659,269,0,3746
2170,5,7,1168,127,0,1674
2170,5,8,682,70,0,1018
2170,5,9,3070,307,0,4059
2170,5,10,956,80,1,1395
2171,1,1,3,0,0,10
2171,1,2,4,0,0,42
2171,1,3,9,0,0,54
2171,1,4,22,1,0,108
2171,1,5,7,2,0,92
2171,1,6,4,0,0,68
2171,1,7,4,0,0,26
2171,1,8,2,0,0,18
2171,1,9,20,3,0,90
2171,1,10,2,0,0,9
2171,2,1,0,0,0,4
2171,2,2,7,1,0,14
2171,2,3,1,0,0,11
2171,2,4,18,2,0,48
2171,2,5,4,0,0,29
2171,2,6,8,1,0,36
2171,2,7,0,0,0,10
2171,2,8,2,1,0,6
2171,2,9,9,0,0,26
2171,2,10,1,0,0,9
2171,3,1,56,3,0,162
2171,3,2,96,2,0,292
2171,3,3,124,8,0,403
2171,3,4,401,29,0,955
2171,3,5,210,17,0,644
2171,3,6,224,17,0,636
2171,3,7,63,6,0,183
2171,3,8,47,5,0,151
2171,3,9,228,18,0,512
2171,3,10,43,5,0,154
2171,4,1,180,17,0,347
2171,4,2,331,27,0,549
2171,4,3,458,38,0,821
2171,4,4,1155,106,1,1949
2171,4,5,767,71,1,1379
2171,4,6,630,41,0,1066
2171,4,7,190,13,0,377
2171,4,8,115,11,0,234
2171,4,9,686,53,0,1096
2171,4,10,179,18,0,340
2171,5,1,1173,115,0,1667
2171,5,2,2247,264,0,2949
2171,5,3,2410,268,0,3586
2171,5,4,4902,523,0,7138
2171,5,5,4026,407,0,5900
2171,5,6,2656,265,0,3738
2171,5,7,1169,139,0,1681
2171,5,8,697,60,0,1032
2171,5,9,3249,346,1,4229
2171,5,10,877,85,0,1302
2172,1,1,2,0,0,13
2172,1,2,5,1,0,32
2172,1,3,11,0,0,57
2172,1,4,18,1,0,128
2172,1,5,16,3,0,92
2172,1,6,17,3,0,97
2172,1,7,4,1,0,25
2172,1,8,3,1,0,35
2172,1,9,15,1,0,72
2172,1,10,0,0,0,21
2172,2,1,1,0,0,5
2172,2,2,5,0,0,14
2172,2,3,0,0,0,14
2172,2,4,12,1,0,48
2172,2,5,4,0,0,31
2172,2,6,9,0,0,30
2172,2,7,3,0,0,14
2172,2,8,0,0,0,8
2172,2,9,11,0,0,26
2172,2,10,2,0,0,8
2172,3,1,32,1,0,138
2172,3,2,116,9,0,288
2172,3,3,131,8,0,394
2172,3,4,359,37,0,910
2172,3,5,193,14,0,575
2172,3,6,195,28,0,536
2172,3,7,53,7,0,170
2172,3,8,30,1,0,137
2172,3,9,204,17,0,526
2172,3,10,53,4,0,149
2172,4,1,165,16,0,311
2172,4,2,418,40,0,638
2172,4,3,470,50,0,864
2172,4,4,1171,93,0,1969
2172,4,5,805,66,0,1466
2172,4,6,607,58,0,1082
2172,4,7,210,17,0,366
2172,4,8,147,15,1,252
2172,4,9,661,54,0,1038
2172,4,10,165,11,0,304
2172,5,1,1194,120,0,1701
2172,5,2,2264,223,0,2922
2172,5,3,2323,242,0,3463
2172,5,4,4943,530,2,7157
2172,5,5,4031,435,1,5869
2172,5,6,2623,276,0,3748
2172,5,7,1167,128,0,1717
2172,5,8,710,76,0,1065
2172,5,9,3170,346,0,4159
2172,5,10,924,78,0,1345
2173,1,1,1,0,0,12
2173,1,2,7,0,0,50
2173,1,3,7,0,0,42
2173,1,4,26,2,0,115
2173,1,5,17,0,0,93
2173,1,6,11,1,0,78
2173,1,7,5,0,0,26
2173,1,8,0,0,0,12
2173,1,9,11,1,0,68
2173,1,10,3,0,0,23
2173,2,1,3,0,0,6
2173,2,2,5,0,0,18
2173,2,3,3,0,0,14
2173,2,4,10,3,0,37
2173,2,5,7,0,0,32
2173,2,6,4,2,0,26
2173,2,7,2,0,0,11
2173,2,8,2,1,0,10
2173,2,9,9,2,0,24
2173,2,10,2,1,0,5
2173,3,1,35,2,0,166
2173,3,2,95,4,0,259
2173,3,3,126,9,0,363
2173,3,4,362,27,0,878
2173,3,5,242,23,0,689
2173,3,6,206,15,0,561
2173,3,7,63,4,0,164
2173,3,8,46,7,0,153
2173,3,9,210,17,0,529
2173,3,10,42,1,0,122
2173,4,1,168,13,0,326
2173,4,2,407,32,0,641
2173,4,3,418,46,0,788
2173,4,4,1137,94,1,1960
2173,4,5,786,61,0,1392
2173,4,6,662,66,0,1090
2173,4,7,237,20,0,407
2173,4,8,127,7,0,244
2173,4,9,667,54,1,1076
2173,4,10,164,22,0,307
2173,5,1,1167,151,0,1698
2173,5,2,2281,206,0,2988
2173,5,3,2416,260,0,3645
2173,5,4,4955,481,0,7184
2173,5,5,4048,434,0,5895
2173,5,6,2662,292,0,3738
2173,5,7,1165,133,1,1753
2173,5,8,651,69,0,974
2173,5,9,3117,344,1,4117
2173,5,10,921,72,1,1315
2174,1,1,2,0,0,14
2174,1,2,2,1,0,30
2174,1,3,6,0,0,50
2174,1,4,20,2,0,126
2174,1,5,13,2,0,107
2174,1,6,17,0,0,89
2174,1,7,2,0,0,20
2174,1,8,4,0,0,17
2174,1,9,13,1,0,68
2174,1,10,4,2,0,20
2174,2,1,3,0,0,9
2174,2,2,3,0,0,13
2174,2,3,4,0,0,18
2174,2,4,14,2,0,42
2174,2,5,9,1,0,36
2174,2,6,3,0,0,22
2174,2,7,1,1,1,12
2174,2,8,1,1,0,5
2174,2,9,3,1,0,31
2174,2,10,4,0,0,9
2174,3,1,39,5,0,122
2174,3,2,118,12,0,315
2174,3,3,128,16,0,366
2174,3,4,370,33,2,956
2174,3,5,231,13,0,670
2174,3,6,201,19,0,586
2174,3,7,65,5,0,177
2174,3,8,40,5,0,141
2174,3,9,192,22,0,505
2174,3,10,45,4,0,162
2174,4,1,168,13,0,327
2174,4,2,391,23,0,623
2174,4,3,430,26,0,799
2174,4,4,1152,89,0,1970
2174,4,5,721,56,0,1402
2174,4,6,620,63,0,1038
2174,4,7,225,23,1,384
2174,4,8,127,11,0,246
2174,4,9,621,51,0,1044
2174,4,10,172,9,0,322
2174,5,1,1223,141,0,1782
2174,5,2,2224,226,0,2913
2174,5,3,2381,246,0,3517
2174,5,4,4898,489,2,7270
2174,5,5,4189,469,0,6094
2174,5,6,2533,224,0,3602
2174,5,7,1227,125,0,1779
2174,5,8,628,45,0,977
2174,5,9,3280,354,0,4318
2174,5,10,861,74,0,1282
2175,1,1,7,0,0,20
2175,1,2,7,0,0,43
2175,1,3,5,1,0,40
2175,1,4,21,1,0,122
2175,1,5,12,2,0,87
2175,1,6,17,2,0,104
2175,1,7,1,0,0,25
2175,1,8,2,1,0,16
2175,1,9,11,0,0,56
2175,1,10,2,0,0,21
2175,2,1,2,0,0,8
2175,2,2,1,0,0,8
2175,2,3,5,2,0,18
2175,2,4,7,2,0,34
2175,2,5,4,0,0,24
2175,2,6,5,0,0,32
2175,2,7,2,0,0,4
2175,2,8,2,0,0,13
2175,2,9,10,0,0,25
2175,2,10,0,0,0,4
2175,3,1,51,3,0,152
2175,3,2,101,9,0,251
2175,3,3,143,17,0,407
2175,3,4,385,29,0,945
2175,3,5,218,18,0,621
2175,3,6,198,19,0,561
2175,3,7,56,3,0,166
2175,3,8,43,2,0,144
2175,3,9,194,23,0,515
2175,3,10,56,3,0,155
2175,4,1,184,17,0,324
2175,4,2,345,25,0,573
2175,4,3,435,39,0,843
2175,4,4,1167,87,0,1979
2175,4,5,806,69,0,1419
2175,4,6,647,58,0,1058
2175,4,7,223,16,0,398
2175,4,8,131,10,0,249
2175,4,9,615,62,0,1024
2175,4,10,180,13,0,348
2175,5,1,1089,128,0,1605
2175,5,2,2154,223,0,2845
2175,5,3,2391,243,0,3539
2175,5,4,4873,489,0,7187
2175,5,5,3903,375,0,5704
2175,5,6,2607,253,0,3707
2175,5,7,1165,135,0,1689
2175,5,8,667,62,1,1015
2175,5,9,3227,348,0,4247
2175,5,10,952,77,0,1349
2176,1,1,4,1,0,26
2176,1,2,5,1,0,41
2176,1,3,10,1,0,52
2176,1,4,15,2,0,117
2176,1,5,8,1,0,88
2176,1,6,8,0,0,80
2176,1,7,5,0,0,42
2176,1,8,1,0,0,22
2176,1,9,10,1,0,73
2176,1,10,2,0,0,22
2176,2,1,4,0,0,7
2176,2,2,3,0,0,7
2176,2,3,5,1,0,24
2176,2,4,8,2,0,34
2176,2,5,10,0,0,36
2176,2,6,4,0,0,18
2176,2,7,1,0,0,6
2176,2,8,3,0,0,9
2176,2,9,6,0,0,26
2176,2,10,1,0,0,5
2176,3,1,52,3,0,146
2176,3,2,103,14,0,279
2176,3,3,124,9,0,400
2176,3,4,366,32,0,910
2176,3,5,235,26,0,652
2176,3,6,178,17,1,521
2176,3,7,82,7,0,211
2176,3,8,33,1,0,130
2176,3,9,219,30,0,503
2176,3,10,41,3,0,120
2176,4,1,198,19,0,363
2176,4,2,368,32,0,606
2176,4,3,421,33,0,826
2176,4,4,1114,94,2,1966
2176,4,5,786,70,1,1447
2176,4,6,676,51,1,1147
2176,4,7,199,24,0,356
2176,4,8,134,9,0,267
2176,4,9,624,55,0,983
2176,4,10,160,16,1,319
2176,5,1,1206,142,0,1730
2176,5,2,2258,222,0,2952
2176,5,3,2377,236,0,3546
2176,5,4,5022,518,1,7281
2176,5,5,4154,427,0,5961
2176,5,6,2646,270,0,3698
2176,5,7,1137,116,0,1669
2176,5,8,679,64,0,1021
2176,5,9,3306,359,0,4292
2176,5,10,925,90,0,1338
2177,1,1,1,0,0,19
2177,1,2,4,0,0,36
2177,1,3,13,0,0,59
2177,1,4,10,3,0,117
2177,1,5,12,2,0,90
2177,1,6,13,1,0,77
2177,1,7,2,0,0,17
2177,1,8,4,0,0,18
2177,1,9,10,4,0,67
2177,1,10,6,2,0,17
2177,2,1,3,0,0,8
2177,2,2,3,0,0,13
2177,2,3,2,0,0,12
2177,2,4,10,2,0,34
2177,2,5,8,1,0,33
2177,2,6,8,0,0,23
2177,2,7,2,0,0,6
2177,2,8,1,0,0,7
2177,2,9,3,0,0,24
2177,2,10,0,0,0,5
2177,3,1,47,1,0,143
2177,3,2,113,10,0,267
2177,3,3,110,14,0,359
2177,3,4,352,30,3,932
2177,3,5,218,27,0,624
2177,3,6,211,23,0,527
2177,3,7,57,4,0,160
2177,3,8,35,4,0,125
2177,3,9,201,21,0,546
2177,3,10,48,3,0,139
2177,4,1,187,10,0,356
2177,4,2,383,34,0,612
2177,4,3,450,42,0,855
2177,4,4,1115,101,1,1910
2177,4,5,772,63,0,1364
2177,4,6,627,43,0,1083
2177,4,7,232,20,0,402
2177,4,8,127,13,0,250
2177,4,9,633,57,0,1011
2177,4,10,171,19,0,329
2177,5,1,1176,128,0,1690
2177,5,2,2364,249,0,3031
2177,5,3,2445,265,0,3626
2177,5,4,5119,530,0,7410
2177,5,5,4256,435,0,6206
2177,5,6,2679,247,0,3818
2177,5,7,1234,134,0,1787
2177,5,8,667,81,0,971
2177,5,9,3134,342,0,4192
2177,5,10,848,74,0,1294
2178,1,1,1,0,0,11
2178,1,2,4,0,0,30
2178,1,3,8,0,0,53
2178,1,4,19,0,0,111
2178,1,5,15,0,0,81
2178,1,6,10,1,0,95
2178,1,7,5,2,1,25
2178,1,8,4,0,0,23
2178,1,9,21,2,0,87
2178,1,10,3,0,0,22
2178,2,1,2,1,0,8
2178,2,2,4,1,0,11
2178,2,3,9,0,0,22
2178,2,4,8,2,0,42
2178,2,5,17,0,0,38
2178,2,6,7,2,1,22
2178,2,7,0,0,0,10
2178,2,8,2,0,0,7
2178,2,9,7,1,0,26
2178,2,10,0,0,0,7
2178,3,1,46,4,0,154
2178,3,2,144,16,0,327
2178,3,3,127,13,1,363
2178,3,4,358,35,2,872
2178,3,5,222,17,0,642
2178,3,6,201,17,0,534
2178,3,7,62,6,0,172
2178,3,8,27,4,0,118
2178,3,9,205,18,0,511
2178,3,10,45,1,0,135
2178,4,1,180,14,0,332
2178,4,2,394,23,0,641
2178,4,3,480,33,0,862
2178,4,4,1195,110,1,1958
2178,4,5,787,72,0,1416
2178,4,6,638,58,0,1079
2178,4,7,203,20,0,364
2178,4,8,120,10,0,250
2178,4,9,592,54,0,952
2178,4,10,167,9,0,316
2178,5,1,1267,141,2,1785
2178,5,2,2283,264,0,3052
2178,5,3,2428,245,0,3568
2178,5,4,5148,535,0,7418
2178,5,5,4284,450,2,6178
2178,5,6,2625,296,0,3756
2178,5,7,1185,137,0,1726
2178,5,8,702,70,1,1064
2178,5,9,3221,306,0,4226
2178,5,10,928,76,0,1328
2179,1,1,2,0,0,22
2179,1,2,4,0,0,33
2179,1,3,6,1,0,58
2179,1,4,19,2,0,116
2179,1,5,12,1,0,95
2179,1,6,13,2,0,68
2179,1,7,4,0,0,18
2179,1,8,2,0,0,27
2179,1,9,15,2,1,77
2179,1,10,2,0,0,16
2179,2,1,0,0,0,4
2179,2,2,4,1,0,9
2179,2,3,3,0,0,16
2179,2,4,11,1,0,28
2179,2,5,10,2,1,21
2179,2,6,6,1,0,32
2179,2,7,1,0,0,10
2179,2,8,2,0,0,7
2179,2,9,9,2,0,21
2179,2,10,1,0,0,4
2179,3,1,43,6,0,159
2179,3,2,123,13,0,304
2179,3,3,125,10,0,382
2179,3,4,383,37,1,923
2179,3,5,236,26,0,611
2179,3,6,213,26,0,554
2179,3,7,61,5,0,142
2179,3,8,35,5,0,141
2179,3,9,207,20,0,510
2179,3,10,42,6,0,142
2179,4,1,165,19,0,330
2179,4,2,381,28,0,605
2179,4,3,482,30,0,880
2179,4,4,1175,80,0,2020
2179,4,5,844,62,0,1460
2179,4,6,630,48,0,1059
2179,4,7,236,26,0,421
2179,4,8,132,12,0,239
2179,4,9,638,53,0,1076
2179,4,10,162,19,0,318
2179,5,1,1240,172,0,1838
2179,5,2,2306,232,0,2992
2179,5,3,2521,310,0,3777
2179,5,4,5060,501,0,7446
2179,5,5,4385,459,0,6333
2179,5,6,2731,291,0,3748
2179,5,7,1156,114,0,1683
2179,5,8,709,77,0,1050
2179,5,9,3299,354,0,4402
2179,5,10,997,98,0,1460
2180,1,1,2,0,0,15
2180,1,2,5,1,0,42
2180,1,3,9,0,0,58
2180,1,4,24,1,0,124
2180,1,5,12,2,0,80
2180,1,6,8,0,0,74
2180,1,7,5,1,0,32
2180,1,8,4,0,0,21
2180,1,9,15,4,0,94
2180,1,10,2,0,0,15
2180,2,1,2,0,0,4
2180,2,2,5,0,0,10
2180,2,3,3,0,0,15
2180,2,4,13,3,0,35
2180,2,5,7,1,0,25
2180,2,6,6,2,0,15
2180,2,7,2,0,0,12
2180,2,8,3,1,0,7
2180,2,9,7,0,0,19
2180,2,10,0,0,0,1
2180,3,1,45,2,0,162
2180,3,2,132,12,1,295
2180,3,3,124,8,0,393
2180,3,4,369,39,1,944
2180,3,5,219,16,0,598
2180,3,6,193,16,0,540
2180,3,7,49,4,0,171
2180,3,8,48,4,0,150
2180,3,9,231,18,0,528
2180,3,10,57,9,0,157
2180,4,1,163,15,0,299
2180,4,2,385,28,0,625
2180,4,3,472,44,0,855
2180,4,4,1166,89,1,1965
2180,4,5,763,63,0,1388
2180,4,6,691,58,0,1154
2180,4,7,199,16,0,390
2180,4,8,151,11,0,268
2180,4,9,661,59,1,1085
2180,4,10,169,16,0,319
2180,5,1,1234,157,1,1765
2180,5,2,2277,228,2,2987
2180,5,3,2394,267,1,3529
2180,5,4,5030,507,0,7442
