studywk,agecat,region,rcu,pi,flu,allcause
1983,1,1,0,0,0,1
1983,1,2,1,0,0,9
1983,1,3,0,0,0,13
1983,1,4,5,1,0,26
1983,1,5,5,1,0,32
1983,1,6,9,2,0,30
1983,1,7,0,0,0,6
1983,1,8,1,0,0,5
1983,1,9,2,1,0,20
1983,1,10,0,0,0,5
1983,2,1,1,0,0,5
1983,2,2,1,0,0,5
1983,2,3,1,0,0,1
1983,2,4,3,0,0,14
1983,2,5,4,2,1,10
1983,2,6,2,0,0,8
1983,2,7,1,0,0,4
1983,2,8,1,1,0,2
1983,2,9,3,0,0,14
1983,2,10,1,0,0,4
1983,3,1,20,3,0,52
1983,3,2,42,4,0,89
1983,3,3,46,4,0,115
1983,3,4,132,16,0,311
1983,3,5,95,11,0,243
1983,3,6,59,11,1,175
1983,3,7,20,0,0,54
1983,3,8,13,1,0,40
1983,3,9,70,14,1,192
1983,3,10,15,1,0,45
1983,4,1,69,7,0,111
1983,4,2,144,13,0,193
1983,4,3,128,12,1,223
1983,4,4,359,32,1,585
1983,4,5,206,22,1,392
1983,4,6,206,20,0,322
1983,4,7,72,10,0,111
1983,4,8,45,4,0,80
1983,4,9,173,20,1,291
1983,4,10,54,12,0,88
1983,5,1,392,41,0,526
1983,5,2,752,105,0,923
1983,5,3,824,102,0,1168
1983,5,4,1682,215,0,2312
1983,5,5,1294,163,0,1801
1983,5,6,888,133,1,1217
1983,5,7,364,63,0,510
1983,5,8,194,22,0,300
1983,5,9,1108,159,1,1398
1983,5,10,276,35,1,400
1984,1,1,4,1,0,23
1984,1,2,16,4,0,37
1984,1,3,7,0,0,53
1984,1,4,30,4,0,140
1984,1,5,10,2,0,88
1984,1,6,23,2,1,88
1984,1,7,6,2,0,27
1984,1,8,4,0,0,32
1984,1,9,17,2,0,80
1984,1,10,1,0,0,25
1984,2,1,3,2,0,6
1984,2,2,3,0,0,12
1984,2,3,7,1,0,23
1984,2,4,13,2,0,42
1984,2,5,10,2,0,30
1984,2,6,1,0,0,22
1984,2,7,0,0,0,6
1984,2,8,0,0,0,7
1984,2,9,13,4,0,36
1984,2,10,1,0,0,5
1984,3,1,68,7,1,159
1984,3,2,152,24,3,295
1984,3,3,169,18,1,454
1984,3,4,451,62,2,1037
1984,3,5,267,31,4,671
1984,3,6,237,31,2,592
1984,3,7,74,14,2,174
1984,3,8,48,6,0,140
1984,3,9,248,29,3,545
1984,3,10,49,7,0,131
1984,4,1,213,19,1,372
1984,4,2,425,49,0,648
1984,4,3,524,61,2,893
1984,4,4,1304,111,2,2126
1984,4,5,906,98,4,1506
1984,4,6,702,69,0,1129
1984,4,7,235,24,0,413
1984,4,8,120,11,2,221
1984,4,9,721,76,1,1139
1984,4,10,143,16,1,302
1984,5,1,1410,190,1,1940
1984,5,2,2741,366,1,3393
1984,5,3,2970,366,0,4118
1984,5,4,6137,771,0,8487
1984,5,5,4722,618,0,6656
1984,5,6,2980,412,0,4122
1984,5,7,1357,184,0,1934
1984,5,8,687,100,0,1009
1984,5,9,3678,561,1,4695
1984,5,10,1052,149,2,1472
1985,1,1,5,0,0,17
1985,1,2,6,1,0,40
1985,1,3,5,1,0,60
1985,1,4,29,5,1,142
1985,1,5,13,3,0,102
1985,1,6,18,6,2,116
1985,1,7,5,1,0,29
1985,1,8,4,2,0,23
1985,1,9,21,2,0,86
1985,1,10,2,0,0,15
1985,2,1,1,0,0,6
1985,2,2,3,0,0,8
1985,2,3,3,2,0,11
1985,2,4,13,3,1,30
1985,2,5,13,3,0,39
1985,2,6,12,3,0,33
1985,2,7,2,1,0,9
1985,2,8,1,0,0,10
1985,2,9,5,2,0,25
1985,2,10,1,0,0,8
1985,3,1,63,7,0,156
1985,3,2,158,15,0,324
1985,3,3,154,22,1,416
1985,3,4,455,59,3,1042
1985,3,5,272,35,2,627
1985,3,6,225,25,1,581
1985,3,7,72,11,0,198
1985,3,8,39,8,0,149
1985,3,9,217,33,2,505
1985,3,10,65,8,1,157
1985,4,1,191,22,1,333
1985,4,2,460,50,1,674
1985,4,3,499,44,0,842
1985,4,4,1289,132,2,2053
1985,4,5,745,84,0,1338
1985,4,6,654,57,2,1083
1985,4,7,221,32,0,375
1985,4,8,125,11,0,233
1985,4,9,638,72,3,1012
1985,4,10,163,20,1,306
1985,5,1,1394,198,1,1959
1985,5,2,2788,362,1,3434
1985,5,3,2922,377,0,4068
1985,5,4,6253,785,1,8662
1985,5,5,4733,618,3,6700
1985,5,6,3143,442,3,4328
1985,5,7,1365,192,0,1950
1985,5,8,717,101,1,1017
1985,5,9,3813,568,5,4797
1985,5,10,969,115,0,1411
1986,1,1,4,0,0,23
1986,1,2,8,0,0,43
1986,1,3,6,0,0,57
1986,1,4,25,3,0,124
1986,1,5,13,2,0,100
1986,1,6,8,1,0,83
1986,1,7,5,1,0,27
1986,1,8,4,2,0,16
1986,1,9,12,3,1,65
1986,1,10,3,0,0,20
1986,2,1,3,0,0,7
1986,2,2,10,0,0,17
1986,2,3,6,1,0,16
1986,2,4,13,3,1,45
1986,2,5,10,1,0,27
1986,2,6,6,1,0,23
1986,2,7,6,1,0,17
1986,2,8,3,1,1,7
1986,2,9,13,2,0,32
1986,2,10,1,0,0,6
1986,3,1,50,5,0,151
1986,3,2,170,25,0,334
1986,3,3,148,13,0,395
1986,3,4,440,52,4,990
1986,3,5,247,33,1,633
1986,3,6,242,28,0,596
1986,3,7,77,11,1,183
1986,3,8,46,5,0,112
1986,3,9,234,33,2,512
1986,3,10,57,12,0,160
1986,4,1,219,24,1,359
1986,4,2,442,50,0,658
1986,4,3,466,42,0,826
1986,4,4,1177,116,2,1930
1986,4,5,767,77,1,1365
1986,4,6,659,65,2,1099
1986,4,7,229,19,0,399
1986,4,8,141,19,1,242
1986,4,9,686,86,4,1048
1986,4,10,175,22,0,318
1986,5,1,1383,210,1,1949
1986,5,2,2622,341,1,3277
1986,5,3,2844,343,0,3976
1986,5,4,5920,748,2,8283
1986,5,5,4606,616,1,6535
1986,5,6,2975,431,0,4134
1986,5,7,1372,171,0,1879
1986,5,8,782,118,1,1099
1986,5,9,3598,522,1,4539
1986,5,10,964,100,0,1354
1987,1,1,2,0,0,13
1987,1,2,7,3,1,44
1987,1,3,6,0,0,57
1987,1,4,23,2,0,123
1987,1,5,16,5,0,84
1987,1,6,11,2,0,87
1987,1,7,10,1,0,29
1987,1,8,1,0,0,19
1987,1,9,15,2,0,70
1987,1,10,1,0,0,13
1987,2,1,1,0,0,5
1987,2,2,10,2,0,18
1987,2,3,4,0,0,21
1987,2,4,8,3,1,34
1987,2,5,11,3,0,29
1987,2,6,8,0,0,28
1987,2,7,4,1,0,7
1987,2,8,2,0,0,5
1987,2,9,3,0,0,18
1987,2,10,1,0,0,3
1987,3,1,62,0,0,154
1987,3,2,129,15,2,301
1987,3,3,127,15,0,368
1987,3,4,420,43,0,913
1987,3,5,244,25,1,628
1987,3,6,204,18,1,515
1987,3,7,76,9,0,167
1987,3,8,40,8,0,132
1987,3,9,237,36,1,535
1987,3,10,50,2,0,136
1987,4,1,196,20,0,334
1987,4,2,391,44,0,625
1987,4,3,441,55,0,824
1987,4,4,1184,112,4,1977
1987,4,5,776,88,4,1331
1987,4,6,634,72,0,1052
1987,4,7,224,22,0,393
1987,4,8,132,13,1,253
1987,4,9,683,79,1,1022
1987,4,10,145,9,0,279
1987,5,1,1386,219,1,1923
1987,5,2,2549,282,1,3186
1987,5,3,2724,320,0,3852
1987,5,4,5772,795,0,8080
1987,5,5,4376,542,1,6261
1987,5,6,2875,390,3,3981
1987,5,7,1280,161,5,1794
1987,5,8,676,85,0,990
1987,5,9,3600,498,1,4541
1987,5,10,960,119,1,1336
1988,1,1,4,1,0,16
1988,1,2,2,2,1,36
1988,1,3,11,2,0,61
1988,1,4,35,3,2,131
1988,1,5,16,3,0,101
1988,1,6,11,2,0,67
1988,1,7,1,0,0,13
1988,1,8,3,0,0,20
1988,1,9,14,2,1,70
1988,1,10,3,0,0,20
1988,2,1,0,0,0,3
1988,2,2,1,1,0,6
1988,2,3,3,0,0,14
1988,2,4,14,1,0,37
1988,2,5,8,2,0,26
1988,2,6,8,3,1,29
1988,2,7,4,1,0,9
1988,2,8,2,1,0,7
1988,2,9,8,2,0,20
1988,2,10,1,0,0,7
1988,3,1,57,7,2,152
1988,3,2,143,25,2,275
1988,3,3,162,16,0,405
1988,3,4,431,55,2,1000
1988,3,5,223,22,0,593
1988,3,6,214,28,1,564
1988,3,7,70,12,0,190
1988,3,8,36,3,0,129
1988,3,9,262,35,1,594
1988,3,10,45,5,1,132
1988,4,1,192,22,0,332
1988,4,2,402,28,0,628
1988,4,3,500,49,0,835
1988,4,4,1273,116,1,2069
1988,4,5,796,82,0,1397
1988,4,6,648,68,3,1089
1988,4,7,196,17,0,381
1988,4,8,120,7,0,238
1988,4,9,696,68,1,1050
1988,4,10,164,14,0,298
1988,5,1,1356,177,0,1924
1988,5,2,2596,314,0,3177
1988,5,3,2874,337,1,3959
1988,5,4,5777,698,1,7914
1988,5,5,4644,581,1,6503
1988,5,6,2909,399,2,4012
1988,5,7,1298,196,1,1796
1988,5,8,724,92,2,1016
1988,5,9,3536,514,0,4526
1988,5,10,968,108,0,1363
1989,1,1,5,0,0,14
1989,1,2,3,0,0,32
1989,1,3,10,0,0,51
1989,1,4,22,2,0,130
1989,1,5,14,1,0,96
1989,1,6,17,6,0,79
1989,1,7,8,1,0,37
1989,1,8,3,2,0,22
1989,1,9,16,6,0,81
1989,1,10,1,0,0,18
1989,2,1,5,3,0,6
1989,2,2,3,0,0,7
1989,2,3,7,2,0,17
1989,2,4,11,2,0,49
1989,2,5,8,1,0,31
1989,2,6,5,2,1,23
1989,2,7,4,1,0,14
1989,2,8,1,0,0,13
1989,2,9,9,0,0,28
1989,2,10,0,0,0,1
1989,3,1,57,5,0,136
1989,3,2,160,20,1,293
1989,3,3,164,21,0,401
1989,3,4,429,48,6,984
1989,3,5,255,30,4,620
1989,3,6,254,44,7,604
1989,3,7,90,9,1,191
1989,3,8,41,4,0,112
1989,3,9,221,34,3,521
1989,3,10,50,10,3,137
1989,4,1,197,20,0,332
1989,4,2,456,54,0,702
1989,4,3,528,41,0,887
1989,4,4,1242,122,3,1999
1989,4,5,790,66,0,1415
1989,4,6,673,66,1,1101
1989,4,7,211,21,0,362
1989,4,8,123,12,0,227
1989,4,9,668,75,2,1072
1989,4,10,168,16,0,322
1989,5,1,1406,195,1,1908
1989,5,2,2697,345,0,3347
1989,5,3,2996,386,0,4158
1989,5,4,5796,742,1,8070
1989,5,5,4678,528,1,6560
1989,5,6,3004,371,2,4120
1989,5,7,1351,164,0,1885
1989,5,8,716,83,0,1051
1989,5,9,3678,510,0,4673
1989,5,10,951,104,1,1341
1990,1,1,4,1,0,10
1990,1,2,8,2,0,33
1990,1,3,11,1,0,56
1990,1,4,15,4,1,119
1990,1,5,17,6,0,118
1990,1,6,17,3,0,98
1990,1,7,8,2,0,26
1990,1,8,5,3,0,24
1990,1,9,19,4,0,78
1990,1,10,5,3,0,16
1990,2,1,1,0,0,6
1990,2,2,7,3,0,12
1990,2,3,3,1,0,11
1990,2,4,14,1,0,42
1990,2,5,9,2,0,30
1990,2,6,3,0,0,13
1990,2,7,2,0,0,6
1990,2,8,2,0,0,11
1990,2,9,8,3,1,22
1990,2,10,5,0,0,9
1990,3,1,61,9,1,143
1990,3,2,128,13,1,315
1990,3,3,167,21,0,410
1990,3,4,441,46,3,1014
1990,3,5,263,35,1,642
1990,3,6,229,32,2,581
1990,3,7,63,6,0,171
1990,3,8,44,5,0,126
1990,3,9,245,28,1,575
1990,3,10,52,6,0,144
1990,4,1,186,13,0,346
1990,4,2,426,48,0,660
1990,4,3,537,49,0,915
1990,4,4,1266,97,4,2047
1990,4,5,814,75,0,1379
1990,4,6,694,82,2,1136
1990,4,7,213,24,0,382
1990,4,8,136,13,0,239
1990,4,9,682,64,1,1084
1990,4,10,138,8,0,287
1990,5,1,1418,233,0,1906
1990,5,2,2679,340,1,3367
1990,5,3,2855,359,0,4010
1990,5,4,5959,716,1,8226
1990,5,5,4729,579,0,6640
1990,5,6,3076,398,2,4148
1990,5,7,1446,180,0,1966
1990,5,8,690,90,0,1013
1990,5,9,3683,545,1,4620
1990,5,10,993,111,0,1389
1991,1,1,5,2,0,26
1991,1,2,11,2,0,39
1991,1,3,6,0,0,47
1991,1,4,29,5,1,153
1991,1,5,19,6,0,99
1991,1,6,21,7,1,87
1991,1,7,4,1,0,33
1991,1,8,4,2,0,24
1991,1,9,25,4,0,80
1991,1,10,5,1,0,13
1991,2,1,0,0,0,2
1991,2,2,6,0,0,17
1991,2,3,4,1,0,20
1991,2,4,11,1,1,37
1991,2,5,11,3,0,39
1991,2,6,9,5,2,27
1991,2,7,0,0,0,5
1991,2,8,2,1,0,5
1991,2,9,6,1,0,25
1991,2,10,3,0,0,5
1991,3,1,56,5,1,152
1991,3,2,136,17,1,304
1991,3,3,145,19,0,399
1991,3,4,414,47,1,976
1991,3,5,255,25,0,656
1991,3,6,243,34,0,590
1991,3,7,75,12,0,194
1991,3,8,50,10,1,116
1991,3,9,223,26,1,499
1991,3,10,54,6,0,161
1991,4,1,194,17,0,343
1991,4,2,420,33,3,670
1991,4,3,494,56,2,839
1991,4,4,1256,142,2,2043
1991,4,5,841,67,1,1440
1991,4,6,659,74,4,1081
1991,4,7,235,23,1,400
1991,4,8,129,11,0,260
1991,4,9,660,71,0,1004
1991,4,10,167,12,0,307
1991,5,1,1509,224,0,1995
1991,5,2,2754,312,0,3419
1991,5,3,2873,356,1,3992
1991,5,4,5780,766,2,8094
1991,5,5,4653,561,1,6519
1991,5,6,3042,393,0,4078
1991,5,7,1368,207,2,1843
1991,5,8,784,115,0,1112
1991,5,9,3688,525,1,4622
1991,5,10,1008,123,0,1416
1992,1,1,3,1,0,18
1992,1,2,9,1,0,36
1992,1,3,8,3,0,54
1992,1,4,32,1,0,131
1992,1,5,19,5,0,95
1992,1,6,16,7,0,93
1992,1,7,3,0,0,22
1992,1,8,2,0,0,17
1992,1,9,11,0,0,88
1992,1,10,3,1,0,18
1992,2,1,1,1,0,6
1992,2,2,5,3,1,13
1992,2,3,5,3,1,15
1992,2,4,13,1,0,44
1992,2,5,3,2,0,22
1992,2,6,4,0,0,30
1992,2,7,5,0,0,9
1992,2,8,1,0,0,7
1992,2,9,12,2,0,30
1992,2,10,2,1,0,9
1992,3,1,61,9,0,161
1992,3,2,145,13,0,301
1992,3,3,150,15,0,392
1992,3,4,468,53,4,1055
1992,3,5,226,28,1,638
1992,3,6,251,46,5,645
1992,3,7,72,7,0,147
1992,3,8,48,3,0,150
1992,3,9,225,30,0,534
1992,3,10,53,3,0,137
1992,4,1,180,25,0,321
1992,4,2,438,43,0,641
1992,4,3,475,44,0,858
1992,4,4,1256,149,5,2073
1992,4,5,796,76,0,1329
1992,4,6,724,65,2,1176
1992,4,7,240,33,1,412
1992,4,8,135,7,0,244
1992,4,9,635,67,1,990
1992,4,10,180,22,0,329
1992,5,1,1417,212,1,1897
1992,5,2,2690,317,0,3313
1992,5,3,2808,375,0,3947
1992,5,4,5953,741,2,8217
1992,5,5,4594,589,1,6433
1992,5,6,3035,390,1,4232
1992,5,7,1435,196,0,1920
1992,5,8,781,114,1,1120
1992,5,9,3715,571,1,4682
1992,5,10,1000,103,0,1420
1993,1,1,1,0,0,15
1993,1,2,7,3,0,28
1993,1,3,8,1,0,62
1993,1,4,17,2,0,124
1993,1,5,25,10,0,120
1993,1,6,16,3,0,92
1993,1,7,2,1,0,19
1993,1,8,3,0,0,18
1993,1,9,15,1,0,63
1993,1,10,2,2,0,11
1993,2,1,1,0,0,3
1993,2,2,4,1,0,11
1993,2,3,1,0,0,7
1993,2,4,15,0,0,41
1993,2,5,10,1,0,31
1993,2,6,5,2,0,26
1993,2,7,3,2,0,15
1993,2,8,1,0,0,5
1993,2,9,10,2,0,23
1993,2,10,2,0,0,8
1993,3,1,54,4,0,158
1993,3,2,135,15,0,314
1993,3,3,174,18,2,424
1993,3,4,423,60,6,979
1993,3,5,286,36,0,659
1993,3,6,246,30,2,565
1993,3,7,70,8,1,179
1993,3,8,38,2,0,123
1993,3,9,244,32,1,532
1993,3,10,73,7,0,157
1993,4,1,167,21,0,325
1993,4,2,410,31,1,645
1993,4,3,458,31,0,800
1993,4,4,1263,115,3,2091
1993,4,5,775,79,1,1364
1993,4,6,706,81,5,1153
1993,4,7,212,20,0,388
1993,4,8,132,23,0,247
1993,4,9,683,83,1,1057
1993,4,10,173,19,0,297
1993,5,1,1357,199,0,1906
1993,5,2,2598,318,0,3263
1993,5,3,2839,365,1,3974
1993,5,4,5752,754,2,8125
1993,5,5,4838,623,1,6694
1993,5,6,2918,429,2,4026
1993,5,7,1420,195,1,1946
1993,5,8,761,121,0,1098
1993,5,9,3766,553,0,4758
1993,5,10,970,117,0,1382
1994,1,1,4,0,0,27
1994,1,2,2,0,0,39
1994,1,3,5,1,0,42
1994,1,4,24,4,0,120
1994,1,5,20,5,0,100
1994,1,6,21,3,1,93
1994,1,7,2,0,0,23
1994,1,8,6,2,0,21
1994,1,9,11,4,0,76
1994,1,10,2,0,0,10
1994,2,1,0,0,0,2
1994,2,2,6,1,0,12
1994,2,3,7,2,0,24
1994,2,4,20,3,0,50
1994,2,5,9,1,0,19
1994,2,6,9,2,1,41
1994,2,7,6,2,0,19
1994,2,8,0,0,0,6
1994,2,9,7,1,0,18
1994,2,10,1,0,0,7
1994,3,1,49,4,0,140
1994,3,2,147,13,0,311
1994,3,3,153,17,0,412
1994,3,4,433,59,2,1029
1994,3,5,271,17,2,646
1994,3,6,239,34,4,591
1994,3,7,71,6,1,175
1994,3,8,48,7,0,122
1994,3,9,238,31,3,523
1994,3,10,50,10,0,160
1994,4,1,219,25,0,353
1994,4,2,423,38,0,644
1994,4,3,452,41,1,843
1994,4,4,1216,121,1,1995
1994,4,5,731,76,1,1335
1994,4,6,687,79,3,1114
1994,4,7,224,19,0,379
1994,4,8,102,11,0,193
1994,4,9,709,82,2,1136
1994,4,10,137,10,0,288
1994,5,1,1346,213,0,1866
1994,5,2,2489,313,1,3080
1994,5,3,2720,319,0,3826
1994,5,4,5670,731,0,7889
1994,5,5,4600,617,0,6470
1994,5,6,2956,365,6,4056
1994,5,7,1353,158,0,1855
1994,5,8,724,117,0,1045
1994,5,9,3800,572,0,4770
1994,5,10,985,138,0,1427
1995,1,1,2,0,0,13
1995,1,2,3,0,0,29
1995,1,3,6,2,0,48
1995,1,4,21,3,0,130
1995,1,5,10,1,0,89
1995,1,6,22,7,0,87
1995,1,7,7,0,0,35
1995,1,8,4,0,0,15
1995,1,9,26,4,1,84
1995,1,10,3,1,0,14
1995,2,1,5,0,0,8
1995,2,2,3,0,0,9
1995,2,3,3,0,0,15
1995,2,4,6,1,0,32
1995,2,5,9,2,0,28
1995,2,6,6,2,1,26
1995,2,7,4,2,0,19
1995,2,8,2,1,1,14
1995,2,9,11,3,0,26
1995,2,10,2,1,0,8
1995,3,1,58,9,0,152
1995,3,2,138,14,0,293
1995,3,3,136,13,0,409
1995,3,4,400,59,4,999
1995,3,5,250,33,0,629
1995,3,6,226,32,1,573
1995,3,7,74,7,1,162
1995,3,8,45,5,0,128
1995,3,9,219,29,1,509
1995,3,10,58,1,0,157
1995,4,1,183,23,0,348
1995,4,2,396,39,0,601
1995,4,3,450,46,1,812
1995,4,4,1171,124,6,1917
1995,4,5,779,72,0,1368
1995,4,6,673,61,2,1093
1995,4,7,204,20,0,380
1995,4,8,105,8,0,197
1995,4,9,643,78,1,982
1995,4,10,161,24,0,311
1995,5,1,1360,197,0,1831
1995,5,2,2445,287,0,3066
1995,5,3,2667,308,1,3767
1995,5,4,5549,686,0,7719
1995,5,5,4394,561,0,6284
1995,5,6,2922,426,2,4036
1995,5,7,1383,172,2,1910
1995,5,8,743,104,0,1058
1995,5,9,3619,533,0,4609
1995,5,10,951,120,0,1387
1996,1,1,3,0,0,17
1996,1,2,11,1,0,51
1996,1,3,9,1,0,63
1996,1,4,23,5,1,122
1996,1,5,13,0,0,87
1996,1,6,14,2,0,80
1996,1,7,5,0,0,23
1996,1,8,4,2,0,17
1996,1,9,10,0,0,73
1996,1,10,3,0,0,15
1996,2,1,1,0,0,5
1996,2,2,2,0,0,12
1996,2,3,3,0,0,14
1996,2,4,15,3,1,55
1996,2,5,11,2,0,44
1996,2,6,4,2,0,39
1996,2,7,4,1,0,10
1996,2,8,1,0,0,5
1996,2,9,7,0,0,30
1996,2,10,0,0,0,4
1996,3,1,64,5,0,155
1996,3,2,150,15,0,310
1996,3,3,144,14,0,400
1996,3,4,425,50,9,1012
1996,3,5,230,19,2,674
1996,3,6,233,33,2,619
1996,3,7,65,7,0,176
1996,3,8,42,3,0,146
1996,3,9,219,23,0,552
1996,3,10,43,3,0,171
1996,4,1,188,17,0,336
1996,4,2,416,36,0,624
1996,4,3,466,41,0,854
1996,4,4,1181,111,3,1971
1996,4,5,776,83,0,1329
1996,4,6,650,73,1,1060
1996,4,7,221,19,1,379
1996,4,8,127,14,0,236
1996,4,9,645,60,0,1017
1996,4,10,156,13,0,299
1996,5,1,1341,189,0,1862
1996,5,2,2538,279,0,3213
1996,5,3,2608,322,0,3725
1996,5,4,5309,671,1,7533
1996,5,5,4682,613,0,6549
1996,5,6,2907,385,1,3939
1996,5,7,1309,158,4,1881
1996,5,8,779,106,0,1109
1996,5,9,3703,518,1,4654
1996,5,10,1016,125,1,1415
1997,1,1,3,1,0,11
1997,1,2,4,1,0,35
1997,1,3,10,1,0,66
1997,1,4,24,2,0,143
1997,1,5,20,3,0,101
1997,1,6,13,2,0,99
1997,1,7,1,0,0,16
1997,1,8,2,0,0,23
1997,1,9,13,4,0,82
1997,1,10,2,0,0,20
1997,2,1,3,1,0,7
1997,2,2,5,1,0,14
1997,2,3,5,2,0,15
1997,2,4,12,2,0,43
1997,2,5,6,2,0,27
1997,2,6,2,1,0,31
1997,2,7,2,0,0,6
1997,2,8,3,1,0,8
1997,2,9,13,2,0,27
1997,2,10,1,0,0,5
1997,3,1,63,2,0,156
1997,3,2,124,14,0,284
1997,3,3,141,16,1,399
1997,3,4,410,46,1,1005
1997,3,5,243,28,0,640
1997,3,6,225,37,0,591
1997,3,7,66,7,0,188
1997,3,8,44,4,0,149
1997,3,9,220,27,0,546
1997,3,10,51,12,0,134
1997,4,1,147,16,0,312
1997,4,2,443,38,0,662
1997,4,3,485,44,1,851
1997,4,4,1154,107,4,1938
1997,4,5,760,77,0,1418
1997,4,6,654,65,1,1069
1997,4,7,203,19,0,374
1997,4,8,136,11,0,237
1997,4,9,691,85,0,1107
1997,4,10,166,21,0,311
1997,5,1,1300,177,0,1768
1997,5,2,2416,293,1,3077
1997,5,3,2673,334,0,3728
1997,5,4,5331,678,4,7511
1997,5,5,4537,615,0,6257
1997,5,6,2682,326,0,3736
1997,5,7,1292,148,0,1794
1997,5,8,681,82,1,1008
1997,5,9,3551,525,0,4508
1997,5,10,964,129,0,1359
1998,1,1,1,0,0,20
1998,1,2,6,1,0,30
1998,1,3,12,3,0,64
1998,1,4,14,1,0,110
1998,1,5,14,1,0,110
1998,1,6,16,2,0,90
1998,1,7,7,1,0,28
1998,1,8,3,0,0,13
1998,1,9,9,2,0,64
1998,1,10,4,1,0,15
1998,2,1,1,0,0,3
1998,2,2,2,0,0,12
1998,2,3,5,2,0,16
1998,2,4,10,0,0,47
1998,2,5,4,0,0,36
1998,2,6,5,1,0,37
1998,2,7,3,0,0,12
1998,2,8,2,0,0,8
1998,2,9,9,3,0,25
1998,2,10,2,2,0,12
1998,3,1,64,6,0,145
1998,3,2,128,12,1,287
1998,3,3,139,14,0,416
1998,3,4,365,38,1,945
1998,3,5,244,18,0,676
1998,3,6,188,26,1,536
1998,3,7,75,6,1,201
1998,3,8,52,9,0,159
1998,3,9,225,23,3,528
1998,3,10,53,6,1,141
1998,4,1,172,21,0,330
1998,4,2,395,39,0,626
1998,4,3,436,42,0,819
1998,4,4,1176,122,3,1934
1998,4,5,750,77,0,1396
1998,4,6,625,71,1,1026
1998,4,7,221,19,0,382
1998,4,8,118,12,0,225
1998,4,9,634,79,0,1014
1998,4,10,174,9,0,320
1998,5,1,1267,171,0,1791
1998,5,2,2359,261,0,2960
1998,5,3,2562,337,0,3690
1998,5,4,5179,570,0,7310
1998,5,5,4303,523,0,6103
1998,5,6,2751,359,1,3791
1998,5,7,1176,159,0,1706
1998,5,8,710,87,0,1037
1998,5,9,3523,504,0,4557
1998,5,10,1017,108,0,1407
1999,1,1,4,1,0,16
1999,1,2,8,0,0,40
1999,1,3,8,2,0,60
1999,1,4,19,4,0,121
1999,1,5,18,2,0,116
1999,1,6,13,3,0,78
1999,1,7,2,0,0,30
1999,1,8,2,2,0,15
1999,1,9,16,2,0,86
1999,1,10,6,1,0,21
1999,2,1,2,0,0,4
1999,2,2,5,0,0,17
1999,2,3,3,1,0,14
1999,2,4,8,2,0,46
1999,2,5,9,0,0,35
1999,2,6,3,0,0,14
1999,2,7,1,0,0,10
1999,2,8,2,0,0,15
1999,2,9,8,0,0,21
1999,2,10,2,0,0,5
1999,3,1,59,3,0,143
1999,3,2,134,14,0,293
1999,3,3,159,13,0,431
1999,3,4,383,47,1,934
1999,3,5,235,20,0,652
1999,3,6,206,23,0,522
1999,3,7,67,5,0,190
1999,3,8,43,5,0,134
1999,3,9,223,25,0,542
1999,3,10,59,8,0,147
1999,4,1,183,13,0,329
1999,4,2,371,29,0,584
1999,4,3,435,38,0,805
1999,4,4,1063,82,3,1823
1999,4,5,751,79,0,1375
1999,4,6,620,51,1,1037
1999,4,7,224,14,0,379
1999,4,8,111,11,0,232
1999,4,9,640,68,0,1021
1999,4,10,157,16,0,302
1999,5,1,1301,174,0,1790
1999,5,2,2379,245,0,2953
1999,5,3,2596,289,1,3666
1999,5,4,5123,591,0,7236
1999,5,5,4277,522,0,6188
1999,5,6,2693,324,1,3726
1999,5,7,1297,158,1,1824
1999,5,8,744,104,0,1081
1999,5,9,3409,469,0,4263
1999,5,10,970,127,1,1361
2000,1,1,3,1,0,21
2000,1,2,6,0,0,42
2000,1,3,7,1,0,44
2000,1,4,30,2,0,119
2000,1,5,25,9,0,119
2000,1,6,13,3,0,85
2000,1,7,5,0,0,25
2000,1,8,2,0,0,34
2000,1,9,18,2,0,78
2000,1,10,3,0,0,22
2000,2,1,2,0,0,8
2000,2,2,6,0,0,12
2000,2,3,2,0,0,17
2000,2,4,7,0,0,42
2000,2,5,10,2,0,42
2000,2,6,7,1,0,26
2000,2,7,1,0,0,8
2000,2,8,3,0,0,8
2000,2,9,11,2,0,23
2000,2,10,2,0,0,5
2000,3,1,49,8,0,168
2000,3,2,110,14,0,260
2000,3,3,144,15,0,413
2000,3,4,378,40,2,947
2000,3,5,206,21,0,602
2000,3,6,230,26,2,572
2000,3,7,61,6,0,183
2000,3,8,38,1,0,116
2000,3,9,241,18,0,550
2000,3,10,58,10,0,147
2000,4,1,196,18,0,339
2000,4,2,408,32,0,672
2000,4,3,434,36,0,841
2000,4,4,1060,96,1,1828
2000,4,5,743,80,0,1345
2000,4,6,568,67,1,982
2000,4,7,181,14,0,320
2000,4,8,101,9,0,197
2000,4,9,644,74,0,1027
2000,4,10,182,17,0,342
2000,5,1,1300,171,0,1763
2000,5,2,2466,270,0,3093
2000,5,3,2695,309,0,3837
2000,5,4,4991,561,0,7109
2000,5,5,4290,532,1,5998
2000,5,6,2761,332,0,3753
2000,5,7,1201,147,0,1692
2000,5,8,699,128,0,1029
2000,5,9,3311,455,0,4231
2000,5,10,917,94,0,1293
2001,1,1,2,0,0,15
2001,1,2,5,2,1,27
2001,1,3,12,2,0,66
2001,1,4,25,5,0,120
