1724136 1715748 1701170 1694470 1694134 1702396 1716830
4178528 4224604 4277962 4342060 4393956 4446726 4484954
9849702 9919164 10023878 10151380 10264772 10443494 10624954
4040368 4157262 4210950 4270750 4312866 4340856 4348530
2492492 2567758 2700136 2823340 2946556 3070506 3198114
