3822810 3834052 3832930 3821550 3831772 3828822 3811642
10215156 10183214 10166930 10158222 10150612 10146400 10147788
26560688 26591374 26606702 26574928 26479668 26382566 26325646
12133096 12426140 12498300 12606350 12711284 12780138 12770784
8359340 8497724 8839940 9115168 9382312 9648020 9906312
