DVD,HHS,total,Aunkn,H1N1pdm,H3N2,B,Bvic,Byam
201040,1,25,0,1,0,0,0,0
201040,2,51,0,0,1,0,0,0
201040,3,69,0,0,2,2,0,0
201040,4,107,0,1,2,3,0,0
201040,5,121,0,0,1,0,0,0
201040,6,53,1,0,0,0,0,0
201040,7,55,0,0,0,0,0,0
201040,8,49,0,0,1,0,0,0
201040,9,70,1,5,9,1,0,0
201040,10,76,0,0,0,0,0,0
201041,1,26,0,0,1,0,0,0
201041,2,34,0,0,0,0,0,0
201041,3,66,0,0,0,0,0,0
201041,4,128,1,4,7,5,0,0
201041,5,122,0,1,7,0,0,0
201041,6,59,0,0,6,2,0,0
201041,7,67,0,0,0,0,0,0
201041,8,53,0,2,6,0,0,0
201041,9,79,0,5,6,6,0,0
201041,10,64,0,0,0,0,0,0
201042,1,36,0,0,1,0,0,0
201042,2,40,0,0,1,0,0,0
201042,3,80,0,0,3,3,0,0
201042,4,164,0,1,12,9,0,0
201042,5,119,0,1,2,0,0,0
201042,6,76,0,0,4,2,0,0
201042,7,58,0,0,1,0,0,0
201042,8,50,0,0,0,0,0,0
201042,9,101,1,5,9,5,0,0
201042,10,47,0,0,0,0,0,0
201043,1,45,0,0,3,1,0,0
201043,2,60,0,0,0,0,0,0
201043,3,117,0,0,3,0,0,0
201043,4,149,1,1,19,8,0,0
201043,5,136,0,0,6,0,0,0
201043,6,64,0,1,3,3,0,0
201043,7,64,1,0,0,0,0,0
201043,8,54,0,2,1,0,0,0
201043,9,82,1,6,9,3,0,0
201043,10,69,0,0,5,1,0,0
201044,1,47,0,0,2,0,0,0
201044,2,81,0,0,2,0,0,0
201044,3,150,0,2,4,2,0,0
201044,4,175,0,3,18,21,0,0
201044,5,155,0,0,4,0,0,0
201044,6,64,0,0,2,1,0,0
201044,7,82,0,1,0,1,0,0
201044,8,60,0,0,9,1,0,0
201044,9,122,0,4,5,6,0,0
201044,10,63,0,0,2,0,0,0
201045,1,29,0,1,0,0,0,0
201045,2,96,0,0,1,0,0,0
201045,3,146,0,6,3,0,0,0
201045,4,203,0,4,31,31,0,0
201045,5,139,0,0,8,0,0,0
201045,6,68,0,0,5,0,0,0
201045,7,98,0,0,0,0,0,0
201045,8,53,0,0,10,1,0,0
201045,9,67,0,0,5,3,0,0
201045,10,97,0,0,1,1,0,0
201046,1,52,0,0,5,0,0,0
201046,2,60,1,0,7,0,0,0
201046,3,154,3,8,12,0,0,0
201046,4,219,0,7,29,42,0,0
201046,5,156,0,0,13,0,0,0
201046,6,70,0,0,2,5,0,0
201046,7,77,0,0,0,2,0,0
201046,8,69,0,0,19,0,0,0
201046,9,115,0,1,6,8,0,0
201046,10,59,0,0,2,0,0,0
201047,1,45,0,0,3,0,0,0
201047,2,63,1,0,5,1,0,0
201047,3,90,1,2,15,1,0,0
201047,4,200,0,6,34,28,0,0
201047,5,124,0,0,19,2,0,0
201047,6,46,0,1,3,1,0,0
201047,7,58,0,0,0,1,0,0
201047,8,65,0,1,29,2,0,0
201047,9,79,1,0,13,12,0,0
201047,10,49,0,0,2,0,0,0
201048,1,61,0,2,3,0,0,0
201048,2,66,0,0,8,1,0,0
201048,3,123,2,4,17,5,0,0
201048,4,265,0,12,27,48,0,0
201048,5,172,0,2,19,3,0,0
201048,6,62,0,3,9,4,0,0
201048,7,100,0,3,1,2,0,0
201048,8,80,1,1,27,3,0,0
201048,9,150,0,4,15,24,0,0
201048,10,63,0,0,7,0,0,0
201049,1,84,0,0,25,0,0,0
201049,2,103,1,4,15,1,0,0
201049,3,170,2,6,31,4,0,0
201049,4,316,0,16,42,65,0,0
201049,5,209,1,3,31,5,0,0
201049,6,76,0,0,15,4,0,0
201049,7,101,0,1,2,2,0,0
201049,8,140,0,4,64,2,0,0
201049,9,198,0,2,58,34,0,0
201049,10,70,0,0,7,1,0,0
201050,1,79,0,1,21,1,0,0
201050,2,119,4,4,21,0,0,0
201050,3,177,14,17,45,6,0,0
201050,4,361,0,22,65,98,0,0
201050,5,232,0,12,35,6,0,0
201050,6,103,0,1,13,23,0,0
201050,7,108,0,6,15,7,0,0
201050,8,174,0,0,116,1,0,0
201050,9,240,0,11,78,38,0,0
201050,10,58,0,0,6,0,0,0
201051,1,97,0,2,44,4,0,0
201051,2,125,1,1,34,4,0,0
201051,3,238,19,17,81,13,0,0
201051,4,324,1,21,73,92,0,0
201051,5,215,0,22,67,12,0,0
201051,6,90,0,0,27,17,0,0
201051,7,110,0,5,25,5,0,0
201051,8,234,0,5,168,7,0,0
201051,9,274,0,15,100,45,0,0
201051,10,68,0,1,12,5,0,0
201052,1,161,0,10,97,3,0,0
201052,2,174,3,1,58,2,0,0
201052,3,314,12,47,119,18,0,0
201052,4,405,3,50,88,88,0,0
201052,5,317,1,44,100,36,0,0
201052,6,124,0,2,38,19,0,0
201052,7,117,0,8,27,8,0,0
201052,8,255,5,4,160,13,0,0
201052,9,327,1,17,116,61,0,0
201052,10,79,0,3,12,2,0,0
201101,1,207,0,10,115,5,0,0
201101,2,149,3,12,53,1,0,0
201101,3,411,12,62,138,14,0,0
201101,4,495,4,75,67,99,0,0
201101,5,426,1,76,113,41,0,0
201101,6,168,0,8,68,24,0,0
201101,7,140,0,15,42,15,0,0
201101,8,241,3,23,122,14,0,0
201101,9,380,0,29,137,46,0,0
201101,10,127,1,9,36,6,0,0
201102,1,241,0,24,112,3,0,0
201102,2,163,5,17,54,4,0,0
201102,3,440,11,110,142,30,0,0
201102,4,460,4,100,66,98,0,0
201102,5,450,1,115,119,48,0,0
201102,6,196,1,13,73,34,0,0
201102,7,204,0,44,50,28,0,0
201102,8,208,0,21,92,14,0,0
201102,9,464,0,40,193,73,0,0
201102,10,152,1,29,49,5,0,0
201103,1,288,0,53,134,16,0,0
201103,2,138,1,22,41,4,0,0
201103,3,601,12,185,233,41,0,0
201103,4,501,1,128,95,86,0,0
201103,5,513,4,143,130,47,0,0
201103,6,253,0,31,96,55,0,0
201103,7,244,0,49,50,48,0,0
201103,8,274,0,44,116,31,0,0
201103,9,523,1,88,172,64,0,0
201103,10,224,0,22,79,11,0,0
201104,1,279,0,48,99,17,0,0
201104,2,181,5,39,38,14,0,0
201104,3,835,8,300,281,37,0,0
201104,4,586,2,134,85,142,0,0
201104,5,574,2,174,112,71,0,0
201104,6,303,5,20,126,75,0,0
201104,7,335,3,94,69,65,0,0
201104,8,303,1,43,119,43,0,0
201104,9,533,3,92,178,79,0,0
201104,10,290,0,42,85,8,0,0
201105,1,343,1,67,134,19,0,0
201105,2,214,4,39,53,26,0,0
201105,3,825,9,357,260,58,0,0
201105,4,707,10,166,116,149,0,0
201105,5,537,8,140,101,69,0,0
201105,6,260,3,32,109,40,0,0
201105,7,319,2,84,60,61,0,0
201105,8,320,0,56,103,71,0,0
201105,9,611,4,113,172,91,0,0
201105,10,226,1,45,59,4,0,0
201106,1,354,1,99,107,23,0,0
201106,2,203,3,41,56,19,0,0
201106,3,910,5,337,311,56,0,0
201106,4,720,2,152,112,137,0,0
201106,5,612,1,160,120,96,0,0
201106,6,265,3,29,91,59,0,0
201106,7,294,5,59,69,52,0,0
201106,8,320,1,54,82,70,0,0
201106,9,661,3,162,173,84,0,0
201106,10,286,2,44,80,11,0,0
201107,1,467,0,121,140,42,0,0
201107,2,261,2,52,67,27,0,0
201107,3,957,16,335,289,75,0,0
201107,4,689,3,127,124,108,0,0
201107,5,683,5,144,138,93,0,0
201107,6,294,0,26,96,61,0,0
201107,7,302,4,58,72,71,0,0
201107,8,362,0,65,88,90,0,0
201107,9,769,2,258,167,102,0,0
201107,10,365,7,79,96,7,0,0
201108,1,448,0,106,161,26,0,0
201108,2,208,3,43,58,18,0,0
201108,3,847,14,268,231,103,0,0
201108,4,566,4,91,90,82,0,0
201108,5,629,2,119,120,105,0,0
201108,6,236,1,35,48,44,0,0
201108,7,289,4,34,64,51,0,0
201108,8,318,1,73,68,74,0,0
201108,9,589,3,208,127,68,0,0
201108,10,308,2,54,89,7,0,0
201109,1,340,0,80,86,40,0,0
201109,2,186,0,31,64,21,0,0
201109,3,579,5,152,172,43,0,0
201109,4,516,4,77,75,60,0,0
201109,5,608,4,114,149,87,0,0
201109,6,176,0,22,36,18,0,0
201109,7,203,0,34,48,40,0,0
201109,8,282,0,50,63,82,0,0
201109,9,540,3,193,99,52,0,0
201109,10,326,1,78,86,12,0,0
201110,1,344,1,60,98,33,0,0
201110,2,148,0,18,41,15,0,0
201110,3,505,9,111,146,38,0,0
201110,4,392,1,48,43,32,0,0
201110,5,585,3,64,162,82,0,0
201110,6,154,3,22,22,18,0,0
201110,7,192,0,19,43,41,0,0
201110,8,243,2,40,47,68,0,0
201110,9,446,3,159,77,46,0,0
201110,10,346,4,82,99,10,0,0
201111,1,228,0,49,45,29,0,0
201111,2,130,0,9,24,20,0,0
201111,3,397,4,51,96,49,0,0
201111,4,265,0,26,33,18,0,0
201111,5,533,3,63,146,68,0,0
201111,6,116,0,9,20,11,0,0
201111,7,149,3,18,31,25,0,0
201111,8,190,2,30,36,59,0,0
201111,9,311,0,72,51,33,0,0
201111,10,277,4,62,72,7,0,0
201112,1,221,0,33,39,26,0,0
201112,2,121,0,11,26,18,0,0
201112,3,217,4,25,61,30,0,0
201112,4,205,1,11,15,14,0,0
201112,5,449,4,28,101,50,0,0
201112,6,75,0,7,3,5,0,0
201112,7,113,1,9,14,17,0,0
201112,8,174,0,18,28,45,0,0
201112,9,207,0,38,31,20,0,0
201112,10,233,2,35,63,7,0,0
201113,1,157,0,9,20,30,0,0
201113,2,87,2,6,13,14,0,0
201113,3,193,2,15,29,29,0,0
201113,4,162,0,6,12,2,0,0
201113,5,357,3,23,76,33,0,0
201113,6,73,0,8,2,3,0,0
201113,7,94,1,5,17,7,0,0
201113,8,113,1,14,26,13,0,0
201113,9,209,0,41,22,15,0,0
201113,10,190,2,23,36,6,0,0
201114,1,126,1,6,19,23,0,0
201114,2,90,0,4,11,20,0,0
201114,3,183,1,10,23,29,0,0
201114,4,149,0,1,9,5,0,0
201114,5,333,3,9,74,35,0,0
201114,6,56,0,2,3,0,0,0
201114,7,70,0,3,9,4,0,0
201114,8,120,0,8,23,14,0,0
201114,9,171,0,12,15,18,0,0
201114,10,138,0,16,13,4,0,0
201115,1,102,0,6,17,12,0,0
201115,2,83,0,6,11,10,0,0
201115,3,132,0,1,5,24,0,0
201115,4,134,0,4,21,3,0,0
201115,5,255,0,2,48,28,0,0
201115,6,46,0,0,0,0,0,0
201115,7,50,0,0,4,1,0,0
201115,8,55,0,2,3,8,0,0
201115,9,140,0,9,12,10,0,0
201115,10,95,1,3,11,2,0,0
201116,1,42,0,3,7,4,0,0
201116,2,56,1,2,2,6,0,0
201116,3,87,0,0,5,2,0,0
201116,4,78,0,2,2,3,0,0
201116,5,187,2,0,28,11,0,0
201116,6,38,0,2,0,2,0,0
201116,7,37,0,0,1,2,0,0
201116,8,55,0,1,4,4,0,0
201116,9,99,1,3,2,8,0,0
201116,10,115,2,8,4,5,0,0
201117,1,48,0,0,5,2,0,0
201117,2,37,0,2,3,1,0,0
201117,3,104,1,0,5,3,0,0
201117,4,86,0,2,2,0,0,0
201117,5,144,1,1,2,15,0,0
201117,6,33,0,0,1,0,0,0
201117,7,41,0,0,1,2,0,0
201117,8,38,0,0,0,3,0,0
201117,9,95,0,2,3,5,0,0
201117,10,82,0,1,2,1,0,0
201118,1,27,0,0,4,0,0,0
201118,2,28,0,0,0,0,0,0
201118,3,40,0,0,5,0,0,0
201118,4,62,0,1,2,0,0,0
201118,5,131,2,1,6,7,0,0
201118,6,129,0,1,0,0,0,0
201118,7,27,0,0,2,0,0,0
201118,8,36,0,1,2,0,0,0
201118,9,46,0,0,0,1,0,0
201118,10,65,0,6,2,1,0,0
201119,1,14,0,0,0,0,0,0
201119,2,18,0,0,0,0,0,0
201119,3,87,0,0,0,0,0,0
201119,4,49,0,0,0,0,0,0
201119,5,101,0,0,5,2,0,0
201119,6,66,0,0,0,1,0,0
201119,7,21,0,0,2,0,0,0
201119,8,19,0,0,0,0,0,0
201119,9,76,0,1,0,1,0,0
201119,10,66,0,1,1,0,0,0
201120,1,19,0,0,0,0,0,0
201120,2,14,0,0,0,0,0,0
201120,3,38,0,0,0,1,0,0
201120,4,31,1,0,0,0,0,0
201120,5,92,0,0,1,2,0,0
201120,6,35,0,0,0,0,0,0
201120,7,13,0,0,0,0,0,0
201120,8,19,0,0,1,0,0,0
201120,9,72,0,0,2,2,0,0
201120,10,64,0,0,2,0,0,0
201121,1,18,0,0,2,0,0,0
201121,2,17,0,0,0,0,0,0
201121,3,39,0,0,0,0,0,0
201121,4,27,0,1,0,0,0,0
201121,5,52,0,0,0,0,0,0
201121,6,34,0,0,0,0,0,0
201121,7,9,0,0,1,0,0,0
201121,8,7,0,0,0,0,0,0
201121,9,78,0,1,0,3,0,0
201121,10,42,1,0,0,0,0,0
201122,1,12,0,0,0,0,0,0
201122,2,10,0,0,0,0,0,0
201122,3,31,0,0,0,0,0,0
201122,4,31,0,0,0,0,0,0
201122,5,41,0,0,0,0,0,0
201122,6,6,0,0,0,1,0,0
201122,7,4,0,0,0,0,0,0
201122,8,15,0,1,0,0,0,0
201122,9,59,0,0,0,1,0,0
201122,10,25,0,0,0,0,0,0
201123,1,12,0,0,0,0,0,0
201123,2,12,0,0,0,0,0,0
201123,3,13,0,0,0,0,0,0
201123,4,27,0,0,0,0,0,0
201123,5,40,0,0,0,0,0,0
201123,6,16,0,0,0,0,0,0
201123,7,6,0,0,0,0,0,0
201123,8,7,0,0,0,0,0,0
201123,9,56,0,0,0,2,0,0
201123,10,36,0,0,0,0,0,0
201124,1,7,0,0,0,0,0,0
201124,2,4,0,0,0,0,0,0
201124,3,14,0,0,0,0,0,0
201124,4,27,1,2,0,0,0,0
201124,5,21,0,0,0,0,0,0
201124,6,9,0,0,0,0,0,0
201124,7,5,0,0,0,0,0,0
201124,8,6,0,0,0,0,0,0
201124,9,52,0,0,0,0,0,0
201124,10,24,0,0,0,0,0,0
201125,1,3,0,0,0,0,0,0
201125,2,11,0,0,0,0,0,0
201125,3,27,0,0,0,0,0,0
201125,4,16,0,0,0,0,0,0
201125,5,27,0,0,0,0,0,0
201125,6,15,0,0,0,0,0,0
201125,7,3,0,0,0,0,0,0
201125,8,8,0,0,0,0,0,0
201125,9,47,0,0,0,0,0,0
201125,10,30,0,0,0,0,0,0
201126,1,8,0,0,0,0,0,0
201126,2,4,0,0,0,0,0,0
201126,3,17,0,0,0,0,0,0
201126,4,23,0,0,0,0,0,0
201126,5,14,0,0,0,0,0,0
201126,6,21,0,0,0,0,0,0
201126,7,2,0,0,0,0,0,0
201126,8,7,0,0,0,0,0,0
201126,9,49,0,2,0,0,0,0
201126,10,20,0,0,0,0,0,0
201127,1,2,0,0,0,0,0,0
201127,2,9,0,1,0,0,0,0
201127,3,18,0,0,0,0,0,0
201127,4,22,0,0,0,0,0,0
201127,5,25,1,0,0,0,0,0
201127,6,19,0,1,0,0,0,0
201127,7,6,0,0,0,0,0,0
201127,8,5,0,0,0,0,0,0
201127,9,36,0,0,1,0,0,0
201127,10,20,0,0,0,0,0,0
201128,1,1,0,0,0,0,0,0
201128,2,6,0,0,0,0,0,0
201128,3,12,1,0,1,0,0,0
201128,4,14,0,0,1,1,0,0
201128,5,35,0,0,0,0,0,0
201128,6,10,0,0,0,0,0,0
201128,7,1,0,0,0,0,0,0
201128,8,7,0,0,0,0,0,0
201128,9,26,0,0,1,0,0,0
201128,10,21,0,0,0,0,0,0
201129,1,5,0,0,0,0,0,0
201129,2,5,0,0,1,0,0,0
201129,3,10,0,0,0,0,0,0
201129,4,15,0,0,2,0,0,0
201129,5,19,0,0,0,0,0,0
201129,6,16,0,0,0,0,0,0
201129,7,3,0,0,0,0,0,0
201129,8,10,0,0,0,0,0,0
201129,9,30,0,0,0,1,0,0
201129,10,18,0,0,0,1,0,0
201130,1,3,0,0,0,0,0,0
201130,2,5,0,0,0,0,0,0
201130,3,10,0,0,0,0,0,0
201130,4,9,0,0,0,0,0,0
201130,5,17,0,0,0,0,0,0
201130,6,7,0,0,0,0,0,0
201130,7,3,0,0,0,0,0,0
201130,8,4,0,0,0,0,0,0
201130,9,36,0,0,0,0,0,0
201130,10,32,0,0,0,0,0,0
201131,1,1,0,0,0,0,0,0
201131,2,5,0,0,0,0,0,0
201131,3,18,0,0,0,0,0,0
201131,4,17,0,0,0,0,0,0
201131,5,17,0,1,0,0,0,0
201131,6,10,0,0,0,0,0,0
201131,8,1,0,0,0,0,0,0
201131,9,30,0,2,2,1,0,0
201131,10,11,0,0,0,0,0,0
201132,1,0,0,0,0,0,0,0
201132,2,7,0,0,0,0,0,0
201132,3,19,0,0,1,0,0,0
201132,4,18,0,0,1,0,0,0
201132,5,30,0,0,0,0,0,0
201132,6,9,0,0,0,0,0,0
201132,7,3,0,0,1,0,0,0
201132,8,1,0,0,0,0,0,0
201132,9,23,0,1,0,0,0,0
201132,10,14,0,0,0,0,0,0
201133,1,4,0,0,0,0,0,0
201133,2,3,0,0,0,0,0,0
201133,3,22,0,0,0,0,0,0
201133,4,27,0,1,1,0,0,0
201133,5,25,1,0,0,1,0,0
201133,6,9,0,0,1,0,0,0
201133,7,3,0,0,0,0,0,0
201133,8,9,0,0,0,0,0,0
201133,9,36,0,1,3,1,0,0
201133,10,18,0,0,0,0,0,0
201134,1,10,0,0,0,0,0,0
201134,2,2,0,0,0,0,0,0
201134,3,27,1,0,0,0,0,0
201134,4,32,0,0,3,0,0,0
201134,5,32,0,0,0,1,0,0
201134,6,17,0,0,2,0,0,0
201134,7,19,0,0,0,0,0,0
201134,8,5,0,0,0,0,0,0
201134,9,51,0,0,0,2,0,0
201134,10,19,0,0,0,0,0,0
201135,1,7,0,0,0,0,0,0
201135,2,3,0,0,0,0,0,0
201135,3,30,0,0,0,0,0,0
201135,4,38,0,0,1,0,0,0
201135,5,21,0,1,1,0,0,0
201135,6,22,0,0,0,0,0,0
201135,7,15,0,0,0,0,0,0
201135,8,4,0,0,0,0,0,0
201135,9,49,0,1,1,0,0,0
201135,10,22,0,0,0,0,0,0
201136,1,6,0,0,0,0,0,0
201136,2,12,0,0,1,0,0,0
201136,3,53,0,0,0,0,0,0
201136,4,37,0,0,1,0,0,0
201136,5,24,0,0,0,0,0,0
201136,6,24,0,0,0,0,0,0
201136,7,14,0,0,0,0,0,0
201136,8,8,0,0,0,0,0,0
201136,9,48,0,1,1,2,0,0
201136,10,37,0,0,0,0,0,0
201137,1,10,0,0,0,0,0,0
201137,2,19,0,0,0,0,0,0
201137,3,91,1,0,1,0,0,0
201137,4,40,0,0,0,0,0,0
201137,5,32,0,0,1,0,0,0
201137,6,27,0,0,0,0,0,0
201137,7,26,0,0,0,0,0,0
201137,8,16,0,0,0,0,0,0
201137,9,29,0,0,0,1,0,0
201137,10,44,0,0,4,0,0,0
201138,1,14,0,0,0,0,0,0
201138,2,25,0,0,1,0,0,0
201138,3,59,0,0,1,0,0,0
201138,4,54,0,0,0,0,0,0
201138,5,52,0,0,1,1,0,0
201138,6,24,0,0,1,0,0,0
201138,7,31,0,0,0,0,0,0
201138,8,22,2,0,1,1,0,0
201138,9,59,0,0,0,1,0,0
201138,10,68,0,0,0,0,0,0
201139,1,12,0,0,0,0,0,0
201139,2,25,0,0,0,0,0,0
201139,3,69,0,1,2,1,0,0
201139,4,84,0,0,8,0,0,0
201139,5,64,0,0,1,0,0,0
201139,6,33,0,0,0,0,0,0
201139,7,31,0,0,0,0,0,0
201139,8,18,0,0,2,0,0,0
201139,9,54,0,0,3,1,0,0
201139,10,81,0,0,2,0,0,0
201140,1,28,0,0,0,2,0,0
201140,2,40,0,0,1,0,0,0
201140,3,78,1,0,0,0,0,0
201140,4,54,0,0,1,0,0,0
201140,5,81,0,1,3,1,0,0
201140,6,36,0,0,1,0,0,0
201140,7,33,0,0,0,0,0,0
201140,8,20,0,0,2,0,0,0
201140,9,98,0,2,1,0,0,0
201140,10,89,0,0,3,1,0,0
201141,1,44,0,0,0,1,0,0
201141,2,31,0,0,0,0,0,0
201141,3,103,0,0,0,0,0,0
201141,4,108,0,0,0,0,0,0
201141,5,88,0,0,2,0,0,0
201141,6,39,0,0,0,0,0,0
201141,7,24,0,0,0,0,0,0
201141,8,29,0,0,1,0,0,0
201141,9,97,0,0,5,1,0,0
201141,10,54,0,0,1,0,0,0
201142,1,53,0,0,0,0,0,0
201142,2,49,0,0,2,0,0,0
201142,3,130,1,0,0,0,0,0
201142,4,117,0,0,2,0,0,0
201142,5,103,0,1,0,0,0,0
201142,6,45,0,0,1,1,0,0
201142,7,14,0,0,0,0,0,0
201142,8,26,0,0,1,0,0,0
201142,9,75,0,1,4,1,0,0
201142,10,72,0,0,0,1,0,0
201143,1,36,0,0,1,0,0,0
201143,2,30,0,0,0,0,0,0
201143,3,124,0,0,0,0,0,0
201143,4,100,1,0,0,0,0,0
201143,5,122,0,0,0,0,0,0
201143,6,40,0,0,1,1,0,0
201143,7,33,0,0,0,0,0,0
201143,8,35,0,0,2,0,0,0
201143,9,106,1,0,6,2,0,0
201143,10,67,0,0,2,0,0,0
201144,1,48,0,0,0,0,0,0
201144,2,40,0,0,0,0,0,0
201144,3,131,0,0,0,0,0,0
201144,4,125,0,1,2,0,0,0
201144,5,129,1,0,4,0,0,0
201144,6,42,0,0,0,0,0,0
201144,7,44,0,0,1,0,0,0
201144,8,46,0,0,1,0,0,0
201144,9,114,1,0,3,2,0,0
201144,10,82,0,0,4,0,0,0
201145,1,55,0,0,0,0,0,0
201145,2,51,0,0,0,0,0,0
201145,3,135,0,0,0,0,0,0
201145,4,94,0,1,0,1,0,0
201145,5,138,0,0,1,2,0,0
201145,6,42,0,0,0,1,0,0
201145,7,25,0,0,1,0,0,0
201145,8,51,0,0,8,0,0,0
201145,9,102,0,0,3,0,0,0
201145,10,69,0,0,1,0,0,0
201146,1,69,0,0,0,0,0,0
201146,2,51,0,0,1,0,0,0
201146,3,138,1,0,1,0,0,0
201146,4,161,0,0,3,2,0,0
201146,5,139,0,0,2,0,0,0
201146,6,32,0,0,0,0,0,0
201146,7,44,3,0,2,0,0,0
201146,8,46,0,0,1,0,0,0
201146,9,102,1,0,3,1,0,0
201146,10,77,0,0,1,0,0,0
201147,1,51,0,1,1,1,0,0
201147,2,38,0,0,1,0,0,0
201147,3,86,0,1,2,0,0,0
201147,4,76,0,0,2,0,0,0
201147,5,95,0,0,0,0,0,0
201147,6,38,0,0,1,1,0,0
201147,7,25,0,0,2,0,0,0
201147,8,42,0,0,8,0,0,0
201147,9,67,0,0,5,0,0,0
201147,10,62,0,0,0,1,0,0
201148,1,53,0,0,0,0,0,0
201148,2,52,0,0,0,0,0,0
201148,3,120,0,0,0,0,0,0
201148,4,139,0,1,4,0,0,0
201148,5,126,1,0,4,0,0,0
201148,6,46,0,0,0,1,0,0
201148,7,41,0,0,2,0,0,0
201148,8,45,0,1,9,0,0,0
201148,9,93,0,0,5,1,0,0
201148,10,76,0,0,3,0,0,0
201149,1,63,0,0,1,0,0,0
201149,2,50,0,1,0,0,0,0
201149,3,174,0,0,1,0,0,0
201149,4,134,0,4,10,0,0,0
201149,5,129,0,0,2,0,0,0
201149,6,60,0,0,1,0,0,0
201149,7,39,0,0,2,0,0,0
201149,8,54,0,0,14,1,0,0
201149,9,91,0,0,6,1,0,0
201149,10,65,0,0,0,0,0,0
201150,1,68,0,0,1,0,0,0
201150,2,40,0,0,2,0,0,0
201150,3,117,0,0,2,0,0,0
201150,4,101,0,3,4,0,0,0
201150,5,168,0,1,14,1,0,0
201150,6,45,0,0,1,2,0,0
201150,7,42,0,0,9,0,0,0
201150,8,46,0,0,24,2,0,0
201150,9,108,0,0,13,3,0,0
201150,10,76,0,0,4,0,0,0
201151,1,53,0,1,1,1,0,0
201151,2,39,0,0,3,0,0,0
201151,3,114,0,1,2,0,0,0
201151,4,115,2,3,9,2,0,0
201151,5,174,0,1,18,2,0,0
201151,6,50,0,0,0,0,0,0
201151,7,42,0,0,9,0,0,0
201151,8,63,0,0,26,0,0,0
201151,9,88,0,0,25,2,0,0
201151,10,108,0,1,5,0,0,0
201152,1,72,0,0,8,1,0,0
201152,2,43,0,0,0,0,0,0
201152,3,166,0,0,3,0,0,0
201152,4,105,0,0,11,1,0,0
201152,5,189,0,2,22,1,0,0
201152,6,51,0,0,4,3,0,0
201152,7,35,0,0,13,1,0,0
201152,8,71,0,0,25,1,0,0
201152,9,85,0,2,7,3,0,0
201152,10,112,0,0,5,2,0,0
201201,1,83,0,0,0,3,0,0
201201,2,58,0,0,2,1,0,0
201201,3,162,1,0,2,2,0,0
201201,4,97,0,1,2,0,0,0
201201,5,232,0,2,31,2,0,0
201201,6,52,0,2,2,1,0,0
201201,7,48,0,1,12,1,0,0
201201,8,66,0,4,22,0,0,0
201201,9,91,0,3,18,0,0,0
201201,10,130,0,0,7,4,0,0
201202,1,71,0,3,2,2,0,0
201202,2,63,0,0,2,1,0,0
201202,3,143,1,1,4,1,0,0
201202,4,136,0,0,20,0,0,0
201202,5,223,0,6,38,4,0,0
201202,6,66,2,5,4,1,0,0
201202,7,50,0,1,16,2,0,0
201202,8,71,0,1,25,0,0,0
201202,9,111,0,7,19,2,0,0
201202,10,122,1,0,6,0,0,0
201203,1,86,1,0,4,0,0,0
201203,2,68,1,0,7,0,0,0
201203,3,157,4,3,8,1,0,0
201203,4,138,0,4,10,1,0,0
201203,5,198,0,1,46,2,0,0
201203,6,51,0,9,5,0,0,0
201203,7,63,0,1,12,0,0,0
201203,8,93,0,3,44,3,0,0
201203,9,169,1,22,39,2,0,0
201203,10,125,0,0,12,4,0,0
201204,1,83,0,1,6,0,0,0
201204,2,71,0,2,2,0,0,0
201204,3,214,3,7,7,3,0,0
201204,4,131,1,9,15,2,0,0
201204,5,250,0,6,63,4,0,0
201204,6,40,0,6,6,0,0,0
201204,7,81,0,1,36,0,0,0
201204,8,115,0,6,56,0,0,0
201204,9,182,0,27,51,3,0,0
201204,10,130,1,4,7,5,0,0
201205,1,81,1,0,8,2,0,0
201205,2,60,0,3,12,0,0,0
201205,3,169,3,3,4,3,0,0
201205,4,122,0,5,16,2,0,0
201205,5,301,0,8,107,2,0,0
201205,6,77,0,13,1,2,0,0
201205,7,114,0,5,68,2,0,0
201205,8,144,0,29,59,1,0,0
201205,9,206,0,27,51,3,0,0
201205,10,139,0,6,22,3,0,0
201206,1,60,0,3,3,3,0,0
201206,2,66,0,3,4,2,0,0
201206,3,157,0,5,14,4,0,0
201206,4,138,0,16,24,1,0,0
201206,5,340,0,7,143,9,0,0
201206,6,81,0,24,4,4,0,0
201206,7,106,0,5,45,3,0,0
201206,8,137,0,34,50,0,0,0
201206,9,231,0,42,90,9,0,0
201206,10,141,0,3,18,3,0,0
201207,1,63,0,1,4,5,0,0
201207,2,99,0,12,21,4,0,0
201207,3,221,11,11,27,5,0,0
201207,4,163,0,15,21,0,0,0
201207,5,368,7,17,158,10,0,0
201207,6,59,0,1,11,1,0,0
201207,7,122,6,5,57,3,0,0
201207,8,177,0,43,69,1,0,0
201207,9,278,2,64,88,7,0,0
201207,10,156,0,11,23,4,0,0
201208,1,68,1,3,4,7,0,0
201208,2,75,0,13,8,3,0,0
201208,3,195,13,13,28,8,0,0
201208,4,218,0,25,58,3,0,0
201208,5,523,10,25,257,14,0,0
201208,6,61,1,22,9,1,0,0
201208,7,141,0,10,81,0,0,0
201208,8,198,0,42,93,0,0,0
201208,9,249,1,66,87,5,0,0
201208,10,189,0,11,25,7,0,0
201209,1,89,0,8,12,4,0,0
201209,2,96,0,23,19,5,0,0
201209,3,236,11,15,47,8,0,0
201209,4,225,2,19,65,6,0,0
201209,5,581,1,35,324,17,0,0
