DVD,HHS,total,Aunkn,H1N1pdm,H3N2,B,Bvic,Byam
201714,8,128,0,1,10,6,11,61
201714,9,366,0,7,75,3,7,39
201714,10,164,0,0,23,39,0,5
201715,1,143,0,2,27,2,6,66
201715,2,91,0,0,9,9,8,14
201715,3,174,0,1,11,4,4,40
201715,4,137,0,1,26,12,2,4
201715,5,422,1,0,46,15,22,114
201715,6,110,0,0,16,1,5,19
201715,7,30,0,0,2,0,1,7
201715,8,89,0,0,9,5,2,46
201715,9,300,0,1,51,5,14,52
201715,10,160,0,0,23,27,1,10
201716,1,90,1,1,12,1,9,36
201716,2,57,0,1,5,6,1,10
201716,3,189,0,1,4,2,8,35
201716,4,153,0,0,16,17,2,5
201716,5,406,0,0,32,6,13,73
201716,6,87,0,0,6,4,3,9
201716,7,25,0,0,1,2,1,9
201716,8,53,0,1,4,2,2,16
201716,9,304,0,4,51,6,10,51
201716,10,127,0,3,11,26,2,2
201717,1,52,0,0,4,0,1,17
201717,2,59,0,1,6,2,2,8
201717,3,155,0,0,9,0,9,6
201717,4,123,1,1,12,10,0,8
201717,5,314,0,1,8,3,13,45
201717,6,77,0,0,9,2,3,8
201717,7,11,0,0,0,0,1,2
201717,8,43,0,0,7,2,3,13
201717,9,308,0,4,65,10,14,65
201717,10,124,0,0,13,23,0,4
201718,1,38,0,0,4,1,0,17
201718,2,21,0,0,3,1,1,3
201718,3,158,0,0,1,2,5,8
201718,4,92,0,0,12,7,3,2
201718,5,239,0,1,9,13,4,20
201718,6,66,0,0,4,1,2,8
201718,7,12,0,0,0,1,0,2
201718,8,35,0,0,9,1,0,14
201718,9,256,2,4,35,5,14,44
201718,10,97,0,0,3,19,0,3
201719,1,24,0,0,3,0,0,2
201719,2,29,0,0,4,3,1,4
201719,3,121,0,1,1,0,0,5
201719,4,88,2,0,13,9,2,2
201719,5,163,0,0,12,3,3,12
201719,6,41,0,0,4,3,1,2
201719,7,16,0,0,1,0,1,0
201719,8,52,0,0,25,1,3,12
201719,9,251,0,2,29,3,26,73
201719,10,88,0,0,3,14,0,3
201720,1,9,0,0,2,0,0,1
201720,2,19,0,0,5,1,2,2
201720,3,82,0,1,3,1,1,1
201720,4,82,0,0,4,13,3,3
201720,5,152,1,0,3,0,1,10
201720,6,43,0,0,10,0,1,2
201720,7,11,0,0,0,0,0,1
201720,8,62,0,1,13,1,3,18
201720,9,228,0,3,21,7,21,61
201720,10,78,0,0,1,11,0,3
201721,1,5,0,0,0,0,0,1
201721,2,18,0,0,2,0,2,1
201721,3,51,0,0,0,0,0,1
201721,4,73,0,1,5,4,0,0
201721,5,97,0,0,2,0,2,5
201721,6,38,0,0,0,2,0,3
201721,7,7,0,0,0,0,0,0
201721,8,36,0,1,9,1,3,10
201721,9,227,0,5,23,9,19,57
201721,10,73,0,0,0,7,0,2
201722,1,2,0,0,0,0,0,0
201722,2,12,0,1,1,0,3,1
201722,3,41,0,0,0,0,0,0
201722,4,49,0,0,2,4,3,0
201722,5,66,0,0,1,0,3,4
201722,6,35,0,0,4,2,0,1
201722,7,3,0,0,0,0,0,0
201722,8,32,0,0,8,0,7,8
201722,9,198,0,0,20,4,34,43
201722,10,86,0,0,3,7,0,3
201723,1,2,0,0,1,0,0,0
201723,2,9,0,0,2,0,2,1
201723,3,40,0,0,2,0,0,1
201723,4,44,0,0,2,5,2,0
201723,5,49,0,0,2,0,1,1
201723,6,25,0,0,1,2,0,7
201723,7,2,0,0,0,0,0,0
201723,8,20,0,0,3,0,2,7
201723,9,170,0,4,15,5,15,46
201723,10,72,0,1,2,7,0,0
201724,1,3,0,0,1,0,0,0
201724,2,8,0,0,4,0,1,1
201724,3,20,0,0,0,0,0,1
201724,4,41,1,0,1,2,0,0
201724,5,49,0,3,1,0,0,1
201724,6,30,0,0,1,1,1,4
201724,7,4,0,0,0,0,0,0
201724,8,13,0,0,1,0,1,7
201724,9,171,0,5,30,1,8,29
201724,10,42,0,0,2,5,0,1
201725,1,2,0,0,2,0,0,0
201725,2,7,0,0,2,3,0,0
201725,3,20,0,0,0,0,0,0
201725,4,40,0,1,6,1,0,1
201725,5,55,0,0,3,0,0,1
201725,6,24,0,0,1,0,0,1
201725,7,5,0,0,1,0,0,0
201725,8,10,0,0,3,0,3,1
201725,9,164,0,3,19,3,8,26
201725,10,45,0,1,3,0,0,1
201726,1,6,0,0,0,0,0,0
201726,2,13,0,0,8,0,0,0
201726,3,15,0,0,0,0,0,0
201726,4,45,0,0,8,3,0,0
201726,5,57,0,2,2,0,0,1
201726,6,33,0,1,8,0,0,0
201726,7,7,0,0,0,0,0,0
201726,8,4,0,0,1,0,0,1
201726,9,110,1,1,5,1,4,18
201726,10,54,0,0,4,3,0,1
201727,1,0,0,0,0,0,0,0
201727,2,8,0,0,3,0,0,0
201727,3,19,0,1,1,0,0,0
201727,4,37,0,1,4,3,0,0
201727,5,43,0,1,3,0,0,0
201727,6,17,0,0,2,0,0,0
201727,7,4,0,0,0,0,0,0
201727,8,8,0,0,1,0,0,3
201727,9,108,0,5,11,1,6,3
201727,10,35,0,2,2,1,0,0
201728,1,5,0,0,1,0,0,0
201728,2,3,0,0,2,1,0,0
201728,3,13,0,0,0,0,0,0
201728,4,51,0,2,9,2,0,0
201728,5,58,0,0,0,0,0,2
201728,6,23,0,0,1,0,0,0
201728,7,11,0,0,0,0,0,0
201728,8,8,0,0,1,0,0,3
201728,9,100,0,2,11,1,4,2
201728,10,58,0,0,5,7,0,0
201729,1,0,0,0,0,0,0,0
201729,2,6,0,0,3,0,0,0
201729,3,6,0,0,0,0,0,0
201729,4,54,0,1,2,7,0,0
201729,5,86,0,2,5,0,0,0
201729,6,24,0,0,1,0,0,0
201729,7,4,0,0,0,0,0,0
201729,8,20,0,0,3,1,0,0
201729,9,93,0,4,5,1,0,5
201729,10,38,0,0,6,0,0,0
201730,1,2,0,0,2,0,0,0
201730,2,4,0,0,0,0,0,0
201730,3,10,0,1,0,0,0,0
201730,4,36,0,1,8,3,0,1
201730,5,69,1,3,7,0,0,1
201730,6,25,0,0,1,0,0,0
201730,7,0,0,0,0,0,0,0
201730,8,6,0,0,1,0,0,0
201730,9,105,1,1,5,1,1,17
201730,10,25,0,0,3,0,0,0
201731,1,0,0,0,0,0,0,0
201731,2,6,0,1,2,1,0,0
201731,3,17,0,0,0,0,0,0
201731,4,33,0,1,14,2,0,0
201731,5,59,0,1,7,0,0,0
201731,6,26,0,0,0,0,0,0
201731,7,4,0,0,3,0,0,0
201731,8,11,0,0,3,0,0,1
201731,9,70,0,1,4,0,0,1
201731,10,27,0,0,4,0,0,0
201732,1,2,0,1,1,0,0,0
201732,2,4,0,0,3,0,0,0
201732,3,13,0,1,2,0,0,0
201732,4,48,0,0,10,6,0,0
201732,5,54,0,0,7,1,0,1
201732,6,23,0,1,1,0,0,0
201732,7,1,0,0,1,0,0,0
201732,8,9,0,0,5,0,0,0
201732,9,44,0,0,1,1,0,1
201732,10,43,0,0,4,0,0,0
201733,1,4,0,0,0,0,0,1
201733,2,4,0,0,1,0,0,0
201733,3,17,0,0,2,0,0,0
201733,4,44,0,0,5,0,0,0
201733,5,54,2,2,4,0,0,0
201733,6,18,0,0,0,1,0,0
201733,7,2,0,0,1,0,0,0
201733,8,11,0,0,0,0,0,0
201733,9,45,1,2,6,0,0,0
201733,10,35,0,0,1,0,0,0
201734,1,2,0,0,0,0,0,0
201734,2,2,0,0,0,0,0,0
201734,3,20,0,0,4,0,0,0
201734,4,34,1,0,2,0,0,0
201734,5,49,0,0,11,0,0,1
201734,6,47,0,0,8,8,0,0
201734,7,3,0,0,1,0,0,0
201734,8,5,0,0,1,0,0,0
201734,9,49,0,2,3,0,0,1
201734,10,57,1,1,8,0,0,1
201735,1,7,0,0,2,0,0,0
201735,2,2,0,0,0,0,0,0
201735,3,22,0,0,1,0,0,0
201735,4,42,1,1,4,2,0,0
201735,5,56,0,4,12,0,0,0
201735,6,63,0,0,3,5,0,0
201735,7,8,0,0,4,0,0,0
201735,8,5,0,0,0,0,0,0
201735,9,51,0,3,3,0,0,0
201735,10,57,0,7,14,0,0,0
201736,1,3,0,0,2,0,0,0
201736,2,0,0,0,0,0,0,0
201736,3,11,0,0,2,0,0,0
201736,4,8,0,1,1,0,0,0
201736,5,38,1,1,3,0,0,0
201736,6,33,0,0,8,0,0,0
201736,7,5,0,0,0,0,0,0
201736,8,1,1,0,0,0,0,0
201736,9,38,0,0,3,0,0,0
201736,10,3,0,1,0,0,0,0
