8158062 8130652 8077630 8009596 8030604 8077678 8117282
21414832 21450322 21530180 21638282 21741576 21858698 21979884
53781908 53900178 54050374 54106274 54208952 54447758 54830768
23799004 24436936 24658408 24970892 25351894 25714080 25980944
17462674 17906140 18781674 19519338 20290920 21037234 21793204
